7.564517	13.408956
-2.041838	13.276884
7.787078	5.688889
-10.721766	5.685727
-2.142029	5.578973
2.728957	-9.240888
-4.435132	-9.233140
-12.061540	-12.288024
-10.707762	13.521182
17.017564	5.749795
-0.790316	-9.084178
-14.477816	-16.448181
8.241709	-5.020347
26.296280	5.663079
-32.421463	5.845535
12.078008	-16.630280
33.834174	-5.337743
15.001250	-4.443960
-4.743843	10.659222
-26.582082	-9.034490
-24.759354	-9.011829
-16.826762	-4.262498
10.306296	-16.627918
26.191526	-9.273328
-28.578623	-8.949778
7.657254	-10.102735
