rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
2009055000000,,11,,2009,56000000,"""imu_link""",,-0.00601100961188,0.00915263125272,-0.310552308842,0.950493219638,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00918985243781,-0.0164557784963,-0.657750633723,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-2.71320845114,-1.3787139433,8.25577358606,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2009161000000,,12,,2009,160000000,"""imu_link""",,-0.0059629137195,0.00929010989626,-0.343754245365,0.938994758405,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00702725568413,-0.0728554018745,-0.670068280489,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,3.25601521856,-4.07168617011,15.6268628132,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2009264000000,,13,,2009,264000000,"""imu_link""",,-0.00690016390018,0.00907876203254,-0.379435372926,0.925147967403,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0431978064755,0.0323304226063,-0.742983999116,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-3.98314765325,-1.27360737848,7.18251370739,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2009369000000,,14,,2009,368000000,"""imu_link""",,-0.00528803881619,0.00912850248137,-0.414008335099,0.910211956391,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.000307075928998,-0.0303963917467,-0.705312568029,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,9.97248387078,-1.88449766777,9.12162201068,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2009473000000,,15,,2009,472000000,"""imu_link""",,-0.00583010179539,0.00855123883719,-0.450690528138,0.892620263087,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0454637036862,-0.0462855071802,-0.816478902488,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,7.48724766191,-1.0776061227,5.27986602016,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2009576000000,,16,,2009,576000000,"""imu_link""",,-0.0066921071862,0.00863895404025,-0.487871118087,0.872847269751,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.019727533792,-0.0816210045969,-0.707225126617,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-11.8857515891,-3.01943782709,15.5402140932,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2009680000000,,17,,2009,680000000,"""imu_link""",,-0.00592659124743,0.0070784344183,-0.519213822794,0.854594510573,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.022901676544,-0.0551132969798,-0.787706554289,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,4.80414749605,-0.680702398788,5.34230288288,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2009785000000,,18,,2009,784000000,"""imu_link""",,-0.00643250235858,0.00670897498943,-0.55192667595,0.833840846291,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0208569930817,-0.0183087895432,-0.674296919093,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-9.6869380011,-1.62815714813,14.1229902105,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2009887000000,,19,,2009,888000000,"""imu_link""",,-0.00718410831251,0.0065641979951,-0.582259552943,0.812944717,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00126954007594,0.0207908245245,-0.676122280769,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-6.44144973943,0.40917363924,6.74474175572,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2009992000000,,20,,2009,992000000,"""imu_link""",,-0.00811297873221,0.0071297426822,-0.611072511969,0.791500935856,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0390230470521,-0.00524731658547,-0.693718157135,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-7.63088848017,-2.7512699942,9.77554195101,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2010096000000,,21,,2010,96000000,"""imu_link""",,-0.00830193252516,0.0069253338818,-0.640192809411,0.768138193586,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.000851881903778,0.00785531617363,-0.751763269613,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-10.2631872879,-2.74600744132,9.82479832998,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2010200000000,,22,,2010,200000000,"""imu_link""",,-0.00815383476037,0.00660290728974,-0.669274902111,0.742940793064,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-5.67570337107e-05,0.052093001424,-0.711561565576,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-5.72783513348,-0.649446837358,6.66790249122,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2010306000000,,23,,2010,305000000,"""imu_link""",,-0.00877400104783,0.00674205960672,-0.697203031585,0.716788319023,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0266973952142,-0.0168887795078,-0.758199764622,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,1.78652609431,-4.20571910321,4.24355521689,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2010410000000,,24,,2010,410000000,"""imu_link""",,-0.009106165855,0.00701887797073,-0.725281330871,0.688356596674,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0152005029397,0.00804233966489,-0.734072235239,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-11.9281534769,-2.01180723026,12.9374791513,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2010512000000,,25,,2010,511000000,"""imu_link""",,-0.00905851389305,0.00579224399196,-0.750941339272,0.660281378057,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0259498366074,0.0213320276122,-0.792017029903,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,3.34532751509,-4.15065686565,4.56470238578,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2010616000000,,26,,2010,615000000,"""imu_link""",,-0.00998705113323,0.00408392975959,-0.776318010712,0.630249098827,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0211189387356,-0.0180721245181,-0.776354987176,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,4.60814739167,-0.730077883338,5.18831474362,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2010719000000,,27,,2010,719000000,"""imu_link""",,-0.0105076380317,0.00469894300637,-0.800940251779,0.598633629659,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0445920818881,-0.0040242083889,-0.786767537569,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.977956563312,1.08231923961,9.27180906039,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2010823000000,,28,,2010,823000000,"""imu_link""",,-0.0108423305601,0.00457154639266,-0.823846510248,0.566690808452,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0218685366448,-0.000753456233623,-0.824976963296,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-1.67810907318,-4.52664375678,14.3974827381,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2010928000000,,29,,2010,927000000,"""imu_link""",,-0.0114419601682,0.00457702253335,-0.847116454936,0.531264382572,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0350144807099,0.00683346688655,-0.719194872373,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-6.80103512308,0.442641486525,12.3460769566,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2011033000000,,30,,2011,33000000,"""imu_link""",,-0.0124585717862,0.00443431552975,-0.864996059202,0.501604364415,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00863738580172,-0.00591858376387,-0.638256544309,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-1.07384623663,0.592405701071,9.27814126012,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2011138000000,,31,,2011,137000000,"""imu_link""",,-0.0132653101437,0.00353132296713,-0.878515079413,0.477517346856,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0350393407069,0.00915793304281,-0.469678542979,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.947902028198,0.342158624122,1.6512917838,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2011241000000,,32,,2011,241000000,"""imu_link""",,-0.0122337374852,0.0026202265952,-0.888581079725,0.458548944862,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0264915909629,0.0492413590302,-0.384504034074,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,11.0140216069,-2.10118062534,9.53472018477,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2011346000000,,33,,2011,345000000,"""imu_link""",,-0.010468866467,0.00352967943472,-0.897553527464,0.440767069477,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0370254056902,0.0605676787682,-0.333400322741,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-6.70892871082,0.329645862939,19.9439781915,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2011449000000,,34,,2011,449000000,"""imu_link""",,-0.00931950522888,0.0039149436916,-0.903679491587,0.428090173356,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0657573689982,-0.0588106354044,-0.220181703389,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,4.73899030131,0.47244466021,7.1507865683,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2011554000000,,35,,2011,553000000,"""imu_link""",,-0.0121744813107,0.00694032494129,-0.908069699249,0.418584561589,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0699886317875,0.032408793048,-0.216284046266,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-2.93771487358,-1.47854213433,6.83205380983,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2011657000000,,36,,2011,657000000,"""imu_link""",,-0.0115288020003,0.0066968758248,-0.912889755391,0.407988398217,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0465568435367,0.0199086594793,-0.213474300577,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-3.69668641499,-0.650385564608,9.76809741784,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2011761000000,,37,,2011,761000000,"""imu_link""",,-0.0101340133246,0.00551756725208,-0.917293097648,0.398045514021,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0346547032121,0.0179029215638,-0.226417992225,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,6.31959002987,1.08484522799,6.20888246105,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2011866000000,,38,,2011,865000000,"""imu_link""",,-0.00958368228604,0.0052634725179,-0.921076877689,0.389227227051,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00387386102626,-0.0290478447265,-0.183423385187,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,6.54710644911,0.248948138226,9.42525906509,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2011970000000,,39,,2011,969000000,"""imu_link""",,-0.00798943824376,0.00382859397891,-0.924758718888,0.380450814936,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0952919510475,0.0402180475661,-0.142962602048,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-4.87826155685,0.108937456357,7.88561248595,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2012076000000,,40,,2012,75000000,"""imu_link""",,-0.00809595978297,0.00381141287129,-0.927655503531,0.37332987469,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0636530836121,-0.0434090745937,-0.167585747352,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,10.5707290474,1.38834450357,4.95470553578,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2012180000000,,41,,2012,179000000,"""imu_link""",,-0.00731023646792,0.00263763657724,-0.931068475852,0.364761698361,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0164111034209,-0.0307702293664,-0.167628929621,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-8.38328841177,-0.53314086054,4.38578076993,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2012284000000,,42,,2012,283000000,"""imu_link""",,-0.00782492668519,0.00193207371216,-0.933467173011,0.358572272387,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0126056363867,-0.0238513296917,-0.126413968426,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,6.61842606014,-1.12289000338,10.3503220429,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2012387000000,,43,,2012,387000000,"""imu_link""",,-0.0086096893349,0.00130225849528,-0.934829244452,0.354990790149,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0439210221438,-0.07790805575,0.170956134148,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,16.0629645086,13.540287977,13.2217953988,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2012491000000,,44,,2012,491000000,"""imu_link""",,-0.0088975462579,0.000783550525301,-0.926465927315,0.376272647483,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.00286515914123,-0.0819660191128,0.651197454294,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.500640519642,5.30561595203,4.55656186915,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2012596000000,,45,,2012,595000000,"""imu_link""",,-0.00963432643571,0.00117655739221,-0.910450481594,0.413504191068,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.00494811226974,-0.0138191568706,0.921422089489,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,6.31348530877,6.62439811588,10.7769865469,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2012699000000,,46,,2012,699000000,"""imu_link""",,-0.0102428199186,0.000713334373864,-0.886165617056,0.463254870392,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0595590082176,-0.0368573815883,1.15349913646,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,11.5247148641,0.067107843613,6.08762029367,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2012803000000,,47,,2012,803000000,"""imu_link""",,-0.008893442731,0.00125671468501,-0.85269789985,0.522327118707,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.050727878067,0.00426819471173,1.2898888881,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,16.2644531285,16.6582996749,11.4806193789,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2012908000000,,48,,2012,907000000,"""imu_link""",,-0.00548827396915,-0.00041091233091,-0.804953712002,0.593312086119,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.063574471426,0.075714171296,1.7311252729,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,3.20974060602,19.4135019168,23.7850390836,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2013012000000,,49,,2013,11000000,"""imu_link""",,-0.00558301215786,-0.00102016308481,-0.75540584607,0.65523262813,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.152990325597,-0.0351943734279,1.02377356183,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,3.45953134994,0.673440784131,6.50257759328,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2013115000000,,50,,2013,115000000,"""imu_link""",,-0.0119786297977,0.00880965085141,-0.734705245994,0.67822349118,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.10787074199,-0.0150870909625,0.351754594763,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,4.10746363471,-4.32236879452,7.78789260127,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2013220000000,,51,,2013,219000000,"""imu_link""",,-0.0104739984942,0.0109274742524,-0.729829434975,0.68346168986,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0475379745759,-0.0069395587567,0.0208102493412,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-3.39165048555,-1.63148050034,-0.255590917909,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2013325000000,,52,,2013,324000000,"""imu_link""",,-0.00704237551707,0.00745628082327,-0.727815437043,0.685696360224,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0195666045898,0.0672639507331,0.0564879891291,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-2.15217005335,7.11792239805,15.2549604776,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2013428000000,,53,,2013,428000000,"""imu_link""",,0.0011477255912,0.0183679954687,-0.726742749408,0.686663145692,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.0325297409455,0.511681181491,0.0487756435012,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,1.68618370859,0.139566580499,3.07694556377,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2013536000000,,54,,2013,535000000,"""imu_link""",,0.00476445483905,0.0309349393678,-0.724574110335,0.688485793702,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,-0.126322561062,0.38570769289,0.0532200533271,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0532922486341,0.0561636405389,-0.0672379578461,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
