2068,0,0,0,0,0,0,0,-0,-1.5708
2068.1,0.017632,-0.0018924,0.085801,0,0,0,0.00076367,0.0003406,-1.5704
2068.2,0.010718,-0.0012967,0.20772,0,0,0,-0.00022345,0.00013683,-1.5706
2068.3,0.008249,-0.0067711,0.18662,0,0,0,-0.00027743,-0.0019433,-1.5707
2068.5,0.0017993,-0.01398,0.20326,0,0,0,-0.0006353,-0.00091235,-1.5708
2068.6,0.00042329,-0.018368,0.20444,0,0,0,-0.00071584,-0.00095802,-1.5708
2068.7,-0.0045043,-0.022312,0.19793,0,0,0,-0.00088504,-0.0012602,-1.5707
2068.8,-0.0068884,-0.025472,0.19289,0,0,0,-0.00074062,-0.0017628,-1.5709
2069,-0.010622,-0.028834,0.19328,0,0,0,-0.00067834,-0.0021572,-1.5708
2069.1,-0.013317,-0.025809,0.18205,0,0,0,-0.00064458,-0.0027203,-1.5709
2069.2,-0.015182,-0.028263,0.19079,0,0,0,-0.00038822,-0.0018029,-1.571
2069.3,-0.017239,-0.028888,0.19403,0,0,0,-0.00050565,-0.0016238,-1.571
2069.4,-0.016129,-0.028834,0.19378,0,0,0,-0.00031954,-0.0015009,-1.5712
2069.5,-0.01536,-0.027142,0.19656,0,0,0,-7.0828e-06,-0.0014072,-1.5713
2069.6,-0.018936,-0.032726,0.19646,0,0,0,0.00018491,-0.0013879,-1.5713
2069.7,-0.021285,-0.031633,0.1911,0,0,0,-0.00010283,-0.0015975,-1.5714
2069.8,-0.021808,-0.033373,0.20049,0,0,0,-1.7936e-05,-0.00090637,-1.5716
2069.9,-0.023334,-0.03435,0.195,0,0,0,9.303e-05,-0.0010112,-1.5717
2070,-0.026327,-0.033461,0.19963,0,0,0,-0.00014691,-0.0010695,-1.5718
2070.1,-0.026656,-0.030796,0.19895,0,0,0,-7.2983e-05,-0.0010778,-1.572
2070.2,-0.026134,-0.026149,0.20528,0,0,0,-0.00012078,-0.00085716,-1.5723
2070.3,-0.027378,-0.027193,0.20192,0,0,0,-4.1358e-05,-0.0010989,-1.5725
2070.4,-0.027755,-0.02726,0.20336,0,0,0,0.00011174,-0.0010581,-1.5726
2070.5,-0.026819,-0.024012,0.2031,0,0,0,0.00010858,-0.0012023,-1.5728
2070.6,-0.026086,-0.022923,0.21394,0,0,0,0.00018836,-0.00030319,-1.573
2070.7,-0.027099,-0.018687,0.21138,0,0,0,-2.479e-05,-0.00044345,-1.5732
2070.8,-0.026979,-0.019537,0.21704,0,0,0,3.0404e-06,-9.6811e-05,-1.5734
2070.9,-0.031299,-0.019323,0.22403,0,0,0,4.4661e-05,0.00013549,-1.5735
2071,-0.032716,-0.019436,0.2296,0,0,0,3.6807e-05,0.00038622,-1.5736
2071.1,-0.031738,-0.017548,0.23238,0,0,0,1.8344e-05,0.00048544,-1.5738
2071.2,-0.032122,-0.016329,0.23523,0,0,0,2.4178e-05,0.00068522,-1.5739
2071.3,-0.031679,-0.013234,0.22906,0,0,0,6.6505e-05,0.00032764,-1.5741
2071.4,-0.033118,-0.011378,0.23109,0,0,0,5.9547e-05,0.00046367,-1.5743
2071.5,-0.033126,-0.0080812,0.23646,0,0,0,4.0679e-05,0.00068139,-1.5745
2071.6,-0.03286,-0.005526,0.2361,0,0,0,2.4511e-05,0.00062831,-1.5747
2071.7,-0.032848,-0.0016999,0.23655,0,0,0,-3.7159e-05,0.00061247,-1.5749
2071.8,-0.030669,0.0047358,0.22765,0,0,0,-3.1239e-05,-5.9844e-05,-1.5752
2071.9,-0.030162,0.0064477,0.23769,0,0,0,1.3524e-05,0.0004969,-1.5754
2072,-0.029781,0.0082813,0.23633,0,0,0,-3.7312e-05,0.00046094,-1.5756
2072.1,-0.029826,0.010542,0.23658,0,0,0,-2.3653e-05,0.00046866,-1.5758
2072.2,-0.029133,0.012839,0.23053,0,0,0,5.006e-05,0.00016006,-1.5759
2072.3,-0.02903,0.015303,0.22037,0,0,0,4.3358e-05,-0.00011943,-1.5761
