0,0.068
1,0.135
2,0.202
3,0.269
4,0.336
5,0.403
6,0.47
7,0.537
8,0.604
9,0.671
10,0.738
11,0.805
12,0.872
13,0.939
14,1.006
15,1.073
16,1.14
17,1.207
18,1.274
19,1.341
20,1.408
21,1.475
22,1.542
23,1.609
24,1.676
25,1.743
26,1.81
27,1.877
28,1.944
29,2.011
30,2.078
31,2.145
32,2.212
33,2.279
34,2.346
35,2.413
36,2.48
37,2.547
38,2.614
39,2.681
40,2.748
41,2.815
42,2.883
43,2.95
44,3.017
45,3.084
46,3.151
47,3.218
48,3.285
49,3.355
50,3.422
51,3.489
52,3.556
53,3.623
54,3.69
55,3.757
56,3.824
57,3.891
58,3.958
59,4.025
60,4.092
61,4.159
62,4.226
63,4.293
64,4.36
65,4.427
66,4.494
67,4.561
68,4.628
69,4.695
70,4.762
71,4.829
72,4.896
73,4.963
74,5.03
75,5.097
76,5.164
77,5.231
78,5.298
79,5.365
80,5.432
81,5.499
82,5.566
83,5.635
84,5.702
85,5.769
86,5.836
87,5.903
88,5.97
89,6.037
90,6.104
91,6.171
92,6.238
93,6.305
94,6.372
95,6.439
96,6.506
97,6.573
98,6.64
99,6.707
100,6.774
101,6.841
102,6.908
103,6.975
104,7.042
105,7.109
106,7.176
107,7.243
108,7.31
109,7.377
110,7.444
111,7.511
112,7.578
113,7.645
114,7.712
115,7.779
116,7.846
117,7.913
118,7.981
119,8.051
120,8.118
121,8.188
122,8.255
123,8.322
124,8.389
125,8.456
126,8.523
127,8.59
128,8.657
129,8.724
130,8.791
131,8.858
132,8.925
133,8.992
134,9.059
135,9.126
136,9.193
137,9.26
138,9.327
139,9.394
140,9.461
141,9.528
142,9.595
143,9.662
144,9.729
145,9.796
146,9.863
147,9.93
148,9.997
149,10.065
150,10.132
151,10.205
152,10.272
153,10.34
154,10.407
155,10.474
156,10.541
157,10.608
158,10.675
159,10.742
160,10.809
161,10.876
162,10.943
163,11.01
164,11.08
165,11.147
166,11.214
167,11.281
168,11.348
169,11.415
170,11.482
171,11.549
172,11.616
173,11.683
174,11.75
175,11.817
176,11.884
177,11.951
178,12.018
179,12.085
180,12.152
181,12.219
182,12.289
183,12.356
184,12.423
185,12.49
186,12.557
187,12.624
188,12.691
189,12.76
190,12.827
191,12.894
192,12.961
193,13.028
194,13.095
195,13.162
196,13.229
197,13.296
198,13.364
199,13.431
200,13.498
201,13.565
202,13.632
203,13.699
204,13.766
205,13.836
206,13.903
207,13.97
208,14.037
209,14.104
210,14.171
211,14.238
212,14.305
213,14.372
214,14.439
215,14.506
216,14.575
217,14.642
218,14.709
219,14.776
220,14.843
221,14.91
