T[s]	GYRO_X	GYRO_Y	GYRO_Z	GyroSts	ACC_X	ACC_Y	ACC_Z	AccSts	INC_X	INC_Y	INC_Z	IncSts	Counter	Latency	RxCRC	CalCRC	DG_ID	
0.076922	0.017212	-0.003418	0.068604	0	0.0008812	0.0281487	0.9949398	0	0.00468493	0.02530217	0.99709392	0	89	506	-998265668	-998265668	147
0.100803	-0.099976	-0.070618	-0.066772	0	0.0030346	0.0292664	0.9961185	0	0.00477529	0.02550244	1.00141931	0	105	506	-59377033	-59377033	147
0.100820	-0.140381	0.024597	0.006165	0	0.0046387	0.0315990	0.9900837	0	0.00520468	0.02724910	1.00332046	0	121	506	592931887	592931887	147
0.100982	-0.103760	0.020630	-0.034485	0	0.0016537	0.0293884	0.9943066	0	0.00726390	0.02466130	1.00003910	0	137	506	-71429862	-71429862	147
0.124800	-0.008362	-0.061584	-0.031067	0	0.0015869	0.0295677	0.9888477	0	0.00571465	0.02696562	1.00152469	0	153	506	480578399	480578399	147
0.124812	-0.125916	0.030212	0.066772	0	0.0013256	0.0296421	0.9887733	0	0.00292277	0.02646136	0.99771643	0	169	506	515851730	515851730	147
0.124824	-0.100342	0.080627	0.086975	0	0.0032482	0.0277328	0.9953003	0	0.00642133	0.02553272	0.99913073	0	185	507	1724563293	1724563293	147
0.148791	-0.046448	-0.162659	0.187012	0	0.0057602	0.0311241	0.9939575	0	0.00705862	0.02687740	1.00066543	0	201	507	602879959	602879959	147
0.148810	-0.093689	-0.007629	-0.022461	0	0.0062256	0.0288639	0.9918499	0	0.00301147	0.02389288	0.99992657	0	217	506	766264283	766264283	147
0.148826	0.025513	0.003174	0.038269	0	0.0030270	0.0299149	0.9892349	0	0.00593686	0.02595139	1.00023937	0	233	506	1472559394	1472559394	147
0.172770	-0.047913	0.105408	0.106140	0	0.0070934	0.0294781	0.9878731	0	0.00591040	0.02643752	1.00074792	0	249	506	-484937948	-484937948	147
0.172817	-0.000427	0.125000	0.084229	0	0.0004120	0.0286751	0.9934483	0	0.00762057	0.02629137	0.99900985	0	9	506	-722291360	-722291360	147
0.172830	-0.123474	-0.005615	0.130371	0	0.0033607	0.0339909	0.9915600	0	0.00666451	0.02466512	0.99594498	0	25	506	-1766838883	-1766838883	147
0.196756	-0.021851	0.079285	0.002625	0	0.0057735	0.0296574	0.9928112	0	0.00710249	0.02727103	1.00073314	0	41	506	1307781625	1307781625	147
0.196805	-0.098145	-0.001709	0.122192	0	0.0034523	0.0268650	0.9910946	0	0.00837278	0.02532601	1.00245547	0	57	506	1366227988	1366227988	147
0.196821	-0.044556	-0.051697	0.078918	0	0.0028915	0.0306950	0.9914265	0	0.00696611	0.02727914	1.00358725	0	73	506	1460101718	1460101718	147
0.220732	-0.100037	0.052307	0.003052	0	0.0017776	0.0278358	0.9919624	0	0.00593615	0.02831674	0.99824715	0	89	507	-2065231872	-2065231872	147
0.220745	-0.035889	0.197754	0.104187	0	0.0028572	0.0298195	0.9911270	0	0.00497794	0.02806735	0.99835229	0	105	507	1696789289	1696789289	147
0.220780	-0.191528	-0.059631	0.044250	0	0.0016880	0.0318794	0.9914665	0	0.00573015	0.02706504	0.99543691	0	121	507	-1852354620	-1852354620	147
0.244725	-0.003601	0.007751	0.036804	0	0.0037727	0.0289307	0.9933758	0	0.00559521	0.02594495	0.99928117	0	137	507	1413163283	1413163283	147
0.244738	-0.111084	0.040955	0.050354	0	0.0046711	0.0285797	0.9886341	0	0.00686741	0.02676392	0.99875903	0	153	506	-367961420	-367961420	147
0.244750	0.034912	0.045044	-0.002441	0	0.0064983	0.0308228	0.9910851	0	0.00275779	0.02604485	1.00013733	0	169	506	-1369153959	-1369153959	147
0.268678	-0.109253	-0.112000	0.001709	0	0.0043545	0.0333500	0.9936008	0	0.00493050	0.02783799	1.00217414	0	185	506	-1486963657	-1486963657	147
0.268699	0.007446	-0.153320	0.111816	0	0.0022774	0.0300560	0.9903831	0	0.00400424	0.02630329	0.99939418	0	201	506	395803086	395803086	147
0.268711	-0.071777	-0.071533	0.035095	0	0.0064945	0.0302887	0.9929485	0	0.00557423	0.02446413	1.00128484	0	217	506	-1486383446	-1486383446	147
0.292704	-0.046326	0.043335	-0.023865	0	0.0025406	0.0284328	0.9923573	0	0.00646496	0.02552223	0.99926686	0	233	506	1785970801	1785970801	147
0.292733	-0.096252	-0.013672	0.135742	0	0.0042152	0.0277576	0.9894714	0	0.00738621	0.02682662	1.00078702	0	249	506	-1768446038	-1768446038	147
0.292745	0.023926	0.056580	-0.051758	0	0.0067158	0.0316563	0.9932861	0	0.00538588	0.02602339	1.00054097	0	9	507	-117442590	-117442590	147
0.316659	0.027283	0.013855	0.107056	0	0.0040283	0.0324879	0.9896603	0	0.00432277	0.02596283	0.99987316	0	25	506	-226119415	-226119415	147
0.316817	-0.083069	-0.022949	0.151306	0	0.0044155	0.0277004	0.9925327	0	0.00641251	0.02552319	1.00294662	0	41	507	-737770752	-737770752	147
0.316843	-0.068848	-0.030884	0.035522	0	0.0031090	0.0296192	0.9920559	0	0.00381255	0.02471685	1.00366044	0	57	506	-1500438212	-1500438212	147
0.340601	-0.067871	0.039978	0.052490	0	0.0027752	0.0307789	0.9930286	0	0.00759530	0.02723002	0.99944568	0	73	506	-2131844765	-2131844765	147
0.340623	0.002686	-0.078918	0.136963	0	0.0033455	0.0298100	0.9930553	0	0.00527787	0.02499366	1.00034451	0	89	506	-536921231	-536921231	147
0.340678	-0.094727	0.038330	-0.077698	0	0.0011387	0.0334225	0.9882679	0	0.00613523	0.02407098	0.99931669	0	105	506	-352971086	-352971086	147
0.364633	-0.162476	-0.070740	0.010254	0	0.0031452	0.0301323	0.9908276	0	0.00475526	0.02622414	1.00274062	0	121	506	143689936	143689936	147
0.364647	-0.127686	-0.033325	-0.035583	0	0.0016785	0.0320721	0.9905930	0	0.00679207	0.02796841	0.99968863	0	137	507	-754300530	-754300530	147
0.364686	-0.038391	-0.061340	-0.050598	0	0.0019341	0.0330315	0.9930401	0	0.00446987	0.02945828	0.99916434	0	153	506	-517836006	-517836006	147
0.388636	-0.016174	0.045166	0.083923	0	0.0028400	0.0270462	0.9916496	0	0.00336695	0.02764487	0.99833250	0	169	507	2073190495	2073190495	147
0.388652	0.038696	0.086670	-0.023987	0	0.0039921	0.0316162	0.9918423	0	0.00499177	0.02480078	1.00117421	0	185	507	1131264819	1131264819	147
0.388664	-0.170471	0.004883	0.136047	0	0.0008564	0.0313644	0.9910736	0	0.00372291	0.02476406	1.00022459	0	201	507	-1043219103	-1043219103	147
0.412609	-0.080688	0.028015	0.048523	0	0.0028858	0.0314713	0.9920521	0	0.00466514	0.02655554	0.99925494	0	217	506	1291527162	1291527162	147
0.412625	-0.034119	0.024902	-0.073364	0	0.0048676	0.0300808	0.9916534	0	0.00545263	0.02505493	0.99937677	0	233	506	721982809	721982809	147
0.412637	-0.020630	0.057495	0.039001	0	0.0048008	0.0318966	0.9932594	0	0.00396013	0.02783275	0.99875760	0	249	506	279302142	279302142	147
0.436747	-0.115540	-0.033447	-0.002319	0	0.0021572	0.0305824	0.9894962	0	0.00385809	0.02916288	1.00389481	0	9	506	775289245	775289245	147
0.436765	0.082397	0.018250	0.125183	0	0.0019817	0.0302410	0.9894753	0	0.00528383	0.02697325	0.99919891	0	25	506	1861946592	1861946592	147
0.436777	-0.186340	-0.080933	0.004333	0	0.0031013	0.0289707	0.9918385	0	0.00592875	0.02547812	1.00026584	0	41	506	-1652311148	-1652311148	147
0.460581	0.037720	0.057800	0.010254	0	0.0062313	0.0338573	0.9934750	0	0.00384974	0.02769566	1.00134468	0	57	506	-722435945	-722435945	147
0.460636	-0.016235	0.052612	0.102844	0	0.0071716	0.0326691	0.9918633	0	0.00666714	0.02646708	0.99935508	0	73	507	279982301	279982301	147
0.460649	-0.050110	0.051331	-0.002136	0	0.0080547	0.0291805	0.9914074	0	0.00686049	0.02837086	0.99990749	0	89	506	1207629373	1207629373	147
0.484559	0.065125	0.005127	-0.015686	0	0.0023441	0.0300522	0.9944897	0	0.00656819	0.02893496	1.00318003	0	105	507	2027542458	2027542458	147
0.484580	-0.107117	0.043945	0.005615	0	0.0017357	0.0287685	0.9898224	0	0.00229645	0.02704692	1.00137281	0	121	507	-296844644	-296844644	147
0.484627	0.010132	-0.157288	-0.038818	0	0.0056782	0.0297356	0.9953613	0	0.00508451	0.02990508	0.99995065	0	137	506	-466137502	-466137502	147
0.508531	-0.008545	0.042236	0.142639	0	0.0031605	0.0287762	0.9901848	0	0.00498319	0.02814770	1.00143385	0	153	506	-2009891157	-2009891157	147
0.508547	-0.067139	0.001221	-0.076904	0	0.0046635	0.0298004	0.9906902	0	0.00460863	0.02526784	0.99844098	0	169	506	-1246384925	-1246384925	147
0.508589	0.063599	-0.079651	0.145691	0	0.0031319	0.0275936	0.9934216	0	0.00502396	0.02733541	1.00083947	0	185	506	-1215256495	-1215256495	147
0.532532	-0.162842	0.007019	0.111145	0	0.0040321	0.0304146	0.9928932	0	0.00368381	0.02613330	0.99764442	0	201	506	1971433317	1971433317	147
0.532546	-0.018494	-0.019653	0.039917	0	0.0057068	0.0317593	0.9911919	0	0.00537539	0.02892518	0.99895096	0	217	506	-1526392279	-1526392279	147
0.532558	-0.035095	0.073303	-0.005371	0	0.0044441	0.0284576	0.9922523	0	0.00344229	0.02752256	0.99907780	0	233	506	-1431130605	-1431130605	147
0.556484	0.056763	0.119629	-0.024780	0	0.0039406	0.0308819	0.9894867	0	0.00651622	0.02676916	1.00053310	0	249	506	2033459242	2033459242	147
0.556501	0.032410	-0.026794	0.155640	0	0.0060501	0.0312653	0.9937801	0	0.00652790	0.02729726	1.00144672	0	9	507	284418912	284418912	147
0.556513	-0.027893	-0.119263	0.157776	0	-0.0002384	0.0328426	0.9949627	0	0.00393200	0.02891111	1.00204372	0	25	507	180227232	180227232	147
0.580483	-0.045593	-0.047180	0.016846	0	0.0034351	0.0277252	0.9906349	0	0.00495148	0.02622080	1.00305438	0	41	506	1973668935	1973668935	147
0.580540	-0.020386	-0.077576	0.141541	0	0.0004463	0.0323811	0.9918404	0	0.00604725	0.02942324	1.00090551	0	57	506	1238050745	1238050745	147
0.580552	-0.040955	-0.072205	0.015015	0	0.0032005	0.0350170	0.9927197	0	0.00345397	0.02388453	1.00014949	0	73	506	-1955802021	-1955802021	147
0.604459	0.030090	0.095703	0.036072	0	0.0058231	0.0312252	0.9916401	0	0.00370121	0.02831388	0.99790239	0	89	506	1271410499	1271410499	147
0.604496	0.084351	0.025452	0.087524	0	0.0035172	0.0307484	0.9926205	0	0.00613403	0.02553844	0.99936533	0	105	506	1697822010	1697822010	147
0.604508	-0.172180	-0.011230	0.043823	0	0.0044384	0.0298157	0.9900074	0	0.00641465	0.02570462	0.99839139	0	121	506	-1438530463	-1438530463	147
0.628436	0.019836	0.080383	0.058838	0	0.0046043	0.0300598	0.9883404	0	0.00619078	0.02826929	1.00094414	0	137	506	-967625540	-967625540	147
0.628451	-0.047241	-0.158203	0.147888	0	0.0022793	0.0297260	0.9904175	0	0.00611496	0.02642703	1.00188065	0	153	507	1823004919	1823004919	147
0.628496	-0.113892	-0.022644	0.087158	0	0.0033131	0.0289497	0.9921017	0	0.00646925	0.02628732	1.00057340	0	169	506	-1556751296	-1556751296	147
0.652426	0.004456	0.116821	0.012756	0	0.0041695	0.0296631	0.9887905	0	0.00544024	0.03047967	1.00073457	0	185	506	-473281256	-473281256	147
0.652460	0.027405	0.031372	-0.013184	0	0.0052395	0.0298195	0.9928932	0	0.00571847	0.02573133	1.00247312	0	201	506	667189482	667189482	147
0.652482	-0.113586	-0.012695	0.091125	0	0.0028152	0.0316830	0.9946289	0	0.00488615	0.02476025	0.99934793	0	217	506	-2075004590	-2075004590	147
0.676398	-0.019287	0.021790	0.031982	0	0.0074787	0.0347633	0.9940491	0	0.00580692	0.02725315	0.99836707	0	233	506	1128190825	1128190825	147
0.676424	-0.070679	0.036438	0.058533	0	0.0019302	0.0319309	0.9928436	0	0.00454259	0.02572751	0.99904704	0	249	506	121748470	121748470	147
0.676445	-0.063416	0.017883	0.008423	0	0.0014973	0.0325642	0.9905148	0	0.00487614	0.02850509	1.00113750	0	9	506	1266841278	1266841278	147
0.700369	-0.037048	0.068848	-0.012573	0	0.0036621	0.0271492	0.9918518	0	0.00576687	0.02614021	1.00072408	0	25	506	-1641492543	-1641492543	147
0.700410	-0.009216	-0.033386	0.074341	0	0.0017033	0.0313587	0.9886932	0	0.00543857	0.02619052	0.99831772	0	41	506	945361390	945361390	147
0.700434	0.079163	-0.035950	0.057739	0	0.0047207	0.0310097	0.9910698	0	0.00533032	0.02598548	0.99856830	0	57	507	1354503960	1354503960	147
0.724394	-0.175171	0.007019	0.099792	0	0.0020161	0.0313530	0.9921837	0	0.00793862	0.02431417	0.99876857	0	73	507	2124833628	2124833628	147
0.724482	-0.031555	-0.193176	0.040955	0	0.0016975	0.0333977	0.9920616	0	0.00839901	0.02948737	0.99898291	0	89	506	668262742	668262742	147
0.724503	-0.130066	-0.026184	0.094849	0	0.0026989	0.0305119	0.9917393	0	0.00356555	0.02820659	1.00004864	0	105	506	-2122976554	-2122976554	147
0.748392	-0.166138	-0.028625	0.040649	0	0.0024986	0.0303230	0.9903812	0	0.00430322	0.02672839	1.00022769	0	121	506	-1206584127	-1206584127	147
0.748406	-0.043945	-0.057495	0.016174	0	0.0031815	0.0301781	0.9938030	0	0.00330663	0.02610254	1.00019193	0	137	506	-2145944120	-2145944120	147
0.748447	0.045776	-0.083435	0.044495	0	0.0022736	0.0282307	0.9861870	0	0.00575042	0.02601576	0.99911261	0	153	506	1126660845	1126660845	147
0.772316	-0.075684	0.000000	0.126343	0	0.0043774	0.0257950	0.9950829	0	0.00484729	0.02635765	0.99912691	0	169	506	-1219371201	-1219371201	147
0.772339	0.004150	0.023865	0.306763	0	0.0023232	0.0297813	0.9919243	0	0.00442505	0.02494359	0.99500918	0	185	506	-736413687	-736413687	147
0.772400	-0.092163	-0.066589	0.096741	0	0.0048237	0.0294037	0.9897137	0	0.00503278	0.02660847	1.00134110	0	201	507	-1875870657	-1875870657	147
0.796283	-0.069702	0.058105	0.056152	0	0.0027885	0.0301800	0.9898376	0	0.00334692	0.02561998	0.99934578	0	217	507	604572393	604572393	147
0.796314	-0.040710	-0.024963	-0.005920	0	0.0024662	0.0314751	0.9899731	0	0.00252390	0.02687860	0.99938703	0	233	507	1882100243	1882100243	147
0.796339	-0.056030	-0.047302	-0.014282	0	0.0048218	0.0285892	0.9864464	0	0.00565839	0.02615404	1.00063276	0	249	507	-533518835	-533518835	147
0.820283	-0.073608	0.092285	0.079407	0	0.0030975	0.0305481	0.9896984	0	0.00484610	0.02460790	0.99939322	0	9	507	-1774857572	-1774857572	147
0.820300	-0.011230	-0.023621	0.083557	0	0.0027142	0.0300369	0.9904041	0	0.00423884	0.02661276	1.00065374	0	25	506	1930567964	1930567964	147
0.820312	-0.074036	-0.111389	0.010254	0	0.0055237	0.0267563	0.9883804	0	0.00692964	0.02624321	1.00091934	0	41	506	-299206491	-299206491	147
0.844272	-0.039368	-0.048889	0.003540	0	0.0032082	0.0308647	0.9955750	0	0.00593233	0.02769470	0.99976230	0	57	506	-1393365048	-1393365048	147
0.844333	-0.178894	0.129272	-0.016724	0	0.0035477	0.0320358	0.9924850	0	0.00417805	0.02834082	0.99822879	0	73	506	-445373114	-445373114	147
0.844345	-0.010498	-0.029602	0.087036	0	0.0032234	0.0312939	0.9914589	0	0.00417829	0.02772593	0.99947858	0	89	506	1425329676	1425329676	147
0.868243	0.024963	-0.019897	0.024902	0	0.0066910	0.0313301	0.9935265	0	0.00542426	0.02715826	0.99942398	0	105	506	2099899823	2099899823	147
0.868297	-0.070923	0.140442	0.076111	0	0.0046349	0.0285416	0.9891472	0	0.00409365	0.02810383	0.99910736	0	121	506	-1346777546	-1346777546	147
0.868309	0.076538	-0.055115	-0.008972	0	0.0037708	0.0291977	0.9902058	0	0.00454402	0.02703166	1.00031710	0	137	507	-556942010	-556942010	147
0.892231	-0.207886	0.052856	-0.044861	0	0.0004234	0.0286102	0.9903240	0	0.00467134	0.02616739	1.00168395	0	153	507	1221927320	1221927320	147
0.892245	-0.079651	-0.018188	0.057617	0	-0.0004940	0.0307522	0.9912128	0	0.00465751	0.02469540	1.00076389	0	169	507	-360666703	-360666703	147
0.892288	-0.175659	0.159119	0.039307	0	0.0010700	0.0288258	0.9895687	0	0.00482249	0.02780581	1.00025749	0	185	506	-2022508074	-2022508074	147
0.916207	0.033264	-0.009460	0.102661	0	0.0048332	0.0334396	0.9891682	0	0.00696254	0.02673984	0.99981427	0	201	506	1695281271	1695281271	147
0.916221	-0.039124	-0.015137	0.122620	0	0.0035591	0.0289803	0.9886189	0	0.00570679	0.02678871	0.99788928	0	217	506	489770370	489770370	147
0.916259	-0.036011	-0.091858	0.056274	0	0.0024376	0.0291500	0.9922485	0	0.00515532	0.02582836	1.00158763	0	233	506	-1991607808	-1991607808	147
0.940203	-0.147888	0.057495	0.108582	0	0.0019741	0.0274792	0.9912910	0	0.00503373	0.02848983	0.99878383	0	249	506	-196896331	-196896331	147
0.940229	0.001526	0.035461	-0.047668	0	0.0037193	0.0298443	0.9890652	0	0.00462770	0.02730322	1.00010633	0	9	506	-288190698	-288190698	147
0.940251	-0.058533	0.013550	0.008728	0	0.0039062	0.0300465	0.9922619	0	0.00651598	0.02307940	0.99773788	0	25	506	1198317799	1198317799	147
0.964170	-0.052673	0.034485	-0.027832	0	0.0019779	0.0295658	0.9884052	0	0.00591397	0.02707410	1.00021219	0	41	507	427907789	427907789	147
0.964193	-0.037781	0.019775	0.087769	0	0.0031509	0.0343838	0.9888000	0	0.00391197	0.02441716	0.99732065	0	57	507	-868653630	-868653630	147
0.964214	-0.037415	-0.081543	0.140137	0	0.0044689	0.0291405	0.9900398	0	0.00562024	0.02722526	1.00018167	0	73	507	-1979934270	-1979934270	147
0.988163	-0.002991	-0.006531	-0.049744	0	-0.0001850	0.0304832	0.9925442	0	0.00549293	0.02834678	0.99764156	0	89	506	-1540272436	-1540272436	147
0.988214	-0.112061	-0.038757	0.255127	0	0.0027065	0.0291481	0.9959621	0	0.00333500	0.02455854	0.99639726	0	105	506	597350695	597350695	147
0.988226	-0.029358	0.002014	0.108215	0	0.0038261	0.0312576	0.9913597	0	0.00262308	0.02684975	0.99821687	0	121	506	1074061452	1074061452	147
1.052129	0.077759	-0.032898	0.070740	0	0.0023766	0.0309486	0.9956779	0	0.00433254	0.02578044	0.99856806	0	137	506	848103613	848103613	147
1.052223	-0.094971	0.053162	0.158875	0	0.0037422	0.0272026	0.9968491	0	0.00477958	0.02576470	1.00037003	0	153	506	2009488161	2009488161	147
1.052236	-0.040100	-0.144226	0.076416	0	0.0045528	0.0304070	0.9936943	0	0.00273132	0.02920318	1.00071645	0	169	506	-802107246	-802107246	147
1.052248	0.032654	0.002991	-0.024109	0	-0.0000553	0.0319481	0.9912357	0	0.00624490	0.02972817	0.99920440	0	185	507	-1717616207	-1717616207	147
1.052261	0.024597	0.017944	0.100891	0	0.0061131	0.0293407	0.9887714	0	0.00758410	0.02589130	0.99899364	0	201	507	-1897579650	-1897579650	147
1.052298	-0.055481	0.189514	0.095154	0	0.0009403	0.0292149	0.9901485	0	0.00444078	0.02692866	0.99998116	0	217	507	-702610803	-702610803	147
1.052310	-0.119568	0.093445	0.044739	0	0.0025311	0.0287018	0.9916782	0	0.00274920	0.02731967	0.99963284	0	233	507	57640731	57640731	147
1.052321	-0.110535	0.019897	-0.032593	0	0.0009499	0.0315742	0.9904652	0	0.00342941	0.02594376	0.99795651	0	249	506	466792198	466792198	147
1.101099	-0.038025	-0.079407	0.064453	0	0.0015907	0.0319405	0.9935417	0	0.00496244	0.02419543	0.99807048	0	9	506	-1857580277	-1857580277	147
1.101160	-0.021484	0.035461	0.114441	0	0.0035439	0.0300503	0.9889126	0	0.00393391	0.02754569	1.00116277	0	25	506	-864603364	-864603364	147
1.101172	-0.001282	0.087341	0.123840	0	0.0046520	0.0306625	0.9947624	0	0.00533342	0.02706027	0.99800158	0	41	506	-2038497521	-2038497521	147
1.101184	-0.136047	0.049622	0.089050	0	0.0027294	0.0314960	0.9901485	0	0.00536251	0.02586293	0.99641347	0	57	506	-923420206	-923420206	147
1.101214	-0.056396	0.131470	0.112732	0	0.0043583	0.0298901	0.9912224	0	0.00398088	0.02582455	1.00090289	0	73	506	1402708181	1402708181	147
1.101226	0.017578	0.138184	0.097351	0	0.0035000	0.0296707	0.9908962	0	0.00531197	0.02486062	0.99943066	0	89	506	-1101873615	-1101873615	147
1.141050	-0.100037	0.089294	-0.008057	0	0.0049801	0.0300732	0.9909477	0	0.00504994	0.02501345	1.00205946	0	105	507	2027575328	2027575328	147
1.141069	-0.092346	-0.070190	0.001892	0	0.0069561	0.0296078	0.9928741	0	0.00380087	0.02564716	1.00032711	0	121	507	238218566	238218566	147
1.141122	-0.037598	0.002625	-0.017761	0	0.0066681	0.0265217	0.9893150	0	0.00376916	0.02784872	1.00194359	0	137	507	-1995395465	-1995395465	147
1.141134	0.055969	-0.066284	0.127319	0	0.0043983	0.0264187	0.9915390	0	0.00336432	0.02859259	1.00041223	0	153	506	577714170	577714170	147
1.141145	0.008789	0.012390	0.067078	0	0.0016384	0.0332890	0.9918137	0	0.00709319	0.02689815	1.00079513	0	169	506	-308839325	-308839325	147
1.165008	-0.070251	-0.149231	0.001099	0	0.0035992	0.0313396	0.9932709	0	0.00334001	0.02717924	1.00168705	0	185	506	-1256481153	-1256481153	147
1.165056	-0.059021	-0.051514	-0.081665	0	0.0031109	0.0309601	0.9936066	0	0.00148129	0.02700591	0.99975991	0	201	506	-49822760	-49822760	147
