T[s]	GYRO_X	GYRO_Y	GYRO_Z	GyroSts	ACC_X	ACC_Y	ACC_Z	AccSts	INC_X	INC_Y	INC_Z	IncSts	Counter	Latency	RxCRC	CalCRC	DG_ID	
0.480116	-0.172302	0.033569	0.009583	0	0.0036526	0.0300884	0.9931564	0	0.00503325	0.02535892	1.00047445	0	9	507	-2020609312	-2020609312	147
0.480134	0.066833	0.030823	-0.081543	0	0.0031700	0.0315514	0.9955330	0	0.00703287	0.02705550	0.99746180	0	25	507	615660683	615660683	147
0.504273	0.065186	-0.043945	-0.079895	0	0.0037174	0.0296192	0.9940968	0	0.00681877	0.02546859	1.00182843	0	41	507	1490210573	1490210573	147
0.504388	-0.027039	-0.032349	0.061340	0	0.0024738	0.0286732	0.9919319	0	0.00591660	0.02519202	1.00036955	0	57	506	-1637515989	-1637515989	147
0.504401	-0.087402	0.100220	0.144409	0	0.0009842	0.0273800	0.9876385	0	0.00558400	0.02583623	1.00334787	0	73	506	617169445	617169445	147
0.528080	-0.059143	0.010193	-0.004761	0	0.0023003	0.0310917	0.9894867	0	0.00488329	0.02629066	1.00048566	0	89	506	-1421810097	-1421810097	147
0.528097	-0.112122	-0.114990	0.104431	0	0.0046806	0.0293159	0.9919605	0	0.00394392	0.02677226	0.99839020	0	105	506	259643749	259643749	147
0.530003	0.058044	0.012146	0.141785	0	-0.0010815	0.0288429	0.9958248	0	0.00571275	0.02569389	0.99852824	0	121	506	-595518852	-595518852	147
0.552064	-0.206848	-0.046204	0.027710	0	0.0031643	0.0284691	0.9906158	0	0.00391006	0.02587819	1.00170135	0	137	507	1445948296	1445948296	147
0.552082	0.111084	0.149170	-0.048889	0	0.0028915	0.0325184	0.9925766	0	0.00432849	0.02715921	1.00097370	0	153	506	-1194043927	-1194043927	147
0.552094	0.009766	-0.007019	-0.026306	0	0.0000668	0.0325203	0.9880371	0	0.00403309	0.02636957	1.00083995	0	169	507	1181646577	1181646577	147
