T[s]	GYRO_X	GYRO_Y	GYRO_Z	GyroSts	ACC_X	ACC_Y	ACC_Z	AccSts	INC_X	INC_Y	INC_Z	IncSts	Counter	Latency	RxCRC	CalCRC	DG_ID	
0.079106	-0.041199	-0.059692	-0.046082	0	0.0019379	0.0268440	0.9934731	0	0.00488544	0.02475643	1.00001788	0	89	506	2075749642	2075749642	147
0.079125	-0.099121	-0.132812	0.079895	0	0.0061874	0.0291004	0.9890289	0	0.00734544	0.02706027	0.99814916	0	105	507	842941340	842941340	147
0.079138	-0.115417	0.193665	0.055420	0	0.0010853	0.0253696	0.9905739	0	0.00615144	0.02400088	0.99926043	0	121	507	-791879617	-791879617	147
0.103109	0.025574	0.107422	0.031494	0	0.0006065	0.0311337	0.9911346	0	0.00377488	0.02965641	1.00038552	0	137	507	-1796196147	-1796196147	147
0.103122	-0.066711	-0.020203	-0.032227	0	0.0043488	0.0280628	0.9894867	0	0.00225902	0.02509928	1.00107026	0	153	506	-1325327924	-1325327924	147
0.103134	0.010437	0.073547	0.090271	0	0.0036526	0.0326118	0.9927063	0	0.00383043	0.02779889	1.00392175	0	169	506	342305018	342305018	147
0.127080	0.011780	0.057983	0.075500	0	0.0045128	0.0317974	0.9876461	0	0.00733328	0.02685118	1.00088406	0	185	506	2011341857	2011341857	147
0.129006	-0.038391	-0.020996	0.133667	0	0.0035343	0.0288639	0.9951096	0	0.00494552	0.02670789	1.00009274	0	201	506	1035545833	1035545833	147
0.129021	-0.067749	0.085571	-0.042236	0	0.0001965	0.0303078	0.9913120	0	0.00410652	0.02751946	1.00211930	0	217	506	-216533647	-216533647	147
0.151084	-0.179871	0.048096	0.036804	0	0.0001717	0.0290298	0.9930210	0	0.00216460	0.02625847	1.00098634	0	233	506	-811604378	-811604378	147
0.151112	0.038147	0.111755	0.099731	0	0.0008698	0.0279064	0.9932575	0	0.00515127	0.02754855	0.99987364	0	249	506	-1234999011	-1234999011	147
0.151187	-0.025757	0.000183	0.035522	0	0.0047340	0.0304699	0.9915295	0	0.00563884	0.02865434	1.00219846	0	9	507	-868501068	-868501068	147
0.175059	-0.078186	0.105042	-0.094055	0	0.0018291	0.0289860	0.9945374	0	0.00792599	0.02779579	0.99922347	0	25	507	2075122477	2075122477	147
0.175081	0.010437	0.131348	-0.115295	0	0.0011406	0.0323448	0.9908409	0	0.00475335	0.02803516	1.00200129	0	41	507	-274599145	-274599145	147
0.175129	0.056152	-0.045837	0.128845	0	0.0035172	0.0326824	0.9929352	0	0.00533414	0.02825475	0.99994588	0	57	506	1767749731	1767749731	147
0.199058	-0.137390	-0.120483	0.028564	0	0.0017147	0.0309124	0.9938984	0	0.00385904	0.02625585	1.00222468	0	73	506	424173803	424173803	147
0.199075	-0.022400	0.096008	0.125549	0	0.0017452	0.0295296	0.9957638	0	0.00481391	0.02797699	1.00280285	0	89	506	1746441179	1746441179	147
0.199090	-0.121033	-0.013672	0.167053	0	0.0059128	0.0296535	0.9960022	0	0.00547767	0.02643514	0.99862671	0	105	506	1232433855	1232433855	147
0.223030	-0.074829	-0.029907	-0.071045	0	0.0042706	0.0316563	0.9930973	0	0.00477147	0.02878332	1.00279880	0	121	506	-1878316684	-1878316684	147
0.223043	-0.112427	-0.015076	0.072266	0	0.0055885	0.0298615	0.9902115	0	0.00883245	0.02588081	1.00215673	0	137	506	-2083468446	-2083468446	147
0.223055	-0.038574	-0.002075	0.092346	0	0.0034809	0.0286560	0.9901962	0	0.00600171	0.02709055	1.00079060	0	153	506	-939869301	-939869301	147
0.247007	-0.082703	0.056396	-0.088928	0	0.0022907	0.0295086	0.9966793	0	0.00693583	0.02649260	0.99983263	0	169	506	995830356	995830356	147
0.247409	-0.048157	0.037781	0.021240	0	0.0012169	0.0278873	0.9934444	0	0.00455022	0.02314663	0.99937010	0	185	507	-1495353432	-1495353432	147
0.247422	-0.041016	-0.132385	0.154602	0	-0.0005760	0.0247364	0.9950409	0	0.00654769	0.02481246	0.99917269	0	201	507	1316418879	1316418879	147
0.270980	-0.096252	-0.006226	-0.007263	0	0.0016022	0.0326252	0.9931946	0	0.00574350	0.02886772	1.00157070	0	217	507	1494337278	1494337278	147
0.271015	0.087158	0.193176	0.071228	0	0.0054417	0.0300674	0.9949417	0	0.00530076	0.02481961	1.00353050	0	233	506	1108441082	1108441082	147
0.271027	-0.003906	0.018555	0.040039	0	-0.0000820	0.0279789	0.9921684	0	0.00350428	0.02763104	1.00194693	0	249	506	682161319	682161319	147
0.294959	-0.087341	0.093506	0.059326	0	0.0010319	0.0291519	0.9923077	0	0.00647807	0.02598977	1.00095916	0	9	506	-1523743453	-1523743453	147
0.294977	-0.070862	-0.006409	0.100037	0	-0.0013103	0.0311756	0.9902859	0	0.00624013	0.02487397	1.00251007	0	25	506	1073571056	1073571056	147
0.295056	0.042175	0.166138	0.101013	0	0.0025139	0.0304394	0.9917030	0	0.00440741	0.02775598	1.00146413	0	41	506	-966985964	-966985964	147
0.318960	0.049683	-0.034912	0.048401	0	0.0020103	0.0295582	0.9923229	0	0.00203323	0.02972293	1.00023007	0	57	506	-1611901929	-1611901929	147
0.318974	0.012939	0.037781	0.020325	0	0.0011539	0.0320091	0.9896126	0	0.00422120	0.02716613	0.99982524	0	73	506	87117454	87117454	147
0.318986	-0.180786	-0.100952	0.073792	0	0.0013943	0.0316982	0.9928226	0	0.00445223	0.02881598	0.99803591	0	89	507	-661932769	-661932769	147
0.342941	-0.018677	0.077087	-0.116150	0	0.0025120	0.0295010	0.9918785	0	0.00387669	0.02872849	1.00243258	0	105	507	1872946305	1872946305	147
0.342960	-0.077576	0.015747	-0.126526	0	0.0019855	0.0289497	0.9942684	0	0.00298452	0.03042650	1.00435686	0	121	507	-2021699911	-2021699911	147
0.342972	-0.073669	0.013245	-0.141479	0	0.0033646	0.0302334	0.9933262	0	0.00846696	0.02906895	1.00174022	0	137	506	-129010399	-129010399	147
0.366902	0.077637	0.054321	0.009155	0	0.0061798	0.0260162	0.9887791	0	0.00735164	0.02796197	1.00271416	0	153	506	261205943	261205943	147
0.366915	-0.074951	-0.119507	-0.083435	0	0.0038452	0.0293388	0.9916782	0	0.00617075	0.02722502	1.00399327	0	169	506	1790693161	1790693161	147
0.366927	-0.066223	-0.075500	-0.050964	0	0.0009594	0.0280762	0.9914722	0	0.00792480	0.02629423	1.00040388	0	185	506	1046499039	1046499039	147
0.390915	-0.068359	-0.060425	0.101868	0	0.0011902	0.0239201	0.9907055	0	0.00805354	0.02463388	1.00225568	0	201	506	-1303466357	-1303466357	147
0.390971	-0.035645	0.039185	0.177856	0	0.0074482	0.0295582	0.9895573	0	0.00711894	0.02506304	1.00208116	0	217	506	1091954889	1091954889	147
0.390982	-0.061462	0.076111	0.041992	0	0.0045872	0.0301094	0.9926071	0	0.00701451	0.02573252	1.00346613	0	233	506	2064133829	2064133829	147
0.414893	0.028076	0.077698	0.105896	0	0.0013046	0.0295811	0.9949093	0	0.00677872	0.02802777	1.00163746	0	249	507	1620951143	1620951143	147
0.414934	0.100342	-0.009094	-0.038452	0	0.0048542	0.0299416	0.9888573	0	0.00458932	0.02569509	1.00019646	0	9	507	-341791268	-341791268	147
0.414946	-0.022827	0.022766	0.100098	0	0.0048180	0.0320778	0.9941521	0	0.00655961	0.02740574	1.00197959	0	25	507	-477383803	-477383803	147
0.438875	0.042603	-0.057373	0.043762	0	0.0010223	0.0324211	0.9904003	0	0.00714421	0.02604437	1.00138617	0	41	506	592844022	592844022	147
0.438900	-0.042664	0.032959	0.134460	0	0.0019283	0.0343990	0.9959965	0	0.00656986	0.02578592	1.00007415	0	57	506	457283524	457283524	147
0.438948	0.132568	0.041321	0.037048	0	0.0038490	0.0291939	0.9917507	0	0.00793386	0.02613592	1.00226355	0	73	506	-402052762	-402052762	147
0.462848	-0.056213	0.090393	0.097229	0	0.0026913	0.0290146	0.9925022	0	0.00600052	0.02647138	1.00023484	0	89	506	1740997915	1740997915	147
0.462871	0.030945	0.067017	0.083130	0	0.0004387	0.0314293	0.9932365	0	0.00857282	0.02839041	1.00068188	0	105	506	174712276	174712276	147
0.462887	-0.119019	0.080322	0.118042	0	-0.0001831	0.0318184	0.9924011	0	0.00381088	0.02690363	1.00398827	0	121	506	1698510587	1698510587	147
0.486838	0.013184	0.003662	-0.072815	0	0.0000038	0.0321732	0.9897289	0	0.00518751	0.02871394	1.00394368	0	137	506	1781066027	1781066027	147
0.486860	-0.118103	0.064575	0.047852	0	-0.0008545	0.0305805	0.9902039	0	0.00372386	0.02759933	1.00121355	0	153	507	-353065896	-353065896	147
0.486877	0.015869	-0.005676	-0.052185	0	-0.0018902	0.0273495	0.9958420	0	0.00536585	0.03012276	1.00061536	0	169	507	1516526512	1516526512	147
0.510832	-0.179932	0.005005	0.021973	0	0.0032864	0.0271873	0.9927635	0	0.00513053	0.02811146	1.00284433	0	185	507	1405952374	1405952374	147
0.510847	-0.032593	-0.054749	0.072937	0	0.0028152	0.0269375	0.9952984	0	0.00470877	0.02788377	1.00203037	0	201	507	-504120787	-504120787	147
0.510859	0.032532	-0.071594	0.085571	0	0.0065956	0.0305099	0.9904766	0	0.00707555	0.02569747	1.00118995	0	217	506	-942942625	-942942625	147
0.534752	-0.015442	0.082397	-0.094666	0	0.0052147	0.0318508	0.9928780	0	0.00855207	0.02508402	0.99881077	0	233	506	809663033	809663033	147
0.534846	-0.018250	-0.065674	-0.023926	0	0.0095787	0.0258732	0.9928856	0	0.00576234	0.02513409	0.99787402	0	249	506	626957720	626957720	147
0.534858	0.081787	0.059448	0.135925	0	0.0034370	0.0284081	0.9929657	0	0.00683284	0.02508140	0.99777365	0	9	506	917184913	917184913	147
0.558796	-0.094727	-0.027954	0.076721	0	0.0050602	0.0287514	0.9940891	0	0.00614023	0.02795863	0.99927282	0	25	506	-1729966348	-1729966348	147
0.558818	-0.010498	-0.034607	0.019958	0	0.0074425	0.0289726	0.9916649	0	0.00603151	0.02665925	0.99794388	0	41	506	-1170388579	-1170388579	147
0.558880	0.011963	0.106262	0.063232	0	0.0046787	0.0284081	0.9893322	0	0.00538301	0.02678990	1.00089598	0	57	507	-272210945	-272210945	147
0.582775	0.051453	0.045959	0.089661	0	0.0054188	0.0285950	0.9942360	0	0.00651550	0.02660465	1.00008702	0	73	507	861483278	861483278	147
0.582804	-0.102661	0.012329	0.204224	0	0.0039597	0.0264206	0.9915123	0	0.00616169	0.02707696	0.99953938	0	89	507	-1894212198	-1894212198	147
0.582826	-0.031921	-0.063232	0.004150	0	0.0032597	0.0259247	0.9921513	0	0.00777102	0.02603698	1.00035477	0	105	507	2066850981	2066850981	147
0.606806	-0.087952	-0.010681	0.165161	0	0.0052128	0.0337162	0.9906750	0	0.00502419	0.02799368	1.00120592	0	121	506	-1431323224	-1431323224	147
0.606832	0.041199	0.098877	-0.027527	0	0.0022602	0.0320263	0.9937210	0	0.00569916	0.02575684	1.00078869	0	137	506	326790901	326790901	147
0.606852	0.045959	-0.016907	0.008484	0	0.0012779	0.0303764	0.9926968	0	0.00549984	0.02808809	0.99909925	0	153	506	-2003245337	-2003245337	147
0.630737	-0.064697	0.005249	0.119812	0	0.0011635	0.0265636	0.9894924	0	0.00376797	0.02982831	0.99959230	0	169	506	1867543932	1867543932	147
0.630750	0.016907	-0.017334	-0.091858	0	0.0050488	0.0341091	0.9910126	0	0.00284934	0.02767467	1.00145364	0	185	506	-830803414	-830803414	147
0.630762	-0.159546	0.028687	0.071289	0	0.0026169	0.0303516	0.9916458	0	0.00500536	0.03045726	1.00217676	0	201	506	-1981175373	-1981175373	147
0.679704	-0.079773	-0.031555	0.219299	0	0.0050831	0.0310421	0.9937973	0	0.00226545	0.03100562	1.00190878	0	217	507	277014178	277014178	147
0.679760	-0.159912	-0.050720	-0.075562	0	-0.0016060	0.0321960	0.9900112	0	0.00381184	0.02693534	1.00247097	0	233	507	1122995560	1122995560	147
0.679772	-0.035950	0.054932	0.056335	0	0.0018787	0.0326214	0.9912148	0	0.00588083	0.02784753	1.00027537	0	249	507	-196467011	-196467011	147
0.679784	-0.145142	0.015686	-0.029968	0	0.0027771	0.0314293	0.9907513	0	0.00441837	0.02736139	1.00111389	0	9	507	41608586	41608586	147
0.679812	0.011108	-0.083923	-0.068970	0	0.0061798	0.0281525	0.9900780	0	0.00407410	0.02975726	1.00187469	0	25	506	252922177	252922177	147
0.679825	-0.072388	0.057068	0.113037	0	0.0043144	0.0295124	0.9895020	0	0.00586724	0.02589130	1.00044203	0	41	506	-1556476753	-1556476753	147
0.734636	0.009521	-0.020386	-0.008667	0	0.0067749	0.0307636	0.9917755	0	0.00427294	0.02522230	1.00100923	0	57	506	-242090056	-242090056	147
0.734658	-0.002258	0.008545	0.015320	0	0.0048141	0.0274429	0.9902592	0	0.00695705	0.02468920	0.99861407	0	73	506	-397590079	-397590079	147
0.734720	-0.097046	0.068970	-0.098633	0	0.0032120	0.0278683	0.9930916	0	0.00617480	0.02234268	0.99879098	0	89	506	-723356803	-723356803	147
0.734732	-0.125793	-0.016113	-0.002563	0	0.0045986	0.0320454	0.9893703	0	0.00818634	0.02607775	0.99979901	0	105	507	-63431131	-63431131	147
0.734744	0.005005	0.088623	-0.026367	0	0.0100021	0.0253792	0.9936237	0	0.00540233	0.02608848	0.99934053	0	121	507	-417341029	-417341029	147
0.734755	-0.151001	0.042236	0.144409	0	0.0051708	0.0285339	0.9932594	0	0.00610280	0.02819729	1.00128245	0	137	507	509403428	509403428	147
0.734788	0.076843	0.033813	0.074402	0	0.0033970	0.0298023	0.9893436	0	0.00825357	0.02954340	1.00152683	0	153	507	-29015753	-29015753	147
0.783616	0.035339	0.078552	0.176453	0	0.0029411	0.0265980	0.9942627	0	0.00855541	0.02519488	0.99886680	0	169	507	1146103857	1146103857	147
0.783629	-0.024475	0.023071	0.018677	0	0.0030613	0.0282707	0.9968967	0	0.00468516	0.02591324	0.99968457	0	185	506	252254102	252254102	147
0.783668	-0.022156	0.081970	0.119873	0	0.0012951	0.0304546	0.9941940	0	0.00461483	0.02752352	0.99542332	0	201	506	1456870477	1456870477	147
0.783680	-0.002747	0.113403	0.086609	0	0.0028858	0.0327034	0.9903660	0	0.00197983	0.02638602	0.99645209	0	217	506	1246943835	1246943835	147
0.783692	-0.035706	0.047119	0.184692	0	0.0030441	0.0324192	0.9910088	0	0.00438929	0.02764177	1.00026631	0	233	506	-1594589318	-1594589318	147
0.783703	-0.152100	-0.081909	0.141541	0	-0.0002785	0.0321198	0.9897118	0	0.00507045	0.02727032	1.00280070	0	249	506	-1206173727	-1206173727	147
0.807587	0.023682	-0.083069	-0.005005	0	0.0011387	0.0297565	0.9890919	0	0.00453949	0.02701378	1.00176501	0	9	506	1508572636	1508572636	147
0.807619	-0.040833	-0.087158	0.130554	0	0.0034275	0.0304337	0.9897881	0	0.00344229	0.02758288	1.00091410	0	25	506	-643512412	-643512412	147
0.807634	0.017395	0.035217	0.091553	0	0.0009842	0.0276756	0.9888535	0	0.00453949	0.02603960	1.00093579	0	41	507	662459716	662459716	147
0.831586	-0.180237	0.098633	0.031738	0	0.0016308	0.0285625	0.9947529	0	0.00690937	0.02951646	0.99996352	0	57	507	1760871196	1760871196	147
0.831655	0.047852	-0.116943	0.124023	0	0.0025234	0.0279503	0.9910450	0	0.00349569	0.02877831	1.00092626	0	73	507	-370627422	-370627422	147
0.831671	-0.075745	-0.036987	-0.077515	0	0.0063286	0.0310230	0.9920578	0	0.00654721	0.02521706	1.00178552	0	89	507	695563092	695563092	147
0.855562	0.017761	-0.072876	0.137329	0	0.0024147	0.0301456	0.9900188	0	0.00524402	0.02790236	1.00274706	0	105	506	1741995565	1741995565	147
0.855619	-0.108032	-0.046692	-0.014465	0	0.0063114	0.0316849	0.9899807	0	0.00731897	0.02694488	0.99963284	0	121	506	-23597921	-23597921	147
0.855635	-0.049194	-0.061157	-0.049683	0	0.0005970	0.0290203	0.9941673	0	0.00664711	0.02337241	0.99804521	0	137	506	-1656419295	-1656419295	147
