rosbagTimestamp,x,y,z,x,y,z
2007919000000,-0.0207636702866,-0.00986999101648,-0.00283566903055,1.26435182641,-5.8364721687,8.5891598427
2007927000000,0.00230048635873,-0.0142244023703,0.00121232558826,-1.13619503594,-5.16321559334,9.47040348115
2007935000000,0.015770577139,-0.00519410462533,0.0014862452463,0.950470889306,-3.05018313813,8.842581189
2007942000000,0.0244928233675,0.00673013248911,0.00152266498631,1.21802897408,-1.77711252579,8.72525966236
2007951000000,0.0350753846994,0.0060259589509,0.00202484788536,-0.92272655603,-2.65751704744,10.1631731971
2007958000000,0.0444474984485,0.0153234860381,0.00301541080106,0.949066165204,-1.9226868232,10.078905003
2007966000000,0.0539386703314,0.0146240589261,0.00471908335291,-0.752137654995,-2.17236480942,10.0148603509
2007975000000,0.0578423188415,0.0288078645028,0.00505738134331,1.90999892208,-0.8820965075,9.01923080498
2007982000000,0.0661388955916,0.0245577873591,0.0050914645078,-1.79616499997,-2.10230023928,10.4082993882
2007990000000,0.0729971533882,0.0264336484333,0.00573280271622,-0.526740485651,-1.30926268207,9.70849378041
2008005000000,0.0777987224572,0.0291827491827,0.00582260696415,-0.34852941304,-0.941910878105,9.66329893689
2008005000000,0.0791424130075,0.0396655269068,0.00578621465119,0.977484783356,-0.462932709997,9.15422908707
2008014000000,0.083976745411,0.0400146717494,0.00632212322651,-0.881859652956,-1.03861645425,10.0279725769
2008023000000,0.0871564417711,0.0426488907433,0.00684882633769,-0.500940395658,-0.808489087972,9.64697189278
2008029000000,0.0919229146092,0.0394884373196,0.0065294544577,-1.20648062004,-0.892704659825,10.0328471533
2008038000000,0.094301251792,0.0432464169802,0.00670854283746,-0.165602175484,-0.50836161302,9.5938381186
2008046000000,0.0828598815965,0.0155345852085,0.00570629961391,-6.17394797978,1.61093925929,9.95472553598
2008054000000,0.0528717478802,7.93431829865E-05,-0.00341818304379,-5.11934185663,4.94580218788,10.8595452786
2008062000000,0.0338196434265,-0.00376143753352,-0.0102206774377,-2.34436471892,4.09946803734,9.02260040809
2008070000000,0.0207162619274,-0.00562714794834,-0.0116630554811,-1.58411723653,3.68492218158,8.7178415919
2008078000000,0.0103568727184,-0.00658114949553,-0.0085711619576,-1.46874412231,3.27823524094,8.83608135041
2008086000000,0.00142198098384,-0.00687086592494,-0.00543562826192,-1.82287693252,2.87460727758,8.98589189663
2008094000000,0.0114923195362,-0.0166010367911,-0.00546806846965,-1.73558729067,-1.65375422109,12.1551208766
2008102000000,0.0120575242338,-0.00772539902152,-0.00231372079836,0.834858337766,-0.630474958697,9.63450062627
