rosbagTimestamp,x,y,z,x,y,z
2007911000000,-0.0566804252074,-0.0364529275556,-0.0453739459589,10.1709743448,-5.49839819838,15.8962529985
2008014000000,0.169776804157,-0.0785623411712,-0.163741885233,-6.1865824243,-1.0790994035,-0.139658146728
2008119000000,-0.00714735764359,-0.0747136780365,-0.49901018605,4.13755059289,-0.599147838891,8.67940831136
2008223000000,-9.43810822675E-05,0.000996550962627,-0.620731677054,14.7108268564,-3.77660857553,11.1494045026
2008327000000,0.0474272428575,-0.0161217241435,-0.821929409401,11.5367602524,-4.97732401429,10.4765160671
2008431000000,0.115062675426,-0.0496682128365,-0.703023521955,-16.9094470109,-0.37496656195,4.35047303419
2008535000000,0.0534514771781,-0.0559704006712,-0.784786101397,-9.82658919557,-0.341237615738,4.24217230348
2008639000000,0.0814318095332,-0.0558368725986,-0.744263488994,-2.38540850306,-2.68493232543,9.08254323314
2008744000000,0.0498480599172,-0.292292046986,-0.711879692928,-15.1680026228,-0.881367048063,2.17985892535
2008849000000,0.0281816566136,-0.348620273607,-0.777282502049,6.34301982265,-8.88749230852,19.9850043817
2008953000000,-0.0717344427635,-0.0472981157325,-0.711769462799,-6.47279000409,1.06771194012,21.2136063105
2009057000000,-0.00496893508636,-0.0364408680508,-0.717901734311,-11.1205914127,-7.06704997776,15.4188186382
2009163000000,0.0797351335884,0.0335557335837,-0.745872474592,-8.29882014372,-6.40302645032,13.1059969673
2009269000000,-0.0620076258795,0.0154243121639,-0.875655777349,7.95482611532,0.761894951689,13.864314482
2009377000000,-0.0130381049982,0.00720094387057,-0.734299166722,2.10961696708,-4.31392143532,6.3200062819
2009480000000,0.00736831780313,-0.00239639505929,-0.734933925069,9.51346356557,-5.763306161,10.5255834326
2009584000000,-0.0062584680205,-0.0511768452309,-0.683741435409,-3.2597110967,-1.39535284124,13.4583634053
2009688000000,-0.0047020268947,-0.0297750514502,-0.72987980985,8.15943630442,-2.10541460222,9.03373717007
2009793000000,-0.0311693329811,-0.0371382219385,-0.685743827887,36.098419065,-1.86020107195,14.7590710691
2009896000000,-0.0258566977539,-0.0140355152382,-0.795866250009,9.25510114481,-0.391685973625,6.11007110786
2010000000000,-0.0301755495371,9.90337839895E-05,-0.803447154526,13.9721274086,-7.59416324852,11.0807275508
2010104000000,-0.0351655822477,-0.0382861559684,-0.740343346582,7.96994405169,-0.741196722106,3.80399952243
2010209000000,0.020964626807,-0.00142980540667,-0.670551606852,-9.44392527757,-0.758299258747,10.7279346323
2010313000000,-0.0250002380295,-0.0039157497542,-0.815746341198,-7.25860902905,1.18731941047,2.98496723234
2010420000000,0.0365084711293,-0.00158833099152,-0.756792670537,-5.28543731279,-0.965784797828,9.4025049713
2010524000000,-0.0251251646989,-0.0290955745007,-0.723880095548,12.5699348229,-4.29054550938,8.57206163062
2010628000000,0.0609348337376,-0.0756814296028,-0.71688233442,-9.83826504066,-2.41255638463,18.395735834
2010734000000,-0.060963992093,-0.0424231216884,-0.806396539685,-12.2700854903,-1.81322273444,13.9254418157
2010838000000,-0.0149489729551,0.0023311749587,-0.860499288073,-10.3849789408,-1.87903069131,10.1679513852
2010943000000,0.0253578709517,0.0298466872357,-0.713802096262,-2.86422008899,1.13024267127,11.4997146007
2011048000000,0.0269535303286,-0.0599805459559,-0.625218851382,0.855418261019,-1.08506227395,12.4260533386
2011151000000,-0.00817598836699,-0.0439403273469,-0.561223611162,3.81518670353,-1.88795710068,9.99153154312
2011256000000,0.0126518598421,0.0179924237813,-0.447759310991,-3.60052103326,0.272948115409,6.70705466463
2011359000000,-0.046548522666,-0.0149397369165,-0.34258101016,4.34313412975,-0.640186020154,6.0786406614
2011463000000,-0.0842346894607,0.0290030040094,-0.283284259556,13.736058563,2.10128126781,15.8481017814
2011568000000,0.00390116945462,0.0605945696194,-0.2496707273,8.35820234622,1.21171449067,4.91545268518
2011672000000,0.0428018292777,-0.00582578985599,-0.200076331042,-5.28916459135,-0.630741209229,12.8050245872
2011776000000,-0.0723275740436,-0.0962186232161,-0.201705083836,-1.92914703975,-1.50170994629,10.6330229741
2011880000000,0.0420287722962,0.0142059248044,-0.184742820184,7.12614116306,-0.946468965594,9.58050439269
2011983000000,0.0130139091896,-0.00901261656807,-0.165038068508,-8.49470422009,0.293560842688,10.6004510431
2012088000000,0.00104163314023,-0.0591184835815,-0.11983345946,-4.57778957061,-0.387798696854,7.51458045818
2012191000000,0.0261917550449,-0.00271629641826,-0.0671551684226,1.91287984359,-3.30451274365,11.3648437131
2012295000000,-0.0143686944647,-0.00704286638423,-0.118371931989,-7.29232735368,-5.33057873065,11.9207217379
2012399000000,-0.00212124741112,-0.00739842282818,0.167489063897,-6.19770318838,5.39250719531,9.96110707301
2012503000000,5.19343500334E-05,0.0264998885142,0.419297033012,-2.11154831692,6.03096267707,8.25420024351
2012607000000,0.0394662457045,-0.0203101937598,0.415469855645,2.90078120271,8.33895408889,10.4529201409
2012713000000,0.0256436740204,-0.0221443121078,0.433164182645,9.3552256307,1.83706402996,8.59262300941
2012817000000,-0.0480812198043,-0.0104771798767,0.475174751893,3.6980783528,-7.60303264308,13.0744134971
2012921000000,-0.00204548962004,-0.00612996135075,0.51501187724,-4.16573001027,-5.35337603398,9.83271913268
