X	Y
0019.2734690625	-188.6839674343
0020.0069013938	-214.7903248760
0010.8889807815	-021.2267274960
0024.6588130308	-344.2691081306
0027.6882815619	-398.2440220613
0015.4365773771	-127.6222774056
0006.3069334568	-204.8379916251
0009.7442706351	-313.3849207925
0004.8016407537	-153.7090536992
0007.9142996432	-231.1935522560
0015.7520468617	-137.3201579825
0021.1291991872	-285.3761195342
0000.7307949762	-092.5374421615
0008.1583958592	-236.0261368745
0004.6017495465	-134.3977924303
0019.8852469360	-221.1450607481
0020.2889883923	-263.3579664266
0009.6572072830	-323.9227166392
0008.6365020980	-277.2926841745
0010.2825143289	-273.0162206186
0001.3954750097	-066.7680260144
0022.6927364474	-165.8106052571
-005.9283108736	-079.0922492627
0016.2321137506	-121.3485431180
0005.8418526857	-136.1153773004
0029.0278804686	-418.6246707583
0009.0511530497	-306.4462976688
0019.3163687209	-184.5342728368
0014.2156291231	-053.3225193633
0010.5043261735	-272.9517942061
0008.1143164267	-235.9954062609
0020.5012188768	-263.5189730042
0009.0632912701	-372.0818531779
-003.6666928402	-053.4790064638
-005.9296788535	-079.1391002556
0014.9730955778	-104.1669286463
0022.2761787341	-289.3926594253
0026.2078668025	-358.5011730788
0015.2709901994	-098.2253835130
0009.0031723150	-248.6978696643
0023.3295878556	-268.7468743276
0013.7953331086	-370.4483431142
0001.2940505991	-058.2731316343
0004.0156434612	-336.2103035488
0006.4293707809	-204.9580261196
0016.9056691331	-116.4858041781
-002.3251062776	-011.3593870419
0019.3072772850	-185.2993077775
0010.5363728922	-342.7871693468
0007.9057188451	-333.4572613834
0008.9289953723	-306.4660425005
0013.9093541061	-074.0837183623
0023.1958841834	-268.8888032462
0005.9136354314	-173.5556794761
0000.0167907110	-035.5128462268
0017.9370433327	-177.8292823297
0029.0471013829	-428.2682888944
-003.4919558302	-050.8295885177
0004.7120675665	-134.2001323282
0013.9509252019	-370.3240227415
0024.7630379107	-344.0370610814
0017.3777984437	-159.1169827568
0004.0587811970	-104.3509697575
0008.8022794563	-248.4652457350
0004.5214138261	-339.0902772680
0016.9778340535	-417.6548170729
0016.0541968608	-120.9987537166
0024.9192552769	-277.4427692214
0019.4193743524	-207.9715042370
0013.3717106408	-355.3015698833
-002.1569886858	-016.4509052694
-001.1622412546	-124.9642305207
0011.9095948096	-032.7924851464
0002.7914229716	0006.9739542749
0021.0619297720	-246.7959352014
0010.8552056101	-334.0612295774
0008.4778924310	-243.9086048195
0002.9454979311	-099.4681544836
0022.7668076990	-166.0856620054
0017.3724651604	-430.2724962685
0007.1135487515	-262.9981585759
0006.0539721386	-136.1326820478
0011.4582933582	-038.2411693572
0006.3744628612	-205.3622347102
0013.2197037905	-355.3740367385
0014.1637448519	-052.9508748607
0026.4785503629	-262.3575205565
0024.5672822495	-299.9620574735
-003.6736773458	-053.4306486776
0014.9132888739	-394.0858271625
0002.1316069063	-073.8649956699
0013.1940685875	-355.0479499188
0019.9130855942	-221.2827779705
-001.9914893406	-021.4589277847
0009.7737276894	-313.1265563286
-001.8232009991	-021.1867893929
0016.9088889330	-115.8383590400
0013.2552912141	-092.5880620841
0019.6275527352	-207.9604151587
0012.9660460794	-092.8445792625
0019.3487002179	-232.9042138852
0001.2564516307	-058.1086705755
0017.2565904480	-430.1946267714
0016.1501214334	-078.4074129694
0025.3296217881	-369.1775112995
0006.8911367613	-158.5888667987
0026.2571950521	-358.6109434724
0025.2647463269	-368.8461731732
0007.9249279781	-231.3235548803
0014.4529053356	-111.2820994427
0011.2587428440	-025.8375036046
0011.0248772033	-300.5883677137
0019.3511946928	-233.0640927481
0008.9520840204	-248.5785310745
0024.8608485872	-335.9591088880
0019.9921259690	-254.2622183959
0004.0800426642	-103.3430114503
0016.8747545229	-418.8341889342
0019.5990541644	-243.8196206449
0014.6793836064	-087.3058270351
0000.6484902522	-093.4456689258
0004.1633639825	-103.5070648027
0024.8397604610	-336.0739070974
0025.3282113273	-368.8205516019
0002.9874245863	-099.4197377518
0023.1224503125	-268.9515434384
0015.0912020407	-409.1238713086
0004.0829595945	-134.4053883419
0016.7415259434	-418.7771139150
0023.2343510730	-268.8053056210
0019.2869494239	-233.0544313376
0028.3392007334	-432.8141680767
0003.6470925368	-193.1375973796
0010.9288048375	-021.1825634106
0027.3165752816	-417.0544114572
0026.6575195765	-389.1102769577
0026.7615758366	-367.8149876113
0018.5773689365	-425.9026441362
0010.1802825156	-319.0151482094
0012.7649407038	-063.1022393689
0017.5579570719	-140.6756747367
0004.5777051440	-346.3578744687
0008.4275701329	-405.2823543245
0012.1862039462	-362.4958828748
0030.2000338837	-431.4509675166
0013.5447726110	-058.0510917572
0027.7317200836	-398.3138547899
0010.2727167898	-003.5383631271
0002.4506495884	-122.1496332779
-000.5354359458	-029.4780056701
0021.8090484244	-104.8755898642
0019.2013285435	-184.6616992834
0012.0681707655	-068.8746314196
0014.7580056561	-087.7123445432
0009.0594529301	-248.7044996253
0007.0102111035	-210.2158612808
0015.4259881331	-400.9924280992
0002.0647440190	-073.9516697590
0010.6728478609	-333.9979218639
0019.6370824558	-243.7086715212
0015.0423528825	-409.1903731476
0029.1195651095	-418.7968047821
0013.5217482462	-058.2756300926
0003.1374276382	-283.9336578871
0019.2385434527	-188.3193196723
0018.4599414188	-426.0126346234
0020.7134931085	-238.2673840729
0015.5683503123	-132.3781673512
0014.1074047082	-053.0084220238
0014.2919574340	-111.8806158276
0024.6051962332	-328.5266690791
0008.3227952551	-292.4696259519
0006.8479226824	-210.1415324723
0022.5178608773	-316.2337920739
-000.1942634474	-035.2066299332
0007.9751654388	-333.5124560075
0007.6015944495	-179.8468829875
0026.6048075398	-403.3629112367
0009.6161932393	-266.9414941646
0008.3257934858	-258.2268204033
0012.0562906159	-420.1934948429
0024.4611408792	-299.1494675218
0018.8554487476	-173.4637352067
0023.5874299626	-190.8187179412
0011.5701583757	-038.6247291016
0016.1659491028	-121.3885431129
0000.7223317648	-092.6042600556
0024.7441700172	-344.4057926580
0017.2680038448	-158.5472585435
-000.4236042659	-029.5185534781
0000.6448470763	-092.6691696178
0012.7420645297	-063.1518710335
0011.3953165103	-038.4268242167
0006.8040147459	0005.1363025707
0013.4031574627	-406.7015194387
0030.1981467954	-414.0626153572
0019.5154921974	-188.1038965607
0027.0799421156	-265.3385269580
0015.5589911621	-400.2416113787
-000.5143539858	-029.5315473556
-001.8055833457	-158.6592671526
-005.0924339462	-089.9936652336
0023.6672212440	-191.4894143323
0027.9090619405	-411.4613532671
0014.7417367813	-087.3935736352
0020.4021559757	-263.2493279864
0013.5364345034	-058.0921999251
0026.5026630428	-360.4405935247
0008.2003030465	-236.0351360027
0026.2495159777	-356.3024872060
-002.5164234537	-011.1929661574
0009.9818914281	-418.2935936850
0024.9998897723	-277.1208359434
0026.3003863034	-358.6389037565
0026.4907159175	-365.4699291614
0008.3180828734	-243.7084154033
0019.4728768820	-188.1219857108
-003.6237909895	-053.3195468868
0016.1513623950	-121.3413925580
0008.8085109386	-248.7235065379
0008.2574765065	-243.6895014406
0012.1078306624	-068.5796954801
0006.8991404212	-188.2403364959
0028.6323381040	-417.9753282369
0028.6088166430	-416.2047538505
0008.4958397577	-277.4553630217
0013.4014281378	-355.1822833263
0015.5580576856	-099.1776332047
0014.1046624007	-402.2419436657
0024.3943002035	-320.5105507409
0016.3930032156	-410.2539781229
0017.5097646738	-158.6699077021
0009.3759147432	-323.7799753787
-000.6176200457	-029.3425809648
0017.8527402714	-148.6268024783
-001.0823164081	-023.4923368180
0020.7134248618	-238.3217292329
0026.3445398638	-261.9285313114
0029.4693914564	-430.1993101792
0010.0711715717	-418.3270633925
0026.7747991686	-389.3626795284
0014.8678465290	-417.6953027182
0008.6706989228	-000.9332714210
0000.0278198186	-112.0000273552
0009.1938056468	-306.3777169600
0025.2338752876	-349.0348883849
0010.4820481878	-009.5904353704
0023.2723438522	-286.8716813529
0027.5427092702	-398.9420357879
0029.0891826780	-427.7598603060
-001.2525750575	-125.1180686922
0012.6782779639	-044.7962243850
-002.7731728401	-010.2112484218
-001.7432177083	-158.8629043495
0026.5034287974	-367.4272926358
0019.4898412245	-188.9278873884
0015.6512220324	-098.0882582368
0016.6144381393	-435.1484282087
0004.1658813454	-336.3837962893
0009.9555448486	-406.2606209445
-002.6478296809	-010.2195899788
-000.5304934143	-029.7937147362
0027.1528313629	-367.6293246789
-003.6487540139	-050.8330588389
0003.9886942483	-134.4598806625
0021.7774976864	-104.7335395438
0026.4057100045	-398.4285030768
0010.8927767575	-300.6257873019
0014.8245383360	-405.5619255275
0008.8915483595	-371.5618527701
0018.6857429729	-425.5311113767
0016.1428616300	-078.5127627000
0016.6756129266	-418.4696479951
-003.7360982572	-050.8181014939
-002.0720274813	-021.4874321918
-002.5047579829	-016.3439777499
0010.2883973877	-014.4399546901
0019.1359809840	-425.7119076325
0028.4852020081	-425.3819728220
0029.8179736596	-413.6266030976
0017.6577980026	-435.5201879938
0023.8787187445	-190.6329679079
0028.8480768204	-418.3356249748
-003.4581102030	-015.6825824520
0030.8176782995	-431.0652525385
0016.7008312051	-435.2176214760
0024.6510136434	-335.4036817995
-003.5297461913	-053.1477603693
0002.5886328676	0007.1370326540
-001.5080437006	-125.2879872305
-001.7288551886	0002.9548464394
0016.6216266943	-417.8984132457
0018.7311567739	-430.7438656023
0002.7009059978	-003.0234416563
0008.4454948437	-408.0186296698
0026.2176379855	-403.6051267193
0013.6897173635	-406.2550843167
0007.2059894329	-395.3784663662
0010.3064098027	-419.0125018875
0016.0466739450	-410.5619228908
0030.4631636396	-426.0555347156
-002.8180357171	-010.4422728167
0008.5816198429	-421.5896539196
0010.3075070171	-005.3924500119
0016.2251943152	-418.4850753516
0010.0558880809	-010.8696590104
-001.4651652101	0003.2729623557
0028.7713676657	-432.4057420227
0003.9318517995	0006.4090168567
0017.7990763882	-427.0594273440
0017.9252801762	-430.6792245716
0019.5601652211	-436.3858901302
0015.6044061533	-418.2745732570
0021.5221708374	-445.1429410930
0016.7551398938	-429.0603773814
0020.8816183548	-436.8927588584
