X	Y
0009.6597964301	-267.1686428239
0011.1660330792	-349.5470199026
0026.3320089789	-358.6972967790
0021.8869629115	-104.9149346724
0023.6010291779	-181.0959783655
0017.8258258621	-163.9940126543
-005.9882719678	-079.0907138006
0008.1365861974	-284.7061159212
0017.9860510905	-177.7212447413
0012.1376502927	-362.1425042436
0024.6648144624	-328.4910220960
0019.9740574659	-214.8000365988
0006.9955980558	-158.0102775767
0014.6666524825	-087.5037434144
0013.4818440219	-355.1800638630
0019.2838278918	-232.9035494389
0008.4869989185	-258.3883817627
0026.3541313290	-262.0677702265
0019.2903032742	-184.5695903138
0006.8970448315	-210.4569013610
0015.8575796301	-137.3337891029
0005.9350663729	-172.8731345174
0007.3964058393	-395.3367098096
0014.8384692049	-103.0728157970
0008.4363813871	-408.5729796862
0027.5593543549	-398.6120922876
0012.7496394317	-063.3876721443
0027.5684467155	-398.5526349536
0028.9912106552	-428.0422615094
0000.1180747389	-035.4773565970
0001.4935072567	-066.6111564425
0008.3470361660	-235.9556301610
0004.8890715904	-141.0088433221
0026.7809504498	-367.8445225119
0020.0524250239	-214.7109941710
0019.4464468597	-243.7912894652
0027.5903109640	-398.2745325346
0021.1344666552	-285.2646764862
0022.7374665966	-165.6081431075
0013.7449476586	-370.0249700924
0006.9180756763	-210.4769061345
