X	Y
0011.2087425245	-026.1626696329
0019.2767387224	-188.6858228816
0020.0091587685	-214.7869359966
0010.8899515553	-021.2274167067
0024.6608639505	-344.2660099065
0027.6886722747	-398.2462566562
0015.4304008662	-127.6281983793
0006.3370430188	-204.8731393611
0009.7503286403	-313.3788177363
0004.8027237156	-153.7095239725
0007.9109748460	-231.1899825656
0015.7487357046	-137.3197745164
0021.1300062294	-285.3794274280
0000.7359146323	-092.5376746216
0008.1584498402	-236.0177244349
0004.6006895674	-134.3996734570
0019.8904777974	-221.1435046894
0020.2880045624	-263.3619633624
0009.6659906765	-323.9277885945
0008.6397354447	-277.2954112665
0010.2813798295	-273.0149772149
0001.4163521004	-066.7709633388
0022.6894056023	-165.8071606478
-005.9340833755	-079.0887023298
0016.2199818919	-121.3379307429
0005.8502161480	-136.1201691195
0029.0457579417	-418.6176972467
0009.0413147829	-306.4477808860
0019.3156105897	-184.5308562464
0014.1807275063	-053.3470474798
0010.5037191225	-272.9516322003
0008.1374047220	-235.9852397953
0020.4785726746	-263.5174278501
0009.0678598061	-372.0780242876
-003.6636820724	-053.4810633461
-005.9344578455	-079.1377748117
0014.9716563974	-104.1627384162
0022.2769666733	-289.3827843695
0026.2077974230	-358.5029388659
0015.2718871193	-098.2231801535
0009.0051130700	-248.7017987352
0023.2828744595	-268.7294708874
0013.8140686361	-370.4471002841
0001.2972682966	-058.2771861057
0004.0222322810	-336.2012279400
0006.4353786755	-204.9568500760
0016.8962395958	-116.4747031893
-002.3256315655	-011.3576826236
0019.2969308512	-185.2960628338
0010.5399896516	-342.7891483043
0007.9057632946	-333.4574236866
0008.9513501628	-306.4593004927
0013.8792299465	-074.0905212690
0023.1914387385	-268.8887325416
0005.9317557551	-173.5540526704
0000.0126040019	-035.5138621564
0017.9353891386	-177.8298605283
0028.9839166792	-428.1209016800
-003.5153776475	-050.9073664284
0004.7067560397	-134.1886963947
0013.9490869862	-370.3251388179
0024.7396212508	-344.0381604548
0017.3752885339	-159.1102621525
0004.0625644914	-104.3435538902
0008.8244753211	-248.4584792762
0004.5213062134	-339.0925346411
0016.9709396851	-417.6610697816
0016.0548096970	-121.0008212396
0024.9196430410	-277.4424316506
0019.4144816247	-207.9722052597
0013.3660542427	-355.3033414645
-002.1587139236	-016.4526831035
-001.1529278233	-124.9735871060
0011.8652550861	-032.7872567693
0002.7374103414	0006.9975323221
0021.0534443858	-246.7893981297
0010.8548911745	-334.0685350103
0008.4811313351	-243.9101001120
0002.9437105624	-099.4708624379
0022.7633354522	-166.0906846394
0017.3580772095	-430.2718500092
0007.1230216854	-262.9942771954
0006.0580168564	-136.1288558338
0011.4581174492	-038.2400289135
0006.3835577788	-205.3599274297
0013.2445922139	-355.3746681638
0014.1409458905	-052.9542371203
0026.4522729429	-262.3608761089
0024.5750227580	-299.9667641751
-003.6726442864	-053.4399808878
0014.9095596778	-394.0861476606
0002.1288223942	-073.8604547131
0013.2027268825	-355.0480598444
0019.9145216944	-221.2847712731
-001.9918911648	-021.4548099442
0009.7726542799	-313.1306726873
-001.8232003431	-021.1935257210
0016.9186825661	-115.8288645743
0013.2134720326	-092.5923760608
0019.5999990911	-207.9503213883
0012.9678721220	-092.8432550716
0019.3445717759	-232.9057766864
0001.2587891905	-058.1122506255
0017.2559016763	-430.1978703709
0016.1505620279	-078.4078216274
0025.3045656168	-369.1800410764
0006.8876493010	-158.5868416230
0026.2595978179	-358.6143931755
0025.2659924761	-368.8488809541
0007.9266439110	-231.3255996967
0014.4414404954	-111.2877509383
0011.2369904693	-025.8369400040
0011.0329210307	-300.5925375441
0019.3516140903	-233.0602685502
0008.9544963513	-248.5720924021
0024.8637268276	-335.9586519372
0019.9913758681	-254.2653554419
0004.0754864994	-103.3448132274
0016.8743277839	-418.8349840016
0019.5977323740	-243.8201036727
0014.6812016930	-087.2916408826
0000.6818448635	-093.4136005880
0004.1647767057	-103.5018488399
0024.8417592313	-336.0703258586
0025.2986328851	-368.8199160885
0002.9869956444	-099.4205506385
0023.1228363320	-268.9498414325
0015.0917974944	-409.1248993385
0004.0762812311	-134.4112118303
0016.7397570631	-418.7758088070
0023.2414976610	-268.8050951159
0019.2894083338	-233.0545893206
0028.3343670473	-432.8133852219
0003.6489610413	-193.1360805736
0010.9210867037	-021.1839724346
0027.3100757920	-417.0585808747
0026.6556631810	-389.1009180762
0026.7592684844	-367.8146403253
0018.5712206159	-425.9162197596
0010.1732310822	-319.0249002989
0012.7612521622	-063.1044174999
0017.5357509474	-140.6719897732
0004.6101184627	-346.3841911341
0008.4307485901	-405.2803407825
0012.1876844467	-362.4951389238
0030.2306143718	-431.4354162505
0013.5432650069	-058.0513759770
0027.7279148073	-398.3131200944
0010.2440126060	-003.5499921112
0002.4824886144	-122.1380124604
-000.5284389566	-029.4773211130
0021.8122233312	-104.8576007306
0019.1974101866	-184.6577541245
0012.0471196085	-068.8542918257
0014.7609813289	-087.7145171684
0009.0599524154	-248.7053948610
0007.0100301788	-210.2169849506
0015.4273218794	-400.9865370253
0002.0780482092	-073.9470399280
0010.6769841559	-333.9975717842
0019.6224303144	-243.7116041907
0015.0623478934	-409.1965718867
0029.1240753024	-418.8022292267
0013.5194279882	-058.2797247026
0003.1505689011	-283.9335493640
0019.2441916685	-188.3192864055
0018.4724015596	-425.9791172159
0020.7134051259	-238.2746150829
0015.5512231142	-132.3808053330
0014.1086603083	-053.0129333479
0014.2908120660	-111.8839872604
0024.6056741033	-328.5280424459
0008.3289649259	-292.4667944050
0006.8636083299	-210.1687543675
0022.5218904596	-316.2344348500
-000.1797176140	-035.1961406501
0007.9713675240	-333.5124686926
0007.6006226188	-179.8471148925
0026.6010249763	-403.3532665659
0009.6160560160	-266.9402871474
0008.3452971195	-258.2226343586
0012.0499345898	-420.2130353631
0024.4607334855	-299.1463178498
0018.8147890131	-173.4557769569
0023.5882329919	-190.8140451783
0011.5464253963	-038.6365344031
0016.1616124800	-121.3897770994
0000.7217543862	-092.6068175936
0024.7524454236	-344.4082287071
0017.2657943701	-158.5515323705
-000.4267453674	-029.5200824933
0000.6734965345	-092.6754208570
0012.7493557796	-063.1516919563
0011.4017444338	-038.4260656373
0006.8067666448	0005.1609727262
0013.3974120325	-406.7034821467
0030.1414501641	-414.0797925596
0019.5168262884	-188.1002911644
0027.0314574243	-265.3676377088
0015.5604177884	-400.2436459127
-000.5167502715	-029.5363482935
-001.7591357601	-158.6914892260
-005.0591157238	-090.0101136446
0023.6201520340	-191.4785499289
0027.9099501290	-411.4571475231
0014.7398866602	-087.3936797885
0020.4051922057	-263.2484988108
0013.5305688587	-058.0878647684
0026.4793636496	-360.4254837904
0008.2011813694	-236.0323447332
0026.2435038129	-356.2949328444
-002.5151300629	-011.1882607680
0009.9860018275	-418.2930557955
0024.9665383064	-277.0879974396
0026.2967787268	-358.6395718399
0026.4926144671	-365.4687424670
0008.3172721224	-243.7100009615
0019.4780104749	-188.1185959437
-003.6227559042	-053.3310956369
0016.1617414955	-121.3458998013
0008.8192110057	-248.7296653646
0008.2726740611	-243.6891286104
0012.0886195398	-068.5775936359
0006.8997469867	-188.2333079983
0028.7270306021	-417.9601125872
0028.6102611685	-416.1708872654
0008.4899584681	-277.4447377173
0013.3993810052	-355.1858891824
0015.5535850866	-099.1750603315
0014.1063878074	-402.2294736430
0024.3635073468	-320.4975832631
0016.3862277350	-410.2596268163
0017.4733570791	-158.6825399213
0009.3933544946	-323.7921035041
-000.6103399890	-029.3348711612
0017.8240397002	-148.5919742660
-001.0752539232	-023.4871322656
0020.7057795298	-238.3237965485
0026.3595104997	-261.9700546268
0029.4791247955	-430.1836741033
0010.0336049590	-418.2845944212
0026.7745803372	-389.3678764009
0014.8787966792	-417.7078332099
0008.6720761046	-000.9309893017
0000.0279742604	-111.9986024247
0009.1917597809	-306.3764266491
0025.2408414518	-349.0340011466
0010.4845160621	-009.5972597997
0023.2645522851	-286.8625705451
0027.5727059137	-398.9562124064
0029.1033091924	-427.7614221144
-001.2367105419	-125.1387552637
0012.6540921092	-044.7971943961
-002.7364526814	-010.2189137861
-001.7537637774	-158.8090674323
0026.5037296543	-367.4194966916
0019.4660396941	-188.9183403379
0015.5618275154	-098.1040922282
0016.6179880367	-435.1537776114
0004.1725350779	-336.3887870145
0009.9492551732	-406.2772804830
-002.6552505918	-010.2271461965
-000.5242947441	-029.7907322416
0027.1401548564	-367.6340181663
-003.6514230386	-050.8200049884
0003.9944674271	-134.4650126135
0021.7841871096	-104.7263102798
0026.4020202824	-398.4243035760
0010.9119936352	-300.6092383181
0014.8279854351	-405.5619296609
0008.9630411843	-371.5479363511
0018.6812215664	-425.5248709124
0016.1440246381	-078.5170245408
0016.6726957323	-418.4582412831
-003.7078094913	-050.8023940916
-002.0775257749	-021.4723913028
-002.4934359813	-016.3431549478
0010.2930090944	-014.4592378962
0019.1522425190	-425.7237228854
0028.4954280841	-425.3746949513
0029.8334792756	-413.6281386209
0017.4360341281	-435.4362675846
0023.8485919473	-190.6549395532
0028.8826965154	-418.3342917931
-003.4666541017	-015.6724051375
0030.8059114366	-431.0961950089
0016.7024568721	-435.2129965334
0024.6474260691	-335.4097381097
-003.5309565177	-053.1365167345
0002.5909879728	0007.1296292466
-001.4668975833	-125.2999266505
-001.7215431274	0002.9566708610
0016.7393554164	-417.9015764401
0018.7409273771	-430.7446537587
0002.7090239760	-003.0270553102
0008.4752602612	-408.0388255216
0026.2118749722	-403.5948840980
0013.6844188789	-406.2670306838
0007.2174742461	-395.3749015665
0010.4744713681	-418.7854164742
0016.0565886673	-410.5619570795
0030.4659926614	-426.0835327894
-002.8029409501	-010.4554174983
0008.6829634715	-421.3112116674
0010.3018449296	-005.4293293615
0016.2465117523	-418.5187485251
0010.0248452091	-010.9723582348
-001.4539281644	0003.2887988586
0028.7750841574	-432.4139037141
0003.9809882061	0006.3882363093
0017.7922065535	-427.0598791420
0017.9077772749	-430.6211815489
0019.4718175211	-436.4277536707
0015.6200771910	-418.2651572038
0021.7558565346	-445.1225446972
0016.7069136177	-429.0749382079
0020.9283944022	-436.8619389466
