-13.462,-169.25
10.553,-145.4
5.1824,-128.95
-2.8326,-172.28
9.1533,-137.18
6.7834,-163.57
-13.973,-178.64
-2.2527,-184.78
-13.202,-183.49
-18.79,-186.73
-14.188,-194.07
-14.173,-190.49
17.385,-172.49
-25.94,-168.19
-18.31,-171.52
-25.659,-186.18
8.611,-168.26
-30.463,-196.29
-0.27129,-210.48
-2.1014,-195.77
-0.66874,-215.74
-11.812,-211.44
14.657,-191.82
-20.768,-212.98
-13.79,-213.5
17.142,-193.88
-14.103,-220.5
15.189,-208.97
1.2226,-224.28
-1.145,-193.15
-25.48,-217.88
-25.369,-212.74
17.789,-210.15
1.1125,-232.83
-25.55,-223.46
-21.342,-229.06
6.518,-208.13
-1.004,-237.23
-20.921,-223.86
-25.616,-228.58
-20.883,-218.02
11.516,-244.2
-13.942,-227.17
-12.945,-239.33
9.5737,-214.08
-12.839,-250.62
-14.213,-253.93
-1.5882,-255.29
-0.85473,-265.48
0.62996,-270.33
7.0343,-263.26
-30.429,-249.75
-26.004,-267.21
-13.079,-261.54
6.954,-270.96
-25,-245.16
-29.272,-252.62
-0.38059,-285.33
-13.389,-294.02
-19.266,-269.97
0.15265,-300.96
5.1014,-291.81
-15.353,-300.51
-15.343,-295.54
-24.754,-284.18
-21.528,-295.19
-14.37,-298.27
-19.8,-273.46
-2.2647,-308.98
-16.238,-308.43
-23.771,-301.25
-0.29024,-314.84
-21.502,-288.78
-25.333,-298.09
11.986,-287.71
-0.6846,-321.95
11.559,-304.04
-21.516,-317.22
-30.703,-314.37
-14.01,-325.27
-24.88,-293.13
-0.53264,-332.96
8.6222,-320.87
-15.68,-329.77
-15.852,-338
3.255,-336.21
1.5305,-342.85
-1.2375,-343.48
-15.885,-345.82
-23.951,-312.2
-31.4,-335.96
-0.81279,-352.43
12.145,-328.54
-14.415,-348.35
-30.994,-325.38
-29.288,-344.86
-1.3418,-359.84
-28.045,-354.82
-28.133,-352.29
4.0737,-358.68
-15.923,-359.48
-16.662,-366.83
4.0961,-363.98
13.254,-368.88
-2.0038,-373.06
-16.775,-371.64
-28.085,-360.82
-25.235,-339.39
5.4665,-352.51
5.7174,-341.78
-16.69,-376.49
5.5864,-345.43
-16.913,-378.95
-15.368,-380.41
5.2501,-355.87
4.0607,-369.53
-23.777,-383.77
14.081,-365.29
11.705,-378.03
-16.676,-369.35
3.9523,-375.05
5.2945,-348.52
-3.4975,-381.38
-27.528,-383.71
15.956,-378.37
-1.6134,-396.42
13.131,-375.09
9.2057,-369.05
-3.4306,-401.42
9.4333,-363.61
11.473,-374.97
-17.315,-402.78
16.16,-385.27
5.5876,-396.22
-31.709,-378.33
-26.304,-368.13
-26.879,-395.91
8.8579,-396.91
12.463,-396.1
4.594,-403.22
3.8837,-407.37
-16.353,-401.35
-25.031,-407.43
-17.106,-411.02
-4.2567,-412.44
15.995,-401.53
15.379,-404.78
-24.743,-410.16
-24.769,-414.76
-28.365,-401.14
-30.879,-401.16
-16.13,-429.54
11.907,-420.45
1.6597,-430.2
-28.348,-410.12
-29.33,-416.7
9.4603,-412.63
14.744,-417.24
9.0206,-425.3
12.194,-416.57
-17.122,-444.01
9.752,-409.02
-28.162,-422.47
2.8762,-417.63
-5.2336,-442.97
-2.5955,-416.65
3.1113,-456.64
8.3926,-418.96
-28.606,-445.86
