-2.7788,10.787
-2.9558,6.2013
18.29,-3.0471
11.522,-9.0955
10.864,10.595
18.167,0.011627
10.883,4.907
23.177,-2.4667
10.244,15.104
23.465,-0.22428
18.484,-9.5592
-2.7541,21.289
19.21,11.042
17.994,14.222
-1.9899,-2.9858
-5.5428,24.164
14.831,18.962
-12.735,7.9002
-5.7884,16.531
11.101,22.093
2.951,-7.2688
-17.004,3.6404
-23.385,2.9239
-10.544,-11.261
-10.475,-5.4599
-18.194,0.14853
-10.137,-15.701
-18.056,9.6095
2.7813,-22.314
13.751,-7.0162
-10.616,-22.713
-17.826,-13.78
-10.271,9.3021
-24.773,-5.4785
1.7911,-24.831
-24.077,-10.803
2.5333,2.9118
3.0196,-11.7
-19.09,-10.872
-19.014,-3.4891
16.149,2.5909
14.066,-3.8532
12.225,-3.255
11.848,-15.076
-11.193,-35.014
13.222,-33.198
1.5015,-30.975
13.824,-13.469
13.487,-22.578
11.383,-31.301
9.4235,-43.924
-10.629,-40.637
-10.899,-44.068
-11.624,-47.533
19.003,-33.537
12.396,-19.015
4.4162,-48.548
19.215,-29.697
11.083,-33.376
5.3203,-53.349
1.25,-37.174
-12.879,-56.169
5.4725,-55.876
11.395,-25.81
12.439,-41.26
0.67692,-61.035
0.31845,-57.98
16.028,-30.367
9.678,-54.658
12.333,-49.389
-11.177,-66.724
-21.002,-55.737
12.348,-37.119
17.086,-44.267
0.61782,-69.845
-27.01,-55.71
-22.411,-61.801
17.658,-48.265
7.2027,-42.154
8.6372,-82.375
0.16739,-77.395
13.985,-70.859
15.788,-82.32
5.6099,-50.263
-17.012,-89.447
-22.05,-83.488
9.0966,-73.485
14.601,-58.738
15.888,-73.497
19.552,-73.75
-22.381,-91.425
12.907,-94.184
-12.151,-108.04
-0.86725,-107.88
-22.581,-103.8
-25.642,-90.206
-11.968,-77.897
-19.152,-109.13
-18.191,-71.908
-0.92293,-116.24
-11.437,-116.11
3.4489,-116.26
-29.349,-106.64
-0.33978,-138.69
-29.183,-114.32
-28.679,-118.92
-1.7505,-140.63
-28.943,-123.56
-26.535,-128
-13.642,-145.72
-12.177,-142.03
-0.51628,-133.99
-13.654,-153.68
14.443,-140.06
8.6328,-148.07
-2.06,-163.41
11.52,-139.69
-27.824,-138.38
