rosbagTimestamp,linear_acceleration,x,y,,,
2068143000000,8.74180882394E-05,-0.0046028582074,-0.000515702401026,-0.00885637929028,0.0647350641899,9.80253761121
2068151000000,0.000131512912787,-0.00458831127303,-0.0019124567236,0.0515469872639,0.152997104471,9.80248909562
2068160000000,0.000168576459089,-0.004762917862,2.58773011253E-05,0.0821273940194,-0.0118849661474,9.79250362797
2068168000000,0.000238681378104,-0.00457159418552,4.7724181297E-05,0.0452704954961,0.119731616516,9.80446544776
2068176000000,0.000124435530962,-0.00467852453936,0.000127785215097,0.0152618240482,0.047377256973,9.79742220719
2068184000000,0.000170043356789,-0.00453405468891,-0.000130128749301,0.0949156957742,0.109585218322,9.80655777588
2068192000000,0.000108856553362,-0.00462594728758,0.000366563898768,-0.0106755588249,0.0361771630463,9.79370261365
2068200000000,0.00011423443027,-0.00458412712535,-4.66869171143E-05,0.0466619609994,0.0935241894503,9.80160330485
2068207000000,0.000200541015671,-0.00467751541506,4.66523202576E-05,0.0163479520234,0.112441078379,9.79702931975
2068216000000,9.65689824463E-05,-0.00474457572008,0.000220890095941,0.0922367790922,0.0171188866943,9.79900177472
2068224000000,0.000146979141815,-0.00461233121292,-0.000150366211772,0.0349371620346,0.110957484426,9.80086571229
2068232000000,0.000132630676575,-0.00458743189675,0.000250222491655,0.0225654931321,0.0490191969026,9.80137478574
2068243000000,0.000137316336011,-0.00472231915356,3.8554315002E-05,0.0499890415595,0.0735598038392,9.79637377089
2068248000000,6.62521490006E-05,-0.00465237510724,0.000171902727544,0.0549719842498,0.0328788100045,9.80179867756
2068258000000,8.25825455236E-05,-0.00473795831832,-6.2724713571E-05,0.0898319120803,0.0663521747078,9.79591621551
2068264000000,0.000101219858037,-0.00459664136321,-0.000288961819402,0.00910138561677,0.0782835692987,9.80322954609
2068272000000,0.000127398390783,-0.00463311382495,-0.000143124282713,0.0707959763505,0.0641391058257,9.80084897501
2068280000000,0.000186847365684,-0.00473813873914,-3.8637973571E-05,0.0183476081647,0.0985127992697,9.79516187049
2068288000000,0.000126203785948,-0.0045431693061,4.6870038236E-05,0.0551592842535,0.0522280785395,9.80660402568
2068296000000,0.000186629828844,-0.00469219467675,0.000154958347016,0.0498340501594,0.107463893599,9.79440358249
2068304000000,0.000109140129445,-0.00460799593423,-0.000208409600703,-0.0182804340381,0.0697254442507,9.80168930763
2068312000000,0.000153723870518,-0.00464215977645,0.000167719797228,0.0791143221127,0.0855949852903,9.80063792165
2068320000000,0.000132036320209,-0.00473261485745,0.00157411166021,0.0441614074015,-0.0152135327103,9.79517560891
2068328000000,0.00013463676581,-0.00452269249072,0.000177836111644,0.0196764630952,0.14442684804,9.806051504
2068335000000,0.000123378751518,-0.00470056436948,-3.12975960344E-05,0.0446677190945,0.0704166786693,9.79496763775
2068344000000,0.000125671739821,-0.00460214729274,-4.14690746493E-05,0.100558708439,0.0694719935619,9.80277180503
2068352000000,0.000178164196607,-0.00448961879404,-0.000192274826214,-0.0268519522892,0.100705716559,9.80167125848
2068360000000,0.000104240369448,-0.00474690125856,-4.68729092756E-05,0.0626538405737,0.0332924662263,9.79361270742
2068367000000,3.75553602841E-05,-0.00458580969152,-0.00150447248612,0.0368913239324,0.109663808602,9.80403128254
2068376000000,0.000127065911968,-0.00463090472596,-0.000286481862302,0.106451474247,0.0290652151107,9.79703960026
2068384000000,0.000100845773842,-0.00475792400859,0.000187923751899,0.0143264464114,0.0270880782492,9.79419845334
2068392000000,0.000129429677135,-0.00465490443831,-0.00023982013666,0.0288129832149,0.091806773524,9.80348718504
2068400000000,0.00012403362168,-0.00458288168898,-0.00154249597508,0.0493731375098,0.155599479635,9.80262876241
2068408000000,0.000184183827288,-0.00473720333779,0.00147506187759,0.0119837295669,-0.0583769089679,9.79404923319
2068415000000,0.000164366208048,-0.00461912502587,-2.0610936385E-05,0.101983636883,0.158170206004,9.80475195801
2068423000000,0.00013615981798,-0.00466036779065,-1.51371225611E-05,0.0173414756351,0.0620775919736,9.79776592765
2068431000000,0.000138003705852,-0.00464648810816,-7.73823675942E-05,0.0399129473732,0.08312461152,9.79956933304
2068439000000,9.87303595861E-05,-0.00457129051727,-0.00152458853967,0.0440150219499,0.138146098282,9.80244848803
2068446000000,8.66336467214E-05,-0.00477176070844,-7.79271646366E-06,0.0724584515758,-0.020741942259,9.79363673832
2068455000000,7.33091384632E-05,-0.00449665495301,-0.00174889884644,0.108002610527,0.141217010985,9.80845787035
