T[s]	GYRO_X	GYRO_Y	GYRO_Z	GyroSts	ACC_X	ACC_Y	ACC_Z	AccSts	INC_X	INC_Y	INC_Z	IncSts	Counter	Latency	RxCRC	CalCRC	DG_ID	
0.067950	-0.352966	-0.780640	-0.075134	0	0.0525246	-0.0177555	0.9946213	0	0.05542302	-0.01745272	1.00551510	0	124	507	-491324520	-491324520	147
0.091931	-0.151917	-0.810852	0.122681	0	0.0542488	-0.0147438	0.9936886	0	0.05250287	-0.01754451	1.00649261	0	140	506	390910150	390910150	147
0.091945	0.166992	-0.539368	0.443909	0	0.0557079	-0.0192871	0.9916668	0	0.05670857	-0.01944375	1.00189805	0	156	506	-1388897943	-1388897943	147
0.092075	0.415466	-0.623169	0.467590	0	0.0600071	-0.0208530	0.9935760	0	0.05889773	-0.02140069	0.99828815	0	172	506	-7827801	-7827801	147
0.115906	0.609131	-0.419739	0.445129	0	0.0599976	-0.0162125	0.9934273	0	0.06017494	-0.02424908	1.00016475	0	188	506	2007338097	2007338097	147
0.115922	0.621948	-0.486145	0.595459	0	0.0588741	-0.0166283	0.9961052	0	0.06137776	-0.02130890	0.99989080	0	204	506	-1780779008	-1780779008	147
0.115934	0.776245	-0.894531	0.678772	0	0.0596390	-0.0154343	0.9975338	0	0.06181002	-0.02092814	1.00374985	0	220	505	883807022	883807022	147
0.139927	0.628418	-1.255005	0.475708	0	0.0628891	-0.0139809	0.9945621	0	0.06072688	-0.01831722	1.00541759	0	236	506	775976617	775976617	147
0.139945	0.524658	-1.597168	0.530457	0	0.0602131	-0.0094147	0.9924984	0	0.06234598	-0.01857662	1.00435805	0	252	507	1516890695	1516890695	147
0.139960	0.172119	-1.686462	0.511780	0	0.0510998	-0.0137653	0.9911156	0	0.05864954	-0.01568365	1.00216985	0	12	506	-996750541	-996750541	147
0.163883	0.083557	-1.248657	0.220337	0	0.0493336	-0.0148373	0.9930153	0	0.05461502	-0.01715088	1.00168037	0	28	507	163643930	163643930	147
0.163925	-0.169495	-0.872375	0.134277	0	0.0463676	-0.0161781	0.9908543	0	0.05189967	-0.01725078	0.99832964	0	44	506	100707903	100707903	147
0.163937	-0.147278	-0.458557	0.083618	0	0.0509129	-0.0148239	0.9900208	0	0.05162764	-0.01850748	0.99691772	0	60	506	251844966	251844966	147
0.187854	-0.094055	-0.312317	-0.051208	0	0.0531597	-0.0132332	0.9899139	0	0.04983807	-0.01753998	0.99560118	0	76	506	-59554173	-59554173	147
0.187885	0.178223	-0.602356	-0.326538	0	0.0555363	-0.0128841	0.9884033	0	0.05371356	-0.01961827	0.99625373	0	92	506	-952254028	-952254028	147
0.187897	0.273926	-0.659790	-0.364807	0	0.0518665	-0.0152645	0.9882030	0	0.05526090	-0.01754951	0.99582148	0	108	506	-1175914805	-1175914805	147
0.211831	0.439453	-1.143433	-0.303406	0	0.0537891	-0.0132618	0.9900780	0	0.05506682	-0.01691771	0.99719977	0	124	506	1286312899	1286312899	147
0.211843	0.377014	-1.303284	-0.045898	0	0.0541477	-0.0124893	0.9902306	0	0.05343866	-0.01421142	0.99589014	0	140	506	-34716943	-34716943	147
0.211877	0.545044	-1.471069	-0.162415	0	0.0554752	-0.0136852	0.9860783	0	0.05579162	-0.01670933	0.99602365	0	156	507	-187798175	-187798175	147
0.235809	0.479675	-1.588745	-0.112488	0	0.0532131	-0.0151329	0.9846478	0	0.05402708	-0.01572323	0.99453354	0	172	506	1664464180	1664464180	147
0.235827	0.388000	-1.226135	0.040894	0	0.0561314	-0.0137405	0.9844532	0	0.05570006	-0.01624656	0.99411464	0	188	507	-893660972	-893660972	147
0.235864	0.460938	-0.985474	-0.006958	0	0.0563583	-0.0121708	0.9838448	0	0.05475211	-0.01700902	0.99230146	0	204	506	620235070	620235070	147
0.259811	0.574646	-0.539795	-0.133972	0	0.0592155	-0.0148964	0.9808159	0	0.05862021	-0.01919389	0.98872638	0	220	506	624673927	624673927	147
0.259824	0.432739	0.004272	-0.403992	0	0.0571346	-0.0140915	0.9805031	0	0.05753565	-0.01632881	0.98802233	0	236	506	526651410	526651410	147
0.259836	0.186462	0.277588	-0.394775	0	0.0549030	-0.0146389	0.9835205	0	0.05744433	-0.01877093	0.98746800	0	252	506	1070417896	1070417896	147
0.283746	0.149231	0.337158	-0.484070	0	0.0539818	-0.0140285	0.9912930	0	0.05847383	-0.01392484	0.98845148	0	12	506	-1377712135	-1377712135	147
0.283766	0.423279	0.359985	-0.477966	0	0.0545330	-0.0121078	0.9926090	0	0.05680323	-0.01364565	0.99279237	0	28	506	-1525026417	-1525026417	147
0.283781	0.434326	0.010498	-0.616028	0	0.0499516	-0.0155869	0.9968033	0	0.05647254	-0.01418161	0.99948788	0	44	506	-251722248	-251722248	147
0.307792	1.048157	-0.060547	-0.545105	0	0.0537052	-0.0121021	0.9993477	0	0.05149984	-0.01674986	1.00302458	0	60	507	1578349695	1578349695	147
0.307885	1.179016	-0.594727	-0.522400	0	0.0557518	-0.0192127	0.9982758	0	0.05248213	-0.01706791	1.00570726	0	76	506	1235003602	1235003602	147
0.307897	1.285095	-0.403870	-0.296631	0	0.0545979	-0.0212688	0.9957714	0	0.05618691	-0.02027178	1.00526381	0	92	506	-1909287899	-1909287899	147
0.331771	1.129395	-0.546875	-0.376343	0	0.0535431	-0.0198479	0.9919243	0	0.05515504	-0.02002335	1.00299478	0	108	507	-1381223578	-1381223578	147
0.331818	0.916260	-0.277039	-0.464783	0	0.0522327	-0.0202389	0.9899483	0	0.05458450	-0.02577281	0.99948454	0	124	506	-390286437	-390286437	147
0.331830	0.672241	-0.075562	-0.367493	0	0.0530338	-0.0171986	0.9853268	0	0.05406356	-0.02324057	0.99437761	0	140	506	1011976286	1011976286	147
0.355771	0.445312	0.237854	-0.076660	0	0.0502300	-0.0184078	0.9834766	0	0.05420780	-0.02256298	0.99268341	0	156	506	-1758041993	-1758041993	147
0.355799	0.303223	0.713440	-0.062195	0	0.0527267	-0.0153923	0.9862938	0	0.05339146	-0.02420831	0.99103189	0	172	506	-409359263	-409359263	147
0.355864	0.207214	1.205017	-0.148621	0	0.0577126	-0.0111408	0.9812965	0	0.05264592	-0.02153492	0.99061370	0	188	506	-1880325222	-1880325222	147
0.379785	0.182312	1.414551	-0.322632	0	0.0582981	-0.0103951	0.9868603	0	0.05490971	-0.01713109	0.99116921	0	204	507	1758035109	1758035109	147
0.379815	0.314148	1.271057	-0.445007	0	0.0630417	-0.0088215	0.9826965	0	0.05742788	-0.01531482	0.99015975	0	220	506	1861955390	1861955390	147
0.379887	-0.016541	0.919678	-0.533691	0	0.0572548	-0.0117340	0.9857426	0	0.06207037	-0.01185226	0.99086213	0	236	507	804531899	804531899	147
0.403737	-0.228333	0.584351	-0.716431	0	0.0584202	-0.0143814	0.9849243	0	0.05965734	-0.01304197	0.99277210	0	252	507	1071638153	1071638153	147
0.403757	-0.345886	0.399292	-0.612488	0	0.0616016	-0.0129623	0.9805794	0	0.06178808	-0.01306844	0.99206448	0	12	507	194887380	194887380	147
