T[s]	GYRO_X	GYRO_Y	GYRO_Z	GyroSts	ACC_X	ACC_Y	ACC_Z	AccSts	INC_X	INC_Y	INC_Z	IncSts	Counter	Latency	RxCRC	CalCRC	DG_ID	
0.199421	-0.186707	0.535645	-2.031433	0	-0.0168381	0.0004139	-1.0061016	0	-0.01010895	-0.00047994	-1.00228739	0	187	506	1659568183	1659568183	147
0.199443	0.243591	0.320374	-2.081116	0	-0.0165081	-0.0007153	-1.0036125	0	-0.01085687	-0.00546622	-1.00247955	0	203	506	506437351	506437351	147
0.262980	1.055298	0.557922	-1.760437	0	-0.0217400	0.0000534	-1.0069523	0	-0.01447892	-0.00334692	-1.00013781	0	219	507	2045501655	2045501655	147
0.263092	1.455627	0.775269	-1.406189	0	-0.0194340	-0.0029259	-1.0061989	0	-0.01486540	-0.00470448	-0.99801373	0	235	507	304522575	304522575	147
0.263105	2.027283	0.903076	-1.078552	0	-0.0252209	-0.0028954	-1.0072365	0	-0.01771522	-0.00315309	-0.99711299	0	251	507	-635875365	-635875365	147
0.263117	2.095825	0.724792	-0.535034	0	-0.0298653	-0.0038948	-1.0090122	0	-0.02277470	-0.00432801	-0.99936962	0	11	507	1467812801	1467812801	147
0.263129	2.053162	0.227661	-0.382935	0	-0.0304947	-0.0035992	-1.0127010	0	-0.02129531	-0.00835109	-1.00150156	0	27	506	593145988	593145988	147
0.264917	1.739441	0.053284	0.028198	0	-0.0255680	0.0006580	-1.0119076	0	-0.02243376	-0.00637436	-1.00319576	0	43	506	1693893835	1693893835	147
0.264931	1.695862	-0.149780	0.035767	0	-0.0215836	0.0010204	-1.0122051	0	-0.02057958	-0.00094008	-1.00411582	0	59	506	-890598297	-890598297	147
0.264944	1.254089	-0.520386	0.183228	0	-0.0262108	-0.0000744	-1.0077534	0	-0.01891923	-0.00425124	-1.00259376	0	75	506	-2120914090	-2120914090	147
0.326955	0.668030	-0.709900	0.283813	0	-0.0229130	0.0004482	-1.0067711	0	-0.01888227	-0.00499654	-1.00356507	0	91	506	-1935585917	-1935585917	147
0.326988	0.053650	-0.405518	0.028076	0	-0.0231113	0.0060024	-1.0037403	0	-0.01983976	-0.00179124	-0.99949074	0	107	506	995574082	995574082	147
0.327004	0.178040	-0.127380	-0.083557	0	-0.0211372	0.0018044	-1.0024185	0	-0.01692033	-0.00115371	-0.99961472	0	123	507	-1289584894	-1289584894	147
0.327019	0.152039	0.626343	-0.500610	0	-0.0166988	0.0010471	-0.9989948	0	-0.01426983	-0.00052476	-0.99871469	0	139	507	1055239472	1055239472	147
0.327081	-0.016052	1.505310	-0.692505	0	-0.0119228	-0.0007210	-1.0014572	0	-0.01284003	-0.00152254	-0.99874330	0	155	507	762324722	762324722	147
0.327096	-0.292969	2.037659	-0.475403	0	-0.0147552	0.0007095	-1.0086136	0	-0.01212978	-0.00483751	-0.99982810	0	171	507	-2083406316	-2083406316	147
0.327111	-0.587219	2.138489	-0.422607	0	-0.0131435	-0.0073929	-1.0104027	0	-0.01295424	-0.00786185	-1.00014353	0	187	506	-1548137728	-1548137728	147
0.327146	-1.062500	1.918640	-0.354309	0	-0.0162144	-0.0074844	-1.0173225	0	-0.01334596	-0.01066327	-1.00469851	0	203	506	1167754479	1167754479	147
0.350919	-1.296814	1.205200	-0.389404	0	-0.0135403	-0.0057468	-1.0177097	0	-0.00952816	-0.01176238	-1.00904608	0	219	506	-8595805	-8595805	147
0.350936	-1.240662	0.171509	-0.282654	0	-0.0113869	-0.0080853	-1.0159187	0	-0.01108432	-0.01284766	-1.00946307	0	235	506	-604580603	-604580603	147
0.350947	-1.185913	-0.827271	-0.145203	0	-0.0164070	-0.0075073	-1.0133438	0	-0.01168299	-0.01086712	-1.00777721	0	251	506	759604401	759604401	147
0.374924	-0.578125	-1.112793	0.046448	0	-0.0180588	-0.0071583	-1.0098381	0	-0.01235342	-0.00909519	-1.00520205	0	11	505	-872941455	-872941455	147
0.374939	0.045654	-1.264160	0.316223	0	-0.0178642	-0.0051422	-1.0009327	0	-0.01228213	-0.00852203	-1.00087857	0	27	507	-2129869990	-2129869990	147
0.374951	0.653320	-1.095154	0.443481	0	-0.0206738	-0.0058670	-1.0029984	0	-0.01524425	-0.00564599	-0.99810648	0	43	507	550696369	550696369	147
0.398920	0.971375	-0.716064	0.506165	0	-0.0212955	0.0053387	-0.9998951	0	-0.01312327	-0.00762367	-0.99581122	0	59	507	-1630587753	-1630587753	147
0.398935	1.277283	-0.262268	0.653748	0	-0.0267754	0.0051250	-0.9964085	0	-0.01691651	-0.00354505	-0.99310303	0	75	507	243882992	243882992	147
0.398947	0.811523	0.498596	0.906921	0	-0.0249252	0.0000057	-1.0019035	0	-0.02175784	-0.00226092	-0.99325752	0	91	507	-978348451	-978348451	147
0.422936	0.337830	0.840149	0.808655	0	-0.0217838	0.0082092	-1.0027618	0	-0.02188158	0.00082731	-0.99753976	0	107	506	-2110206828	-2110206828	147
