frame number,timestamp
0,2.008023e+12
1,2.00809e+12
2,2.008158e+12
3,2.008226e+12
4,2.008285e+12
5,2.008357e+12
6,2.008426e+12
7,2.0085e+12
8,2.00857e+12
9,2.008627e+12
10,2.008694e+12
11,2.008756e+12
12,2.008811e+12
13,2.008877e+12
14,2.008945e+12
15,2.009019e+12
16,2.009081e+12
17,2.009148e+12
18,2.009221e+12
19,2.009292e+12
20,2.009362e+12
21,2.009418e+12
22,2.00949e+12
23,2.009559e+12
24,2.00962e+12
25,2.009686e+12
26,2.009747e+12
27,2.009815e+12
28,2.009893e+12
29,2.009946e+12
30,2.01001e+12
31,2.010087e+12
32,2.010156e+12
33,2.010223e+12
34,2.010294e+12
35,2.010351e+12
36,2.010413e+12
37,2.010497e+12
38,2.010561e+12
39,2.010624e+12
40,2.010692e+12
41,2.010761e+12
42,2.010828e+12
43,2.010899e+12
44,2.010961e+12
45,2.011029e+12
46,2.0111e+12
47,2.011161e+12
48,2.011233e+12
49,2.011298e+12
50,2.011357e+12
51,2.011426e+12
52,2.011498e+12
53,2.01157e+12
54,2.011631e+12
55,2.011701e+12
56,2.011766e+12
57,2.011826e+12
58,2.011904e+12
59,2.01198e+12
60,2.012041e+12
61,2.012099e+12
62,2.012178e+12
63,2.012231e+12
64,2.012305e+12
65,2.012379e+12
66,2.012438e+12
67,2.012503e+12
68,2.012579e+12
69,2.012651e+12
70,2.012714e+12
71,2.012783e+12
72,2.012842e+12
73,2.012912e+12
74,2.012974e+12
75,2.013042e+12
76,2.013109e+12
77,2.013168e+12
78,2.013242e+12
79,2.013307e+12
80,2.013386e+12
81,2.013447e+12
82,2.013521e+12
83,2.013574e+12
84,2.013642e+12
85,2.013729e+12
86,2.013789e+12
87,2.013851e+12
88,2.013922e+12
89,2.013984e+12
90,2.014057e+12
91,2.01412e+12
92,2.014187e+12
93,2.014268e+12
94,2.014317e+12
95,2.014388e+12
96,2.014453e+12
97,2.014519e+12
98,2.014582e+12
99,2.014659e+12
100,2.014723e+12
101,2.014791e+12
102,2.014857e+12
103,2.01492e+12
104,2.014984e+12
105,2.01505e+12
106,2.015122e+12
107,2.015188e+12
108,2.015258e+12
109,2.01532e+12
110,2.015384e+12
111,2.015455e+12
112,2.015526e+12
113,2.015599e+12
114,2.015663e+12
115,2.015724e+12
116,2.015789e+12
117,2.015856e+12
118,2.015924e+12
119,2.01599e+12
120,2.016062e+12
121,2.016129e+12
122,2.016188e+12
123,2.01626e+12
124,2.016325e+12
125,2.016393e+12
126,2.016462e+12
127,2.016528e+12
128,2.016594e+12
129,2.016663e+12
130,2.016732e+12
131,2.016802e+12
132,2.016868e+12
133,2.016937e+12
134,2.017001e+12
135,2.017066e+12
136,2.017132e+12
137,2.017201e+12
138,2.017267e+12
139,2.017338e+12
140,2.017404e+12
141,2.017465e+12
142,2.017538e+12
143,2.017603e+12
144,2.017673e+12
145,2.017739e+12
146,2.017811e+12
147,2.017871e+12
148,2.017936e+12
149,2.018001e+12
150,2.018074e+12
151,2.01814e+12
152,2.018206e+12
153,2.01827e+12
154,2.018341e+12
155,2.018411e+12
156,2.018473e+12
157,2.018551e+12
158,2.018611e+12
159,2.018676e+12
160,2.018743e+12
161,2.018812e+12
162,2.018874e+12
163,2.018943e+12
164,2.019015e+12
165,2.019079e+12
166,2.019145e+12
167,2.019213e+12
168,2.019282e+12
169,2.019342e+12
170,2.019414e+12
171,2.019481e+12
172,2.01955e+12
173,2.019617e+12
174,2.019682e+12
175,2.019744e+12
176,2.019814e+12
177,2.019878e+12
178,2.019949e+12
179,2.020021e+12
180,2.020085e+12
181,2.020151e+12
182,2.020217e+12
183,2.020282e+12
184,2.020354e+12
185,2.020418e+12
186,2.020484e+12
187,2.020554e+12
188,2.020619e+12
189,2.020682e+12
190,2.020754e+12
191,2.020819e+12
192,2.020887e+12
193,2.020957e+12
194,2.021021e+12
195,2.021097e+12
196,2.021154e+12
197,2.021223e+12
198,2.021288e+12
199,2.021357e+12
200,2.021428e+12
201,2.021492e+12
202,2.021557e+12
203,2.021627e+12
204,2.021692e+12
205,2.021761e+12
206,2.021829e+12
207,2.02189e+12
208,2.021959e+12
209,2.022027e+12
210,2.022092e+12
211,2.022162e+12
212,2.022225e+12
213,2.022294e+12
214,2.022365e+12
215,2.022429e+12
216,2.022496e+12
217,2.022564e+12
218,2.022627e+12
219,2.022693e+12
220,2.022762e+12
221,2.02283e+12
222,2.022892e+12
223,2.022969e+12
224,2.023033e+12
225,2.023101e+12
226,2.023168e+12
227,2.023233e+12
228,2.023297e+12
229,2.023368e+12
230,2.023437e+12
231,2.023499e+12
232,2.023571e+12
233,2.02364e+12
234,2.023715e+12
235,2.023767e+12
236,2.023835e+12
237,2.023903e+12
238,2.023969e+12
239,2.024036e+12
240,2.024104e+12
241,2.024169e+12
242,2.024243e+12
243,2.024303e+12
244,2.024372e+12
245,2.024447e+12
246,2.024503e+12
247,2.024583e+12
248,2.02464e+12
249,2.024713e+12
250,2.024776e+12
251,2.024842e+12
252,2.024906e+12
253,2.024974e+12
254,2.025042e+12
255,2.025112e+12
256,2.025178e+12
257,2.025243e+12
258,2.025306e+12
259,2.025378e+12
260,2.025442e+12
261,2.025508e+12
262,2.025575e+12
263,2.025645e+12
264,2.025723e+12
265,2.025781e+12
266,2.025854e+12
267,2.025914e+12
268,2.025984e+12
269,2.026051e+12
270,2.026112e+12
271,2.026177e+12
272,2.026253e+12
273,2.026318e+12
274,2.026388e+12
275,2.026457e+12
276,2.026519e+12
277,2.026593e+12
278,2.026658e+12
279,2.026722e+12
280,2.026784e+12
281,2.026853e+12
282,2.026924e+12
283,2.026983e+12
284,2.027056e+12
285,2.027128e+12
286,2.027187e+12
287,2.02726e+12
288,2.027324e+12
289,2.027388e+12
290,2.027462e+12
291,2.027523e+12
292,2.027596e+12
293,2.027662e+12
294,2.027734e+12
295,2.027796e+12
296,2.027861e+12
