0.849529	4.619430
11.705141	-3.499767
10.829882	5.246523
13.296134	-12.230225
19.423389	-2.687956
13.511852	-20.672050
18.374791	6.032930
34.131552	4.309759
30.046384	2.820293
14.395708	-29.560850
7.563635	35.317376
19.661737	4.337186
15.639402	36.205746
22.212084	-28.780589
5.567275	21.186027
6.775509	44.752725
-16.221136	18.254899
37.287235	-24.397137
8.815869	-2.369065
22.525003	-26.755791
-25.739832	6.044765
-14.120286	8.465630
-39.976913	4.428035
8.551032	-32.428705
-1.498291	24.624537
-25.969664	17.748571
-27.937086	1.509617
-41.098364	16.052382
-18.780601	34.120573
30.765755	7.986865
-12.026810	-34.711588
