-2.991472	5.045661
-2.854175	-2.463258
8.553985	16.814150
-8.038182	16.431952
12.824352	11.124126
13.138602	-8.207159
-19.160488	4.768177
-0.735571	-16.539504
-18.946325	-2.741711
6.583395	11.725606
6.124050	-8.991308
-6.056513	-9.201259
29.515473	18.258162
9.321818	-8.212092
-8.004876	11.316917
25.558800	-8.028660
-21.162609	11.362566
-35.329637	4.451666
-35.196122	-3.008814
12.599555	16.990342
25.267328	11.405901
-14.547777	11.157278
-16.779967	11.467777
31.225301	-8.600193
-32.095192	16.484773
13.702674	-14.750557
35.741313	24.029930
26.016760	17.489000
9.833409	-31.105313
-28.099924	-9.324919
9.770481	-25.394920
