frame number,timestamp
0,2068.039
1,2068.139
2,2068.239
3,2068.339
4,2068.439
5,2068.539
6,2068.639
7,2068.739
8,2068.839
9,2068.939
10,2069.039
11,2069.139
12,2069.239
13,2069.339
14,2069.439
15,2069.539
16,2069.639
17,2069.739
18,2069.839
19,2069.939
20,2070.039
21,2070.139
22,2070.239
23,2070.339
24,2070.439
25,2070.539
26,2070.639
27,2070.739
28,2070.839
29,2070.939
30,2071.039
31,2071.139
32,2071.239
33,2071.339
34,2071.439
35,2071.539
36,2071.639
37,2071.739
38,2071.839
39,2071.939
40,2072.039
41,2072.139
42,2072.239
43,2072.339
44,2072.439
45,2072.539
46,2072.639
47,2072.739
48,2072.839
49,2072.939
50,2073.039
51,2073.139
52,2073.239
53,2073.339
54,2073.439
55,2073.539
56,2073.639
57,2073.739
58,2073.839
59,2073.94
60,2074.04
61,2074.14
62,2074.24
63,2074.34
64,2074.44
65,2074.54
66,2074.64
67,2074.74
68,2074.84
69,2074.94
70,2075.04
71,2075.14
72,2075.24
73,2075.34
74,2075.44
75,2075.541
76,2075.641
77,2075.741
78,2075.841
79,2075.941
80,2076.041
81,2076.141
82,2076.241
83,2076.341
84,2076.441
85,2076.541
86,2076.641
87,2076.741
88,2076.841
89,2076.941
90,2077.041
91,2077.141
92,2077.241
93,2077.341
94,2077.441
95,2077.541
96,2077.641
97,2077.741
98,2077.841
99,2077.941
100,2078.041
101,2078.141
102,2078.241
103,2078.341
104,2078.441
105,2078.541
106,2078.641
107,2078.741
108,2078.841
109,2078.941
110,2079.041
111,2079.141
112,2079.241
113,2079.341
114,2079.441
115,2079.541
116,2079.641
117,2079.741
118,2079.841
119,2079.941
120,2080.041
121,2080.141
122,2080.241
123,2080.341
124,2080.441
125,2080.541
126,2080.641
127,2080.741
128,2080.841
129,2080.941
130,2081.041
131,2081.141
132,2081.241
133,2081.341
134,2081.441
135,2081.541
136,2081.641
137,2081.741
138,2081.841
139,2081.941
140,2082.041
141,2082.141
142,2082.241
143,2082.341
144,2082.441
145,2082.541
146,2082.641
147,2082.741
148,2082.841
149,2082.943
150,2083.044
151,2083.144
152,2083.244
153,2083.344
154,2083.444
155,2083.544
156,2083.644
157,2083.744
158,2083.844
159,2083.945
160,2084.045
161,2084.145
162,2084.245
163,2084.345
164,2084.445
165,2084.545
166,2084.645
167,2084.745
168,2084.845
169,2084.945
170,2085.045
171,2085.145
172,2085.245
173,2085.345
174,2085.445
175,2085.545
176,2085.645
177,2085.745
178,2085.845
179,2085.945
180,2086.045
181,2086.145
182,2086.245
183,2086.345
184,2086.445
185,2086.545
186,2086.645
187,2086.745
188,2086.845
189,2086.945
190,2087.045
191,2087.145
192,2087.245
193,2087.345
194,2087.445
195,2087.545
196,2087.645
197,2087.745
198,2087.845
199,2087.945
200,2088.045
201,2088.145
202,2088.245
203,2088.345
204,2088.445
205,2088.545
206,2088.645
207,2088.745
208,2088.845
209,2088.945
210,2089.045
211,2089.145
212,2089.245
213,2089.345
214,2089.445
215,2089.545
216,2089.645
217,2089.745
218,2089.845
219,2089.945
220,2090.045
221,2090.145
222,2090.245
223,2090.345
224,2090.445
225,2090.545
226,2090.645
227,2090.745
228,2090.845
229,2090.945
230,2091.045
231,2091.145
232,2091.245
233,2091.345
234,2091.445
235,2091.545
236,2091.645
237,2091.745
238,2091.845
239,2091.945
240,2092.045
241,2092.145
242,2092.245
243,2092.345
244,2092.445
245,2092.545
246,2092.645
247,2092.745
248,2092.845
249,2092.945
250,2093.045
251,2093.145
252,2093.245
253,2093.345
254,2093.445
255,2093.545
256,2093.645
257,2093.745
258,2093.845
259,2093.945
260,2094.045
261,2094.145
262,2094.245
263,2094.345
264,2094.445
265,2094.545
266,2094.645
267,2094.745
268,2094.845
269,2094.945
270,2095.048
271,2095.148
272,2095.248
273,2095.348
274,2095.448
275,2095.548
276,2095.648
277,2095.748
278,2095.848
279,2095.948
280,2096.048
281,2096.148
282,2096.248
283,2096.348
284,2096.448
285,2096.548
286,2096.648
287,2096.748
288,2096.848
289,2096.948
290,2097.048
291,2097.148
292,2097.248
293,2097.348
294,2097.448
295,2097.548
296,2097.648
297,2097.748
298,2097.848
299,2097.948
300,2098.048
301,2098.148
302,2098.248
303,2098.348
304,2098.448
305,2098.548
306,2098.648
307,2098.748
308,2098.848
309,2098.948
310,2099.048
311,2099.148
312,2099.248
313,2099.348
314,2099.448
315,2099.548
316,2099.648
317,2099.748
318,2099.848
319,2099.948
320,2100.048
321,2100.148
322,2100.248
323,2100.348
324,2100.448
325,2100.548
326,2100.648
327,2100.748
328,2100.848
329,2100.948
330,2101.048
331,2101.148
332,2101.248
333,2101.348
334,2101.448
335,2101.548
336,2101.648
337,2101.748
338,2101.848
339,2101.948
340,2102.048
341,2102.148
342,2102.249
343,2102.349
344,2102.449
345,2102.549
346,2102.649
347,2102.749
348,2102.849
349,2102.949
350,2103.049
351,2103.149
352,2103.249
353,2103.349
354,2103.449
355,2103.549
356,2103.649
357,2103.749
358,2103.849
359,2103.949
360,2104.049
361,2104.149
362,2104.249
363,2104.349
364,2104.449
365,2104.549
366,2104.649
367,2104.749
368,2104.849
369,2104.949
370,2105.049
371,2105.149
372,2105.249
373,2105.349
374,2105.449
375,2105.549
376,2105.649
377,2105.749
378,2105.849
379,2105.949
380,2106.049
381,2106.149
382,2106.249
383,2106.349
384,2106.449
385,2106.549
386,2106.649
387,2106.749
388,2106.849
389,2106.949
390,2107.049
391,2107.149
392,2107.249
393,2107.349
394,2107.449
395,2107.549
396,2107.649
397,2107.749
398,2107.849
399,2107.949
400,2108.049
401,2108.149
402,2108.249
403,2108.349
404,2108.449
405,2108.549
406,2108.649
407,2108.749
408,2108.849
409,2108.949
410,2109.049
411,2109.149
412,2109.249
413,2109.349
414,2109.449
415,2109.549
416,2109.649
417,2109.749
418,2109.849
419,2109.949
420,2110.049
421,2110.149
422,2110.249
423,2110.349
424,2110.449
425,2110.549
426,2110.649
427,2110.749
428,2110.849
429,2110.949
430,2111.049
431,2111.149
432,2111.249
433,2111.349
434,2111.449
435,2111.549
436,2111.649
437,2111.749
438,2111.849
439,2111.949
440,2112.049
441,2112.149
442,2112.249
443,2112.349
444,2112.449
445,2112.549
446,2112.649
447,2112.749
448,2112.849
449,2112.949
450,2113.049
451,2113.149
452,2113.249
453,2113.349
454,2113.449
455,2113.549
456,2113.649
457,2113.749
458,2113.849
459,2113.949
460,2114.049
461,2114.149
462,2114.249
463,2114.349
464,2114.449
465,2114.549
466,2114.649
467,2114.749
468,2114.849
469,2114.949
470,2115.049
471,2115.149
472,2115.249
473,2115.349
474,2115.449
475,2115.549
476,2115.649
477,2115.749
478,2115.849
479,2115.949
480,2116.049
481,2116.149
482,2116.249
483,2116.349
484,2116.449
485,2116.549
486,2116.649
487,2116.749
488,2116.849
489,2116.949
490,2117.049
491,2117.149
492,2117.249
493,2117.349
494,2117.449
495,2117.549
496,2117.649
497,2117.749
498,2117.849
499,2117.949
500,2118.049
501,2118.149
502,2118.249
503,2118.349
504,2118.449
505,2118.549
506,2118.649
507,2118.749
508,2118.849
509,2118.949
510,2119.049
511,2119.149
512,2119.249
513,2119.349
514,2119.449
515,2119.549
516,2119.649
517,2119.751
518,2119.851
519,2119.951
520,2120.051
521,2120.151
522,2120.251
523,2120.351
524,2120.451
525,2120.551
526,2120.651
527,2120.751
528,2120.851
529,2120.951
530,2121.051
531,2121.151
532,2121.251
533,2121.351
534,2121.451
535,2121.551
536,2121.651
537,2121.751
538,2121.851
539,2121.951
540,2122.051
541,2122.151
542,2122.251
543,2122.351
544,2122.451
545,2122.551
546,2122.651
547,2122.751
548,2122.851
549,2122.951
550,2123.051
