311.502726, -70.298267, 3.678963
299.341184, -70.126339, 3.585853
287.179643, -69.954406, 3.492743
275.018107, -69.782474, 3.399633
262.85656, -69.610548, 3.306523
250.695023, -69.438616, 3.213413
238.533483, -69.266684, 3.120303
226.371942, -69.094753, 3.027192
214.210402, -68.922823, 2.934082
202.048859, -68.750891, 2.840972
189.88732, -68.578962, 2.747862
177.72578, -68.407031, 2.654752
165.56424, -68.2351, 2.561642
153.402701, -68.063169, 2.468532
141.241159, -67.891238, 2.375421
129.07962, -67.719308, 2.282311
116.918079, -67.547376, 2.189201
104.756538, -67.375446, 2.096091
92.594998, -67.203516, 2.002981
80.433458, -67.031584, 1.909871
68.271916, -66.859654, 1.816761
56.110376, -66.687724, 1.72365
43.948837, -66.515792, 1.63054
31.787296, -66.343861, 1.53743
19.625755, -66.171931, 1.44432
7.464215, -66.0, 1.35121
311.502726, -82.298267, 3.678963
299.341184, -82.126339, 3.585853
287.179643, -81.954406, 3.492743
275.018107, -81.782474, 3.399633
262.85656, -81.610548, 3.306523
250.695023, -81.438616, 3.213413
238.533483, -81.266684, 3.120303
226.371942, -81.094753, 3.027192
214.210402, -80.922823, 2.934082
202.048859, -80.750891, 2.840972
189.88732, -80.578962, 2.747862
177.72578, -80.407031, 2.654752
165.56424, -80.2351, 2.561642
153.402701, -80.063169, 2.468532
141.241159, -79.891238, 2.375421
129.07962, -79.719308, 2.282311
116.918079, -79.547376, 2.189201
104.756538, -79.375446, 2.096091
92.594998, -79.203516, 2.002981
80.433458, -79.031584, 1.909871
68.271916, -78.859654, 1.816761
56.110376, -78.687724, 1.72365
43.948837, -78.515792, 1.63054
31.787296, -78.343861, 1.53743
19.625755, -78.171931, 1.44432
7.464215, -78.0, 1.35121
