frame number,timestamp
0,2068.039
1,2068.139
2,2068.249
3,2068.379
4,2068.479
5,2068.579
6,2068.679
7,2068.779
8,2068.879
9,2068.979
10,2069.107
11,2069.246
12,2069.346
13,2069.446
14,2069.546
15,2069.646
16,2069.746
17,2069.846
18,2069.946
19,2070.046
20,2070.146
21,2070.246
22,2070.346
23,2070.446
24,2070.546
25,2070.646
26,2070.746
27,2070.846
28,2070.946
29,2071.046
30,2071.146
31,2071.246
32,2071.346
33,2071.446
34,2071.546
35,2071.646
36,2071.746
37,2071.846
38,2071.946
39,2072.046
40,2072.146
41,2072.246
42,2072.346
43,2072.446
44,2072.546
45,2072.646
46,2072.746
47,2072.846
48,2072.946
49,2073.046
50,2073.146
51,2073.247
52,2073.347
53,2073.447
54,2073.547
55,2073.647
56,2073.747
57,2073.847
58,2073.947
59,2074.047
60,2074.147
61,2074.247
62,2074.347
63,2074.447
64,2074.547
65,2074.683
66,2074.836
67,2074.936
68,2075.036
69,2075.145
70,2075.245
71,2075.345
72,2075.445
73,2075.545
74,2075.645
75,2075.745
76,2075.845
77,2075.945
78,2076.045
79,2076.145
80,2076.245
81,2076.345
82,2076.445
83,2076.545
84,2076.645
85,2076.745
86,2076.845
87,2076.945
88,2077.045
89,2077.145
90,2077.245
91,2077.345
92,2077.445
93,2077.545
94,2077.645
95,2077.745
96,2077.845
97,2077.945
98,2078.045
99,2078.145
100,2078.245
101,2078.345
102,2078.445
103,2078.545
104,2078.645
105,2078.745
106,2078.845
107,2078.945
108,2079.045
109,2079.145
110,2079.245
111,2079.345
112,2079.445
113,2079.545
114,2079.645
115,2079.745
116,2079.845
117,2079.945
118,2080.045
119,2080.145
120,2080.245
121,2080.345
122,2080.445
123,2080.545
124,2080.645
125,2080.745
126,2080.845
127,2080.945
128,2081.045
129,2081.145
130,2081.245
131,2081.347
132,2081.448
133,2081.548
134,2081.648
135,2081.748
136,2081.848
137,2081.951
138,2082.051
139,2082.151
140,2082.251
141,2082.351
142,2082.451
143,2082.551
144,2082.652
145,2082.752
146,2082.852
147,2082.952
148,2083.052
149,2083.152
150,2083.252
151,2083.352
152,2083.452
153,2083.552
154,2083.652
155,2083.752
156,2083.852
157,2083.952
158,2084.052
159,2084.152
160,2084.252
161,2084.352
162,2084.452
163,2084.552
164,2084.652
165,2084.752
166,2084.852
167,2084.952
168,2085.052
169,2085.152
170,2085.252
171,2085.352
172,2085.452
173,2085.552
174,2085.652
175,2085.752
176,2085.852
177,2085.952
178,2086.052
179,2086.152
180,2086.252
181,2086.352
182,2086.452
183,2086.552
184,2086.652
185,2086.752
186,2086.852
187,2086.952
188,2087.052
189,2087.152
190,2087.252
191,2087.352
192,2087.452
193,2087.552
194,2087.652
195,2087.752
196,2087.852
197,2087.952
198,2088.052
199,2088.152
200,2088.252
201,2088.352
202,2088.452
203,2088.552
204,2088.652
205,2088.752
206,2088.852
207,2088.952
208,2089.052
209,2089.152
210,2089.252
211,2089.352
212,2089.452
213,2089.552
214,2089.652
215,2089.752
216,2089.852
217,2089.952
218,2090.052
219,2090.152
220,2090.252
221,2090.352
222,2090.459
223,2090.604
224,2090.704
225,2090.804
226,2090.904
227,2091.004
228,2091.104
229,2091.204
230,2091.304
231,2091.404
232,2091.504
233,2091.604
234,2091.704
235,2091.804
236,2091.904
237,2092.004
238,2092.104
239,2092.204
240,2092.304
241,2092.404
242,2092.504
243,2092.604
244,2092.704
245,2092.804
246,2092.904
247,2093.004
248,2093.104
249,2093.204
250,2093.304
251,2093.404
252,2093.504
253,2093.604
254,2093.704
255,2093.804
256,2093.904
257,2094.004
258,2094.104
259,2094.205
260,2094.305
261,2094.405
262,2094.505
263,2094.605
264,2094.705
265,2094.805
266,2094.905
267,2095.005
268,2095.105
269,2095.205
270,2095.305
271,2095.405
272,2095.505
273,2095.605
274,2095.705
275,2095.805
276,2095.905
277,2096.005
278,2096.105
279,2096.205
280,2096.305
281,2096.405
282,2096.505
283,2096.605
284,2096.705
285,2096.805
286,2096.905
287,2097.005
288,2097.105
289,2097.205
290,2097.305
291,2097.405
292,2097.506
293,2097.606
294,2097.706
295,2097.806
296,2097.906
297,2098.006
298,2098.106
299,2098.206
300,2098.306
301,2098.406
302,2098.506
303,2098.606
304,2098.706
305,2098.806
306,2098.906
307,2099.006
308,2099.106
309,2099.206
310,2099.306
311,2099.406
312,2099.506
313,2099.606
314,2099.706
315,2099.806
316,2099.906
317,2100.006
318,2100.106
319,2100.206
320,2100.306
321,2100.406
322,2100.506
323,2100.606
324,2100.706
325,2100.806
326,2100.906
327,2101.006
328,2101.106
329,2101.206
330,2101.306
331,2101.406
332,2101.506
333,2101.606
334,2101.706
335,2101.807
336,2101.907
337,2102.007
338,2102.107
339,2102.207
340,2102.307
341,2102.407
342,2102.507
343,2102.607
344,2102.707
345,2102.807
346,2102.907
347,2103.007
348,2103.107
349,2103.207
350,2103.307
351,2103.407
352,2103.507
353,2103.607
354,2103.707
355,2103.807
356,2103.907
357,2104.007
358,2104.107
359,2104.207
360,2104.307
361,2104.407
362,2104.507
363,2104.607
364,2104.707
365,2104.807
366,2104.907
367,2105.007
368,2105.107
369,2105.207
370,2105.307
371,2105.407
372,2105.507
373,2105.607
374,2105.707
375,2105.807
376,2105.907
377,2106.007
378,2106.107
379,2106.207
380,2106.307
381,2106.407
382,2106.507
383,2106.607
384,2106.707
385,2106.807
386,2106.907
387,2107.007
388,2107.108
389,2107.208
390,2107.308
391,2107.409
392,2107.509
393,2107.609
394,2107.709
395,2107.809
396,2107.91
397,2108.01
398,2108.11
399,2108.21
400,2108.31
401,2108.41
402,2108.51
403,2108.61
404,2108.71
405,2108.81
406,2108.91
407,2109.01
408,2109.11
409,2109.21
410,2109.31
411,2109.41
412,2109.51
413,2109.61
414,2109.71
415,2109.81
416,2109.91
417,2110.01
418,2110.11
419,2110.21
420,2110.31
421,2110.41
422,2110.51
423,2110.61
424,2110.71
425,2110.81
426,2110.91
427,2111.011
428,2111.111
429,2111.211
430,2111.311
431,2111.411
432,2111.511
433,2111.611
434,2111.712
435,2111.812
436,2111.912
437,2112.012
438,2112.112
439,2112.212
440,2112.312
441,2112.412
442,2112.513
443,2112.613
444,2112.713
445,2112.813
446,2112.913
447,2113.013
448,2113.113
449,2113.213
450,2113.313
451,2113.414
452,2113.514
453,2113.614
454,2113.714
455,2113.814
456,2113.914
457,2114.014
458,2114.114
459,2114.214
460,2114.314
461,2114.414
462,2114.514
463,2114.614
464,2114.714
465,2114.814
466,2114.914
467,2115.014
468,2115.114
469,2115.214
470,2115.314
471,2115.414
472,2115.514
473,2115.614
474,2115.714
475,2115.814
476,2115.914
477,2116.014
478,2116.114
479,2116.214
480,2116.314
481,2116.414
482,2116.514
483,2116.614
484,2116.714
485,2116.814
486,2116.914
487,2117.014
488,2117.114
489,2117.214
490,2117.314
491,2117.414
492,2117.514
493,2117.614
494,2117.714
495,2117.814
496,2117.914
497,2118.014
498,2118.114
499,2118.214
500,2118.314
501,2118.414
502,2118.514
503,2118.614
504,2118.714
505,2118.814
506,2118.914
507,2119.014
508,2119.114
509,2119.214
510,2119.314
511,2119.414
512,2119.514
513,2119.614
514,2119.714
515,2119.814
516,2119.914
517,2120.014
518,2120.114
519,2120.214
520,2120.314
521,2120.414
522,2120.514
523,2120.614
524,2120.714
525,2120.814
526,2120.914
527,2121.014
528,2121.114
529,2121.214
530,2121.314
531,2121.414
532,2121.514
533,2121.614
534,2121.714
535,2121.814
536,2121.914
537,2122.014
538,2122.114
539,2122.214
540,2122.314
541,2122.414
542,2122.514
543,2122.614
544,2122.714
545,2122.814
546,2122.914
547,2123.014
548,2123.114
549,2123.214
550,2123.314
