-2.252269	-6.703409
-5.631852	-6.670164
-5.234860	12.830491
-0.904029	19.037308
-15.769810	-7.094843
17.189846	13.061702
-9.605413	-7.144539
2.741265	-12.835956
-23.303175	-6.893199
26.642266	19.278796
-23.532931	12.925041
-13.363439	21.367627
-4.625711	25.531507
11.665927	18.911982
22.352402	-17.122556
15.509441	-13.035032
18.943050	-6.542278
-0.984551	-18.927455
-20.466781	-7.219057
-4.810109	36.249446
19.933874	-30.612150
15.785818	-22.814514
-0.895188	-25.277956
-26.438800	-7.262732
18.636996	13.438136
24.161725	13.762884
-0.828153	-31.582176
21.809971	-37.053777
-4.680311	29.343113
-4.629246	27.686381
20.939672	18.745868
22.921980	18.731516
-4.613879	30.941943
-4.634925	32.624070
-34.322765	13.239752
-29.284511	-12.394452
30.210823	13.837600
28.897068	-6.996589
-0.878922	-20.450495
27.022935	-18.505521
16.829279	-24.999029
