frame number,timestamp
0,1583853344.160012
1,1583853344.260568
2,1583853344.360186
3,1583853344.4600801
4,1583853344.567475
5,1583853344.6623542
6,1583853344.759519
7,1583853344.8591473
8,1583853344.959536
9,1583853345.0589607
10,1583853345.1591444
11,1583853345.259758
12,1583853345.3604724
13,1583853345.4608283
14,1583853345.5601194
15,1583853345.6593077
16,1583853345.759365
17,1583853345.85929
18,1583853345.9598079
19,1583853346.0597835
20,1583853346.1594315
21,1583853346.2585726
22,1583853346.3631577
23,1583853346.459918
24,1583853346.5586514
25,1583853346.6594405
26,1583853346.7595491
27,1583853346.8627436
28,1583853346.9602141
29,1583853347.0588293
30,1583853347.159448
31,1583853347.2595048
32,1583853347.359597
33,1583853347.4593778
34,1583853347.5590723
35,1583853347.6593192
36,1583853347.7639692
37,1583853347.8599608
38,1583853347.9604094
39,1583853348.059844
40,1583853348.160703
41,1583853348.2587233
42,1583853348.3589356
43,1583853348.4595773
44,1583853348.5614042
45,1583853348.6591587
46,1583853348.7592516
47,1583853348.8640504
48,1583853348.9603739
49,1583853349.0597534
50,1583853349.1598806
51,1583853349.2598138
52,1583853349.3591814
53,1583853349.4601946
54,1583853349.5595744
55,1583853349.659535
56,1583853349.7593834
57,1583853349.859387
58,1583853349.9602556
59,1583853350.0603092
60,1583853350.1603642
61,1583853350.2603555
62,1583853350.3604078
63,1583853350.4600215
64,1583853350.559228
65,1583853350.6592813
66,1583853350.7595043
67,1583853350.8594995
68,1583853350.9598358
69,1583853351.0592093
70,1583853351.159002
71,1583853351.259333
72,1583853351.359609
73,1583853351.4635348
74,1583853351.559304
75,1583853351.659726
76,1583853351.7635295
77,1583853351.8602867
78,1583853351.9603384
79,1583853352.0608609
80,1583853352.159385
81,1583853352.259868
82,1583853352.3608334
83,1583853352.4596534
84,1583853352.5594952
85,1583853352.6637013
86,1583853352.761495
87,1583853352.8603334
88,1583853352.959396
89,1583853353.0594003
90,1583853353.159132
91,1583853353.2594268
92,1583853353.3594387
93,1583853353.4597425
94,1583853353.559925
95,1583853353.659736
96,1583853353.7604556
97,1583853353.8599675
98,1583853353.9599693
99,1583853354.0596995
100,1583853354.15973
101,1583853354.2638786
102,1583853354.361242
103,1583853354.4608042
104,1583853354.5610187
105,1583853354.6605914
106,1583853354.7604446
107,1583853354.8604922
108,1583853354.9610672
109,1583853355.0609784
110,1583853355.1603398
111,1583853355.2608743
112,1583853355.3608432
113,1583853355.4606044
114,1583853355.5599792
115,1583853355.6598923
116,1583853355.7607064
117,1583853355.8612134
118,1583853355.9616292
119,1583853356.0594146
120,1583853356.1594625
121,1583853356.2635057
122,1583853356.3606887
123,1583853356.4610894
124,1583853356.5608618
125,1583853356.6604018
126,1583853356.7601318
127,1583853356.8598356
128,1583853356.9641416
129,1583853357.0608995
130,1583853357.1606297
131,1583853357.2614243
132,1583853357.3611765
133,1583853357.4618793
134,1583853357.5601552
135,1583853357.6599076
136,1583853357.763952
137,1583853357.861221
138,1583853357.9612377
139,1583853358.0607712
140,1583853358.1607919
141,1583853358.2619882
142,1583853358.3615923
143,1583853358.4598026
144,1583853358.5637076
145,1583853358.660971
146,1583853358.7615051
147,1583853358.8608758
148,1583853358.9609764
149,1583853359.0606058
150,1583853359.160982
151,1583853359.2615921
152,1583853359.3602269
153,1583853359.4643598
154,1583853359.561024
155,1583853359.6612496
156,1583853359.7618003
157,1583853359.861156
158,1583853359.9611967
159,1583853360.0614564
160,1583853360.161404
161,1583853360.26131
162,1583853360.3610914
163,1583853360.4614697
164,1583853360.5613122
165,1583853360.6606903
166,1583853360.761026
167,1583853360.862186
168,1583853360.9603055
169,1583853361.0616765
170,1583853361.1601176
171,1583853361.260326
172,1583853361.3641355
173,1583853361.4614995
174,1583853361.5606868
175,1583853361.6606236
176,1583853361.7611837
177,1583853361.8617332
178,1583853361.961184
179,1583853362.060964
180,1583853362.1608741
181,1583853362.2609162
182,1583853362.3616977
183,1583853362.460853
184,1583853362.5608766
185,1583853362.6608357
186,1583853362.7616248
187,1583853362.8619905
188,1583853362.9625368
189,1583853363.0614786
190,1583853363.162235
191,1583853363.2613144
192,1583853363.3611472
193,1583853363.4618835
194,1583853363.5620792
195,1583853363.6619153
196,1583853363.7613103
197,1583853363.8612432
198,1583853363.9620936
199,1583853364.0615373
200,1583853364.1615624
201,1583853364.2613285
202,1583853364.3615026
203,1583853364.4618108
204,1583853364.561248
205,1583853364.6620438
206,1583853364.7612207
207,1583853364.861112
208,1583853364.9611464
209,1583853365.061043
210,1583853365.1616096
211,1583853365.260686
212,1583853365.3610902
213,1583853365.461828
214,1583853365.56116
215,1583853365.6610975
216,1583853365.761768
217,1583853365.8620067
218,1583853365.961933
219,1583853366.0618253
220,1583853366.1613843
221,1583853366.262078
222,1583853366.3614264
223,1583853366.4619024
224,1583853366.5613136
225,1583853366.6618295
226,1583853366.7623262
227,1583853366.8621361
228,1583853366.9619176
229,1583853367.0617714
230,1583853367.161779
231,1583853367.26115
232,1583853367.3609927
233,1583853367.460789
234,1583853367.5650847
235,1583853367.6612337
236,1583853367.761438
237,1583853367.8611407
238,1583853367.961552
239,1583853368.062173
240,1583853368.1619227
241,1583853368.262368
242,1583853368.362388
243,1583853368.4618192
244,1583853368.5615506
245,1583853368.6619604
246,1583853368.7619855
247,1583853368.8627052
248,1583853368.961795
249,1583853369.0611916
250,1583853369.1608794
251,1583853369.2651868
252,1583853369.361112
253,1583853369.4612179
254,1583853369.5613022
255,1583853369.6623151
256,1583853369.7618563
257,1583853369.8617392
258,1583853369.9620144
259,1583853370.0621195
260,1583853370.1616414
261,1583853370.2623594
262,1583853370.3621597
263,1583853370.4620078
264,1583853370.5615773
265,1583853370.6613863
266,1583853370.7649896
267,1583853370.8608131
268,1583853370.9616208
269,1583853371.0622
