rosbagTimestamp,data
1543950365031724721,"""$GPRMC,190605.00,A,4150.0828905,N,08737.5850019,W,2.161,283.3,041218,0.0,E,A*29\r\"
1543950366035984002,"""$GPRMC,190606.00,A,4150.0829386,N,08737.5857620,W,1.621,277.1,041218,0.0,E,A*28\r\"
1543950367035133053,"""$GPRMC,190607.00,A,4150.0831212,N,08737.5862841,W,1.320,286.1,041218,0.0,E,A*29\r\"
1543950368035560076,"""$GPRMC,190608.00,A,4150.0831848,N,08737.5866724,W,0.495,284.9,041218,0.0,E,A*29\r\"
1543950369036493685,"""$GPRMC,190609.00,A,4150.0831185,N,08737.5866540,W,0.020,260.4,041218,0.0,E,A*2D\r\"
1543950370035647406,"""$GPRMC,190610.00,A,4150.0831100,N,08737.5867217,W,0.033,176.6,041218,0.0,E,A*28\r\"
1543950371036624211,"""$GPRMC,190611.00,A,4150.0831250,N,08737.5867317,W,0.038,217.5,041218,0.0,E,A*22\r\"
1543950372037064210,"""$GPRMC,190612.00,A,4150.0830749,N,08737.5867551,W,0.034,25.9,041218,0.0,E,A*1A\r\n"""
1543950373037398720,"""$GPRMC,190613.00,A,4150.0831224,N,08737.5867920,W,0.070,307.4,041218,0.0,E,A*20\r\"
1543950374036132986,"""$GPRMC,190614.00,A,4150.0831156,N,08737.5869621,W,1.229,294.3,041218,0.0,E,A*22\r\"
1543950375037199888,"""$GPRMC,190615.00,A,4150.0833792,N,08737.5876988,W,2.915,294.8,041218,0.0,E,A*21\r\"
1543950376043327761,"""$GPRMC,190616.00,A,4150.0839876,N,08737.5887927,W,3.339,316.3,041218,0.0,E,A*23\r\"
1543950377040169129,"""$GPRMC,190617.00,A,4150.0850940,N,08737.5896949,W,5.525,339.4,041218,0.0,E,A*26\r\"
1543950378028997899,"""$GPRMC,190618.00,A,4150.0868333,N,08737.5900637,W,6.121,358.9,041218,0.0,E,A*2D\r\"
1543950379029331847,"""$GPRMC,190619.00,A,4150.0888994,N,08737.5899863,W,7.553,3.1,041218,0.0,E,A*2E\r\n"""
1543950380036075979,"""$GPRMC,190620.00,A,4150.0911325,N,08737.5898899,W,9.062,3.0,041218,0.0,E,A*29\r\n"""
1543950381029371456,"""$GPRMC,190621.00,A,4150.0934387,N,08737.5899528,W,9.247,358.4,041218,0.0,E,A*2D\r\"
1543950382019626345,"""$GPRMC,190622.00,V,4150.0936153,N,08737.5914352,W,,,041218,0.0,E,N*32\r\n"""
1543950383019630017,"""$GPRMC,190623.00,A,4150.0993014,N,08737.5899836,W,9.702,359.4,041218,0.0,E,A*2C\r\"
1543950384023112124,"""$GPRMC,190624.00,A,4150.1019404,N,08737.5901912,W,10.507,358.9,041218,0.0,E,A*10\r\"
1543950385019571802,"""$GPRMC,190625.00,V,4150.1019318,N,08737.5916989,W,,,041218,0.0,E,N*33\r\n"""
1543950386023385020,"""$GPRMC,190626.00,A,4150.1075080,N,08737.5903968,W,9.996,358.2,041218,0.0,E,A*28\r\"
1543950387022960839,"""$GPRMC,190627.00,A,4150.1102219,N,08737.5905418,W,10.228,0.2,041218,0.0,E,A*1E\r\n"""
1543950388019343295,"""$GPRMC,190628.00,A,4150.1132810,N,08737.5905912,W,10.086,359.2,041218,0.0,E,A*1F\r\"
1543950389020790939,"""$GPRMC,190629.00,A,4150.1166674,N,08737.5901866,W,10.187,358.5,041218,0.0,E,A*13\r\"
1543950390013098014,"""$GPRMC,190630.00,A,4150.1198442,N,08737.5902024,W,10.147,0.2,041218,0.0,E,A*15\r\n"""
1543950391003339652,"""$GPRMC,190631.00,A,4150.1225317,N,08737.5904908,W,9.083,355.7,041218,0.0,E,A*20\r\"
1543950392018798105,"""$GPRMC,190632.00,A,4150.1252681,N,08737.5903163,W,10.447,356.9,041218,0.0,E,A*12\r\"
1543950393002712523,"""$GPRMC,190633.00,V,,,,,,,041218,0.0,E,N*16\r\n"""
1543950394011103039,"""$GPRMC,190634.00,V,4150.1290334,N,08737.5911402,W,,,041218,0.0,E,N*37\r\n"""
1543950395010020420,"""$GPRMC,190635.00,V,4150.1309112,N,08737.5916439,W,,,041218,0.0,E,N*3E\r\n"""
1543950396002034708,"""$GPRMC,190636.00,V,4150.1385234,N,08737.5892212,W,,,041218,0.0,E,N*3C\r\n"""
1543950397022756796,"""$GPRMC,190637.00,A,4150.1381714,N,08737.5905072,W,9.142,0.4,041218,0.0,E,A*27\r\n"""
1543950398011711023,"""$GPRMC,190638.00,A,4150.1417289,N,08737.5904702,W,8.048,356.6,041218,0.0,E,A*28\r\"
1543950399020013767,"""$GPRMC,190639.00,A,4150.1439479,N,08737.5910197,W,8.211,355.2,041218,0.0,E,A*2A\r\"
1543950400011811061,"""$GPRMC,190640.00,A,4150.1461353,N,08737.5907002,W,8.309,355.2,041218,0.0,E,A*25\r\"
1543950401037261745,"""$GPRMC,190641.00,A,4150.1477014,N,08737.5909599,W,9.078,359.2,041218,0.0,E,A*22\r\"
1543950402036189196,"""$GPRMC,190642.00,A,4150.1503776,N,08737.5908235,W,8.400,359.3,041218,0.0,E,A*2B\r\"
1543950403038684894,"""$GPRMC,190643.00,A,4150.1525333,N,08737.5911748,W,8.344,359.0,041218,0.0,E,A*28\r\"
1543950404026833596,"""$GPRMC,190644.00,A,4150.1552519,N,08737.5909325,W,8.621,359.1,041218,0.0,E,A*20\r\"
1543950405035804321,"""$GPRMC,190645.00,A,4150.1578534,N,08737.5909674,W,8.432,357.2,041218,0.0,E,A*2A\r\"
1543950406019624585,"""$GPRMC,190646.00,A,4150.1609145,N,08737.5908758,W,9.175,358.6,041218,0.0,E,A*2C\r\"
1543950407027931679,"""$GPRMC,190647.00,A,4150.1634453,N,08737.5909502,W,9.251,359.6,041218,0.0,E,A*29\r\"
1543950408035666705,"""$GPRMC,190648.00,A,4150.1650969,N,08737.5912664,W,9.461,358.3,041218,0.0,E,A*28\r\"
1543950409015746593,"""$GPRMC,190649.00,A,4150.1672934,N,08737.5918226,W,10.010,359.5,041218,0.0,E,A*14\r\"
1543950410023597519,"""$GPRMC,190650.00,A,4150.1700512,N,08737.5916646,W,9.921,359.3,041218,0.0,E,A*29\r\"
1543950411036819112,"""$GPRMC,190651.00,A,4150.1728525,N,08737.5919568,W,10.227,0.2,041218,0.0,E,A*1D\r\n"""
1543950412024137194,"""$GPRMC,190652.00,A,4150.1772692,N,08737.5911826,W,10.816,358.6,041218,0.0,E,A*13\r\"
1543950413039925959,"""$GPRMC,190653.00,A,4150.1787579,N,08737.5919460,W,10.500,359.7,041218,0.0,E,A*12\r\"
1543950414034623256,"""$GPRMC,190654.00,A,4150.1814479,N,08737.5921423,W,10.384,355.9,041218,0.0,E,A*15\r\"
1543950415035864590,"""$GPRMC,190655.00,A,4150.1842793,N,08737.5921804,W,10.294,359.9,041218,0.0,E,A*15\r\"
1543950416035521966,"""$GPRMC,190656.00,A,4150.1871526,N,08737.5921592,W,10.534,359.1,041218,0.0,E,A*1D\r\"
1543950417039919853,"""$GPRMC,190657.00,A,4150.1902129,N,08737.5921940,W,10.209,358.3,041218,0.0,E,A*1B\r\"
1543950418019806523,"""$GPRMC,190658.00,A,4150.1928384,N,08737.5923970,W,11.036,359.8,041218,0.0,E,A*1D\r\"
1543950419020056555,"""$GPRMC,190659.00,A,4150.1959148,N,08737.5922484,W,11.160,358.6,041218,0.0,E,A*12\r\"
1543950420027786275,"""$GPRMC,190700.00,A,4150.1991785,N,08737.5924291,W,11.085,360.0,041218,0.0,E,A*1F\r\"
1543950421026946574,"""$GPRMC,190701.00,A,4150.2022973,N,08737.5924977,W,11.290,358.8,041218,0.0,E,A*1D\r\"
1543950422011973533,"""$GPRMC,190702.00,A,4150.2070566,N,08737.5915768,W,12.257,1.9,041218,0.0,E,A*15\r\n"""
1543950423025779650,"""$GPRMC,190703.00,A,4150.2087220,N,08737.5921189,W,10.514,359.0,041218,0.0,E,A*12\r\"
1543950424034396352,"""$GPRMC,190704.00,A,4150.2115808,N,08737.5924746,W,10.381,358.8,041218,0.0,E,A*1C\r\"
1543950425027775127,"""$GPRMC,190705.00,A,4150.2147187,N,08737.5925965,W,10.364,358.0,041218,0.0,E,A*19\r\"
1543950426019637816,"""$GPRMC,190706.00,A,4150.2176440,N,08737.5936832,W,10.678,359.0,041218,0.0,E,A*1E\r\"
1543950427019361599,"""$GPRMC,190707.00,A,4150.2220633,N,08737.5918296,W,10.661,358.4,041218,0.0,E,A*1C\r\"
1543950428010672453,"""$GPRMC,190708.00,V,4150.2266895,N,08737.5910259,W,,,041218,0.0,E,N*3A\r\n"""
1543950429025479898,"""$GPRMC,190709.00,A,4150.2262159,N,08737.5927995,W,9.301,355.8,041218,0.0,E,A*21\r\"
1543950430026734601,"""$GPRMC,190710.00,A,4150.2286179,N,08737.5930031,W,9.918,357.5,041218,0.0,E,A*2D\r\"
1543950431024232082,"""$GPRMC,190711.00,A,4150.2315909,N,08737.5931830,W,9.554,2.7,041218,0.0,E,A*25\r\n"""
1543950432033145706,"""$GPRMC,190712.00,A,4150.2342380,N,08737.5928920,W,10.220,1.4,041218,0.0,E,A*1B\r\n"""
1543950433030378448,"""$GPRMC,190713.00,A,4150.2369932,N,08737.5931064,W,9.873,358.1,041218,0.0,E,A*2F\r\"
1543950434027184705,"""$GPRMC,190714.00,A,4150.2396778,N,08737.5931180,W,9.685,359.2,041218,0.0,E,A*26\r\"
1543950435028498055,"""$GPRMC,190715.00,A,4150.2423426,N,08737.5933861,W,10.357,357.8,041218,0.0,E,A*14\r\"
1543950436023208200,"""$GPRMC,190716.00,A,4150.2459728,N,08737.5928178,W,10.068,358.0,041218,0.0,E,A*14\r\"
1543950437023558388,"""$GPRMC,190717.00,A,4150.2482856,N,08737.5930492,W,9.684,356.8,041218,0.0,E,A*27\r\"
1543950438031296337,"""$GPRMC,190718.00,A,4150.2502352,N,08737.5933287,W,10.099,359.3,041218,0.0,E,A*19\r\"
1543950439023439690,"""$GPRMC,190719.00,A,4150.2532627,N,08737.5937624,W,10.465,358.9,041218,0.0,E,A*19\r\"
1543950440026294523,"""$GPRMC,190720.00,A,4150.2559689,N,08737.5939154,W,10.192,357.9,041218,0.0,E,A*16\r\"
1543950441022518974,"""$GPRMC,190721.00,A,4150.2597658,N,08737.5933322,W,10.805,359.9,041218,0.0,E,A*19\r\"
1543950442022975497,"""$GPRMC,190722.00,A,4150.2624365,N,08737.5938192,W,11.277,359.3,041218,0.0,E,A*1C\r\"
1543950443027330179,"""$GPRMC,190723.00,A,4150.2656631,N,08737.5938436,W,10.977,359.0,041218,0.0,E,A*1E\r\"
1543950444030179315,"""$GPRMC,190724.00,A,4150.2685072,N,08737.5941942,W,11.434,357.8,041218,0.0,E,A*1B\r\"
1543950445027585121,"""$GPRMC,190725.00,A,4150.2715043,N,08737.5943245,W,11.267,359.4,041218,0.0,E,A*1C\r\"
1543950446035173784,"""$GPRMC,190726.00,A,4150.2745399,N,08737.5945653,W,11.648,357.7,041218,0.0,E,A*1F\r\"
1543950447023394520,"""$GPRMC,190727.00,A,4150.2779132,N,08737.5944309,W,12.487,358.8,041218,0.0,E,A*1B\r\"
1543950448027551896,"""$GPRMC,190728.00,A,4150.2812765,N,08737.5946960,W,11.734,359.4,041218,0.0,E,A*10\r\"
1543950449026402393,"""$GPRMC,190729.00,A,4150.2843957,N,08737.5946859,W,11.025,359.8,041218,0.0,E,A*1A\r\"
1543950450039309627,"""$GPRMC,190730.00,A,4150.2877308,N,08737.5949747,W,11.085,359.5,041218,0.0,E,A*1D\r\"
1543950451040410172,"""$GPRMC,190731.00,A,4150.2907317,N,08737.5946707,W,10.429,5.7,041218,0.0,E,A*14\r\n"""
1543950452035411328,"""$GPRMC,190732.00,A,4150.2932205,N,08737.5936045,W,9.897,24.6,041218,0.0,E,A*16\r\n"""
1543950453039245296,"""$GPRMC,190733.00,A,4150.2955581,N,08737.5915287,W,9.691,50.2,041218,0.0,E,A*1F\r\n"""
1543950454038344012,"""$GPRMC,190734.00,A,4150.2966308,N,08737.5882848,W,9.629,73.6,041218,0.0,E,A*1F\r\n"""
1543950455039144305,"""$GPRMC,190735.00,A,4150.2970539,N,08737.5846073,W,10.288,87.0,041218,0.0,E,A*2F\r\"
1543950456040349142,"""$GPRMC,190736.00,A,4150.2971158,N,08737.5807453,W,10.846,87.1,041218,0.0,E,A*24\r\"
1543950457040456843,"""$GPRMC,190737.00,A,4150.2972046,N,08737.5765978,W,11.210,85.8,041218,0.0,E,A*24\r\"
1543950458023350685,"""$GPRMC,190738.00,A,4150.2974882,N,08737.5724141,W,11.659,86.9,041218,0.0,E,A*21\r\"
1543950459035388843,"""$GPRMC,190739.00,A,4150.2977573,N,08737.5680014,W,11.499,83.6,041218,0.0,E,A*2A\r\"
1543950460015022347,"""$GPRMC,190740.00,A,4150.2980102,N,08737.5636486,W,11.968,84.4,041218,0.0,E,A*2A\r\"
1543950461002303495,"""$GPRMC,190741.00,A,4150.2983523,N,08737.5589170,W,12.961,86.6,041218,0.0,E,A*2E\r\"
1543950462011023567,"""$GPRMC,190742.00,A,4150.2989475,N,08737.5540438,W,12.704,88.4,041218,0.0,E,A*28\r\"
1543950463018227570,"""$GPRMC,190743.00,A,4150.2985394,N,08737.5494371,W,13.073,87.8,041218,0.0,E,A*2A\r\"
1543950464034402409,"""$GPRMC,190744.00,A,4150.2984413,N,08737.5448260,W,11.753,87.9,041218,0.0,E,A*22\r\"
1543950465035093962,"""$GPRMC,190745.00,A,4150.2984479,N,08737.5405619,W,11.213,88.9,041218,0.0,E,A*22\r\"
1543950466034070260,"""$GPRMC,190746.00,A,4150.2987589,N,08737.5365331,W,10.712,88.2,041218,0.0,E,A*2C\r\"
1543950467025924415,"""$GPRMC,190747.00,A,4150.2986299,N,08737.5324808,W,10.641,90.7,041218,0.0,E,A*25\r\"
1543950468027036502,"""$GPRMC,190748.00,A,4150.2985906,N,08737.5285070,W,10.696,88.1,041218,0.0,E,A*2C\r\"
1543950469027382296,"""$GPRMC,190749.00,A,4150.2985281,N,08737.5244608,W,11.133,89.4,041218,0.0,E,A*20\r\"
1543950470027771297,"""$GPRMC,190750.00,A,4150.2987765,N,08737.5204283,W,11.132,87.7,041218,0.0,E,A*2A\r\"
1543950471035041457,"""$GPRMC,190751.00,A,4150.2988927,N,08737.5163634,W,11.153,89.5,041218,0.0,E,A*2D\r\"
1543950472027851425,"""$GPRMC,190752.00,A,4150.2991382,N,08737.5117802,W,11.384,89.5,041218,0.0,E,A*23\r\"
1543950473031003578,"""$GPRMC,190753.00,A,4150.2997319,N,08737.5078719,W,11.611,88.6,041218,0.0,E,A*20\r\"
1543950474039018580,"""$GPRMC,190754.00,A,4150.2992415,N,08737.5035435,W,11.971,89.6,041218,0.0,E,A*25\r\"
1543950475031047335,"""$GPRMC,190755.00,A,4150.2993733,N,08737.4990862,W,12.192,89.7,041218,0.0,E,A*2C\r\"
1543950476042916478,"""$GPRMC,190756.00,A,4150.2990356,N,08737.4943266,W,11.638,89.4,041218,0.0,E,A*2C\r\"
1543950477039821552,"""$GPRMC,190757.00,A,4150.2992327,N,08737.4900781,W,11.579,90.9,041218,0.0,E,A*21\r\"
1543950478027023974,"""$GPRMC,190758.00,A,4150.2994162,N,08737.4858229,W,11.643,88.2,041218,0.0,E,A*28\r\"
1543950479026620101,"""$GPRMC,190759.00,A,4150.3000252,N,08737.4812845,W,11.683,90.2,041218,0.0,E,A*27\r\"
1543950480026744707,"""$GPRMC,190800.00,A,4150.3001134,N,08737.4768806,W,11.337,90.1,041218,0.0,E,A*2A\r\"
1543950481034899316,"""$GPRMC,190801.00,A,4150.3002685,N,08737.4727732,W,10.880,88.6,041218,0.0,E,A*2E\r\"
1543950482035273802,"""$GPRMC,190802.00,A,4150.3001792,N,08737.4688271,W,10.650,90.3,041218,0.0,E,A*20\r\"
1543950483030921125,"""$GPRMC,190803.00,A,4150.3001500,N,08737.4646322,W,10.869,89.4,041218,0.0,E,A*26\r\"
1543950484038820947,"""$GPRMC,190804.00,A,4150.3002222,N,08737.4607631,W,10.877,90.1,041218,0.0,E,A*25\r\"
1543950485030924219,"""$GPRMC,190805.00,A,4150.3010356,N,08737.4566601,W,10.782,92.3,041218,0.0,E,A*27\r\"
1543950486032703447,"""$GPRMC,190806.00,A,4150.3010424,N,08737.4526520,W,10.598,90.9,041218,0.0,E,A*23\r\"
1543950487034833086,"""$GPRMC,190807.00,A,4150.3010161,N,08737.4486422,W,10.743,90.7,041218,0.0,E,A*24\r\"
1543950488032253732,"""$GPRMC,190808.00,A,4150.3001776,N,08737.4447410,W,10.492,94.1,041218,0.0,E,A*2A\r\"
1543950489043685627,"""$GPRMC,190809.00,A,4150.2994581,N,08737.4409927,W,10.200,94.9,041218,0.0,E,A*23\r\"
1543950490042919246,"""$GPRMC,190810.00,A,4150.2990553,N,08737.4375005,W,9.752,96.7,041218,0.0,E,A*13\r\n"""
1543950491043327521,"""$GPRMC,190811.00,A,4150.2987441,N,08737.4339752,W,9.517,94.4,041218,0.0,E,A*19\r\n"""
1543950492039455193,"""$GPRMC,190812.00,A,4150.2990787,N,08737.4301519,W,9.105,92.0,041218,0.0,E,A*16\r\n"""
1543950493043574946,"""$GPRMC,190813.00,A,4150.2990285,N,08737.4269318,W,8.288,90.1,041218,0.0,E,A*1C\r\n"""
1543950494042980799,"""$GPRMC,190814.00,A,4150.2987106,N,08737.4240562,W,7.336,90.0,041218,0.0,E,A*1F\r\n"""
1543950495044394038,"""$GPRMC,190815.00,A,4150.2984635,N,08737.4219315,W,6.030,89.2,041218,0.0,E,A*1E\r\n"""
1543950496045239026,"""$GPRMC,190816.00,A,4150.2983936,N,08737.4201166,W,3.867,94.8,041218,0.0,E,A*10\r\n"""
1543950497042747396,"""$GPRMC,190817.00,A,4150.2997942,N,08737.4185318,W,1.759,93.6,041218,0.0,E,A*1A\r\n"""
1543950498043663854,"""$GPRMC,190818.00,A,4150.2982481,N,08737.4185907,W,1.361,83.8,041218,0.0,E,A*17\r\n"""
1543950499043077806,"""$GPRMC,190819.00,A,4150.2982114,N,08737.4190074,W,3.124,91.5,041218,0.0,E,A*19\r\n"""
1543950500043871956,"""$GPRMC,190820.00,A,4150.2983374,N,08737.4174183,W,5.005,91.6,041218,0.0,E,A*12\r\n"""
1543950501042745596,"""$GPRMC,190821.00,A,4150.2979997,N,08737.4155097,W,5.467,113.6,041218,0.0,E,A*2D\r\"
1543950502044532004,"""$GPRMC,190822.00,A,4150.2971516,N,08737.4137800,W,6.111,137.2,041218,0.0,E,A*24\r\"
1543950503048012149,"""$GPRMC,190823.00,A,4150.2955501,N,08737.4125244,W,7.347,158.5,041218,0.0,E,A*22\r\"
1543950504046798485,"""$GPRMC,190824.00,A,4150.2933304,N,08737.4118152,W,8.838,173.9,041218,0.0,E,A*25\r\"
1543950505042557472,"""$GPRMC,190825.00,A,4150.2906886,N,08737.4114365,W,10.344,176.2,041218,0.0,E,A*1E\r\"
1543950506027599595,"""$GPRMC,190826.00,A,4150.2884116,N,08737.4096572,W,10.882,176.9,041218,0.0,E,A*17\r\"
1543950507039121968,"""$GPRMC,190827.00,A,4150.2857436,N,08737.4090595,W,10.879,177.5,041218,0.0,E,A*19\r\"
1543950508027530146,"""$GPRMC,190828.00,A,4150.2817037,N,08737.4095889,W,9.825,180.7,041218,0.0,E,A*29\r\"
1543950509034796536,"""$GPRMC,190829.00,A,4150.2793000,N,08737.4093145,W,9.152,176.9,041218,0.0,E,A*2E\r\"
1543950510034766752,"""$GPRMC,190830.00,A,4150.2766448,N,08737.4092795,W,9.069,176.4,041218,0.0,E,A*2A\r\"
1543950511027384839,"""$GPRMC,190831.00,A,4150.2748607,N,08737.4084428,W,9.291,176.4,041218,0.0,E,A*29\r\"
1543950512019552941,"""$GPRMC,190832.00,A,4150.2715025,N,08737.4089350,W,10.273,177.9,041218,0.0,E,A*19\r\"
1543950513020241974,"""$GPRMC,190833.00,A,4150.2686466,N,08737.4087575,W,10.840,177.3,041218,0.0,E,A*1F\r\"
1543950514019457846,"""$GPRMC,190834.00,A,4150.2655652,N,08737.4086888,W,10.579,178.5,041218,0.0,E,A*13\r\"
1543950515027538304,"""$GPRMC,190835.00,A,4150.2626101,N,08737.4086163,W,9.458,173.9,041218,0.0,E,A*26\r\"
1543950516018983172,"""$GPRMC,190836.00,V,4150.2582911,N,08737.4099640,W,,,041218,0.0,E,N*3D\r\n"""
1543950517018822460,"""$GPRMC,190837.00,V,4150.2543398,N,08737.4097406,W,,,041218,0.0,E,N*34\r\n"""
1543950518012339652,"""$GPRMC,190838.00,V,4150.2514691,N,08737.4097331,W,,,041218,0.0,E,N*36\r\n"""
1543950519014407993,"""$GPRMC,190839.00,V,4150.2487999,N,08737.4096233,W,,,041218,0.0,E,N*39\r\n"""
1543950520012481549,"""$GPRMC,190840.00,V,4150.2460469,N,08737.4095461,W,,,041218,0.0,E,N*3E\r\n"""
1543950521015422094,"""$GPRMC,190841.00,A,4150.2450517,N,08737.4085721,W,10.157,179.0,041218,0.0,E,A*17\r\"
1543950522019324597,"""$GPRMC,190842.00,A,4150.2438329,N,08737.4077292,W,9.885,179.3,041218,0.0,E,A*2C\r\"
1543950523022797767,"""$GPRMC,190843.00,A,4150.2411578,N,08737.4078036,W,10.470,180.5,041218,0.0,E,A*19\r\"
1543950524026784380,"""$GPRMC,190844.00,A,4150.2376594,N,08737.4079247,W,9.827,177.2,041218,0.0,E,A*26\r\"
1543950525022476655,"""$GPRMC,190845.00,A,4150.2349986,N,08737.4077725,W,10.354,179.1,041218,0.0,E,A*11\r\"
1543950526027222925,"""$GPRMC,190846.00,A,4150.2322027,N,08737.4077075,W,9.853,178.7,041218,0.0,E,A*2C\r\"
1543950527031541382,"""$GPRMC,190847.00,A,4150.2295103,N,08737.4076694,W,10.065,179.3,041218,0.0,E,A*1F\r\"
1543950528024333985,"""$GPRMC,190848.00,A,4150.2265988,N,08737.4075602,W,10.307,179.2,041218,0.0,E,A*1E\r\"
1543950529026652502,"""$GPRMC,190849.00,A,4150.2235378,N,08737.4076128,W,10.369,179.9,041218,0.0,E,A*10\r\"
1543950530028088551,"""$GPRMC,190850.00,A,4150.2206897,N,08737.4076809,W,10.443,179.4,041218,0.0,E,A*1A\r\"
1543950531016771212,"""$GPRMC,190851.00,A,4150.2170331,N,08737.4079852,W,10.406,179.2,041218,0.0,E,A*18\r\"
1543950532031320438,"""$GPRMC,190852.00,A,4150.2147876,N,08737.4071099,W,10.383,179.3,041218,0.0,E,A*1B\r\"
1543950533023233425,"""$GPRMC,190853.00,A,4150.2121588,N,08737.4071903,W,10.979,179.2,041218,0.0,E,A*12\r\"
1543950534016544894,"""$GPRMC,190854.00,V,4150.1996531,N,08737.4121536,W,,,041218,0.0,E,N*3D\r\n"""
1543950535022775799,"""$GPRMC,190855.00,V,4150.1964855,N,08737.4120861,W,,,041218,0.0,E,N*30\r\n"""
1543950536027270160,"""$GPRMC,190856.00,A,4150.2026837,N,08737.4070795,W,11.380,179.1,041218,0.0,E,A*16\r\"
1543950537027331295,"""$GPRMC,190857.00,A,4150.1994880,N,08737.4069580,W,11.656,178.5,041218,0.0,E,A*1D\r\"
1543950538027154393,"""$GPRMC,190858.00,A,4150.1937487,N,08737.4081539,W,11.258,178.8,041218,0.0,E,A*13\r\"
1543950539031132695,"""$GPRMC,190859.00,A,4150.1904284,N,08737.4080809,W,11.802,179.3,041218,0.0,E,A*17\r\"
1543950540035121333,"""$GPRMC,190900.00,A,4150.1896250,N,08737.4064948,W,11.488,178.9,041218,0.0,E,A*12\r\"
1543950541035394015,"""$GPRMC,190901.00,A,4150.1865511,N,08737.4063036,W,11.889,177.8,041218,0.0,E,A*19\r\"
1543950542027984319,"""$GPRMC,190902.00,A,4150.1832103,N,08737.4061109,W,12.243,177.3,041218,0.0,E,A*14\r\"
1543950543020676464,"""$GPRMC,190903.00,A,4150.1797847,N,08737.4060606,W,12.324,177.7,041218,0.0,E,A*11\r\"
1543950544018105800,"""$GPRMC,190904.00,V,4150.1671799,N,08737.4106319,W,,,041218,0.0,E,N*31\r\n"""
1543950545011233537,"""$GPRMC,190905.00,V,4150.1696413,N,08737.4073256,W,,,041218,0.0,E,N*31\r\n"""
1543950546027187690,"""$GPRMC,190906.00,A,4150.1718886,N,08737.4042167,W,11.275,178.1,041218,0.0,E,A*11\r\"
1543950547040091912,"""$GPRMC,190907.00,A,4150.1675393,N,08737.4052210,W,11.397,179.4,041218,0.0,E,A*1E\r\"
1543950548039015568,"""$GPRMC,190908.00,A,4150.1652254,N,08737.4043203,W,11.055,178.0,041218,0.0,E,A*14\r\"
1543950549018801367,"""$GPRMC,190909.00,A,4150.1618505,N,08737.4048954,W,11.223,180.0,041218,0.0,E,A*1E\r\"
1543950550027970462,"""$GPRMC,190910.00,A,4150.1581845,N,08737.4045128,W,10.794,175.3,041218,0.0,E,A*13\r\"
1543950551031240683,"""$GPRMC,190911.00,A,4150.1550822,N,08737.4044668,W,10.969,180.7,041218,0.0,E,A*1F\r\"
1543950552031887216,"""$GPRMC,190912.00,A,4150.1522236,N,08737.4042726,W,10.409,176.8,041218,0.0,E,A*16\r\"
1543950553021800773,"""$GPRMC,190913.00,A,4150.1490041,N,08737.4042600,W,11.140,177.3,041218,0.0,E,A*1B\r\"
1543950554019204524,"""$GPRMC,190914.00,A,4150.1464917,N,08737.4040135,W,10.683,180.3,041218,0.0,E,A*1F\r\"
1543950555013133009,"""$GPRMC,190915.00,A,4150.1438514,N,08737.4040940,W,9.632,182.5,041218,0.0,E,A*24\r\"
1543950556019217757,"""$GPRMC,190916.00,A,4150.1412084,N,08737.4040145,W,9.614,176.6,041218,0.0,E,A*22\r\"
1543950557022851459,"""$GPRMC,190917.00,A,4150.1387118,N,08737.4036463,W,9.372,180.3,041218,0.0,E,A*25\r\"
1543950558018157180,"""$GPRMC,190918.00,A,4150.1355982,N,08737.4043159,W,9.109,178.9,041218,0.0,E,A*23\r\"
1543950559010970699,"""$GPRMC,190919.00,A,4150.1326961,N,08737.4049739,W,9.069,181.4,041218,0.0,E,A*2D\r\"
1543950560010799716,"""$GPRMC,190920.00,A,4150.1327918,N,08737.4030715,W,7.765,182.9,041218,0.0,E,A*23\r\"
1543950561018739333,"""$GPRMC,190921.00,A,4150.1301539,N,08737.4032652,W,7.152,174.7,041218,0.0,E,A*2C\r\"
1543950562021048071,"""$GPRMC,190922.00,A,4150.1279227,N,08737.4032779,W,7.203,176.9,041218,0.0,E,A*2A\r\"
1543950563022983160,"""$GPRMC,190923.00,A,4150.1246987,N,08737.4037706,W,7.548,179.2,041218,0.0,E,A*27\r\"
1543950564018206369,"""$GPRMC,190924.00,A,4150.1229190,N,08737.4036434,W,8.083,178.8,041218,0.0,E,A*22\r\"
1543950565019069344,"""$GPRMC,190925.00,A,4150.1208993,N,08737.4033444,W,8.383,178.3,041218,0.0,E,A*21\r\"
1543950566024050075,"""$GPRMC,190926.00,A,4150.1175629,N,08737.4037037,W,8.337,178.3,041218,0.0,E,A*2E\r\"
1543950567019884280,"""$GPRMC,190927.00,A,4150.1154226,N,08737.4034876,W,8.590,180.7,041218,0.0,E,A*21\r\"
1543950568010881694,"""$GPRMC,190928.00,A,4150.1132641,N,08737.4036380,W,8.023,180.3,041218,0.0,E,A*22\r\"
1543950569011082872,"""$GPRMC,190929.00,A,4150.1111892,N,08737.4035413,W,7.666,178.4,041218,0.0,E,A*24\r\"
1543950570016598977,"""$GPRMC,190930.00,A,4150.1090469,N,08737.4034674,W,8.066,178.1,041218,0.0,E,A*22\r\"
1543950571024276884,"""$GPRMC,190931.00,A,4150.1061451,N,08737.4036737,W,7.267,180.6,041218,0.0,E,A*2E\r\"
1543950572010721351,"""$GPRMC,190932.00,A,4150.1065595,N,08737.4025533,W,7.237,178.3,041218,0.0,E,A*23\r\"
