rosbagTimestamp,data
1543950156016665310,"""$GPRMC,190236.00,V,4150.2214892,N,08737.5927505,W,,,041218,0.0,E,N*3A\r\n"""
1543950157025666133,"""$GPRMC,190237.00,A,4150.2232283,N,08737.5933722,W,10.400,359.4,041218,0.0,E,A*11\r\"
1543950158022396567,"""$GPRMC,190238.00,A,4150.2276535,N,08737.5926658,W,10.063,359.0,041218,0.0,E,A*19\r\"
1543950159019847289,"""$GPRMC,190239.00,A,4150.2287037,N,08737.5932696,W,10.040,357.5,041218,0.0,E,A*1C\r\"
1543950160030217891,"""$GPRMC,190240.00,A,4150.2316202,N,08737.5933613,W,9.820,4.2,041218,0.0,E,A*27\r\n"""
1543950161028861571,"""$GPRMC,190241.00,A,4150.2344140,N,08737.5932229,W,9.908,1.2,041218,0.0,E,A*26\r\n"""
1543950162033683379,"""$GPRMC,190242.00,A,4150.2379542,N,08737.5928120,W,9.238,358.7,041218,0.0,E,A*2E\r\"
1543950163021785983,"""$GPRMC,190243.00,A,4150.2399550,N,08737.5929893,W,9.895,358.9,041218,0.0,E,A*21\r\"
1543950164021701193,"""$GPRMC,190244.00,A,4150.2438844,N,08737.5927990,W,10.764,0.4,041218,0.0,E,A*14\r\n"""
1543950165022824872,"""$GPRMC,190245.00,A,4150.2458520,N,08737.5932910,W,10.414,356.7,041218,0.0,E,A*17\r\"
1543950166014562605,"""$GPRMC,190246.00,A,4150.2493299,N,08737.5930143,W,9.274,356.9,041218,0.0,E,A*2C\r\"
1543950167017894649,"""$GPRMC,190247.00,A,4150.2507675,N,08737.5934333,W,10.674,1.2,041218,0.0,E,A*10\r\n"""
1543950168017677175,"""$GPRMC,190248.00,A,4150.2531911,N,08737.5935969,W,9.421,359.7,041218,0.0,E,A*22\r\"
1543950169025916129,"""$GPRMC,190249.00,A,4150.2559844,N,08737.5936846,W,9.578,358.9,041218,0.0,E,A*21\r\"
1543950170013156109,"""$GPRMC,190250.00,A,4150.2601695,N,08737.5934092,W,9.821,358.3,041218,0.0,E,A*2D\r\"
1543950171029787832,"""$GPRMC,190251.00,A,4150.2608461,N,08737.5939750,W,9.526,358.6,041218,0.0,E,A*27\r\"
1543950172038693514,"""$GPRMC,190252.00,A,4150.2638045,N,08737.5939544,W,9.062,358.9,041218,0.0,E,A*28\r\"
1543950173028695642,"""$GPRMC,190253.00,A,4150.2660153,N,08737.5941150,W,8.918,359.4,041218,0.0,E,A*25\r\"
1543950174030267296,"""$GPRMC,190254.00,A,4150.2677022,N,08737.5938977,W,8.059,357.2,041218,0.0,E,A*24\r\"
1543950175035305159,"""$GPRMC,190255.00,A,4150.2716998,N,08737.5940514,W,7.542,357.4,041218,0.0,E,A*2B\r\"
1543950176021865953,"""$GPRMC,190256.00,A,4150.2736580,N,08737.5944595,W,8.297,358.9,041218,0.0,E,A*20\r\"
1543950177022653728,"""$GPRMC,190257.00,V,4150.2718207,N,08737.5964967,W,,,041218,0.0,E,N*3D\r\n"""
1543950178032645564,"""$GPRMC,190258.00,A,4150.2779449,N,08737.5943515,W,6.577,356.8,041218,0.0,E,A*26\r\"
1543950179017999116,"""$GPRMC,190259.00,A,4150.2803190,N,08737.5946012,W,8.289,0.2,041218,0.0,E,A*21\r\n"""
1543950180025561947,"""$GPRMC,190300.00,A,4150.2821613,N,08737.5945370,W,7.280,357.5,041218,0.0,E,A*24\r\"
1543950181022993454,"""$GPRMC,190301.00,A,4150.2835359,N,08737.5946799,W,7.425,0.1,041218,0.0,E,A*27\r\n"""
1543950182041724048,"""$GPRMC,190302.00,A,4150.2861222,N,08737.5947435,W,6.203,359.8,041218,0.0,E,A*29\r\"
1543950183033447268,"""$GPRMC,190303.00,A,4150.2873360,N,08737.5948171,W,5.617,358.8,041218,0.0,E,A*25\r\"
1543950184045086456,"""$GPRMC,190304.00,A,4150.2886391,N,08737.5948726,W,5.512,360.0,041218,0.0,E,A*27\r\"
1543950185044512948,"""$GPRMC,190305.00,A,4150.2902561,N,08737.5946456,W,5.773,5.0,041218,0.0,E,A*2D\r\n"""
1543950186044405038,"""$GPRMC,190306.00,A,4150.2919270,N,08737.5942376,W,6.160,13.7,041218,0.0,E,A*15\r\n"""
1543950187044695009,"""$GPRMC,190307.00,A,4150.2938303,N,08737.5936253,W,6.843,26.7,041218,0.0,E,A*19\r\n"""
1543950188045918817,"""$GPRMC,190308.00,A,4150.2952706,N,08737.5917320,W,7.675,49.4,041218,0.0,E,A*1D\r\n"""
1543950189045367442,"""$GPRMC,190309.00,A,4150.2965056,N,08737.5893773,W,8.302,69.4,041218,0.0,E,A*1D\r\n"""
1543950190045616159,"""$GPRMC,190310.00,A,4150.2970320,N,08737.5862602,W,8.854,83.1,041218,0.0,E,A*13\r\n"""
1543950191045986151,"""$GPRMC,190311.00,A,4150.2971732,N,08737.5828663,W,9.669,90.2,041218,0.0,E,A*1D\r\n"""
1543950192045724383,"""$GPRMC,190312.00,A,4150.2972985,N,08737.5791120,W,10.442,88.3,041218,0.0,E,A*29\r\"
1543950193038253325,"""$GPRMC,190313.00,A,4150.2973919,N,08737.5751306,W,11.357,87.3,041218,0.0,E,A*2B\r\"
1543950194024317989,"""$GPRMC,190314.00,A,4150.2975660,N,08737.5710585,W,11.512,86.7,041218,0.0,E,A*21\r\"
1543950195016448036,"""$GPRMC,190315.00,A,4150.2977376,N,08737.5664146,W,11.358,86.8,041218,0.0,E,A*2E\r\"
1543950196003546650,"""$GPRMC,190316.00,V,,,,,,,041218,0.0,E,N*14\r\n"""
1543950196998564657,"""$GPRMC,190317.00,V,,,,,,,041218,0.0,E,N*15\r\n"""
1543950198012630982,"""$GPRMC,190318.00,A,4150.2979870,N,08737.5541087,W,11.323,89.9,041218,0.0,E,A*2A\r\"
1543950199021587900,"""$GPRMC,190319.00,A,4150.2989017,N,08737.5495284,W,11.171,87.9,041218,0.0,E,A*2F\r\"
1543950200020222955,"""$GPRMC,190320.00,A,4150.2992347,N,08737.5454550,W,11.353,88.2,041218,0.0,E,A*2C\r\"
1543950201028460413,"""$GPRMC,190321.00,A,4150.2983404,N,08737.5415389,W,11.584,88.3,041218,0.0,E,A*27\r\"
1543950202033085313,"""$GPRMC,190322.00,A,4150.2986614,N,08737.5371441,W,11.971,88.7,041218,0.0,E,A*26\r\"
1543950203028327169,"""$GPRMC,190323.00,A,4150.2986958,N,08737.5327691,W,12.046,87.8,041218,0.0,E,A*22\r\"
1543950204020304668,"""$GPRMC,190324.00,A,4150.2989809,N,08737.5282425,W,12.457,89.0,041218,0.0,E,A*2E\r\"
1543950205023534742,"""$GPRMC,190325.00,A,4150.2992091,N,08737.5235124,W,13.038,88.9,041218,0.0,E,A*20\r\"
1543950206028168270,"""$GPRMC,190326.00,A,4150.2988627,N,08737.5184757,W,13.845,89.0,041218,0.0,E,A*22\r\"
1543950207028161282,"""$GPRMC,190327.00,A,4150.2989174,N,08737.5131791,W,14.143,88.8,041218,0.0,E,A*26\r\"
1543950208021508781,"""$GPRMC,190328.00,A,4150.2994696,N,08737.5074231,W,15.018,88.0,041218,0.0,E,A*27\r\"
1543950209032517082,"""$GPRMC,190329.00,A,4150.2992570,N,08737.5021016,W,15.742,89.0,041218,0.0,E,A*25\r\"
1543950210029469128,"""$GPRMC,190330.00,A,4150.2995863,N,08737.4958609,W,16.428,88.4,041218,0.0,E,A*22\r\"
1543950211036479228,"""$GPRMC,190331.00,A,4150.2997597,N,08737.4896029,W,16.632,89.4,041218,0.0,E,A*28\r\"
1543950212028315871,"""$GPRMC,190332.00,A,4150.2998546,N,08737.4832926,W,16.915,89.2,041218,0.0,E,A*2C\r\"
1543950213029408737,"""$GPRMC,190333.00,A,4150.2998657,N,08737.4769159,W,17.380,90.4,041218,0.0,E,A*26\r\"
1543950214028245150,"""$GPRMC,190334.00,A,4150.2999543,N,08737.4703538,W,17.880,89.2,041218,0.0,E,A*2C\r\"
1543950215028381378,"""$GPRMC,190335.00,A,4150.3000840,N,08737.4636345,W,18.095,89.0,041218,0.0,E,A*21\r\"
1543950216030377572,"""$GPRMC,190336.00,A,4150.3001508,N,08737.4567952,W,18.516,90.1,041218,0.0,E,A*2E\r\"
1543950217029148012,"""$GPRMC,190337.00,A,4150.3000970,N,08737.4498841,W,18.617,91.3,041218,0.0,E,A*2E\r\"
1543950218033507674,"""$GPRMC,190338.00,A,4150.2998645,N,08737.4429981,W,18.386,94.6,041218,0.0,E,A*2B\r\"
1543950219036826731,"""$GPRMC,190339.00,A,4150.2993997,N,08737.4362658,W,18.026,95.8,041218,0.0,E,A*24\r\"
1543950220033621679,"""$GPRMC,190340.00,A,4150.2989017,N,08737.4297424,W,16.906,93.5,041218,0.0,E,A*2C\r\"
1543950221029566606,"""$GPRMC,190341.00,A,4150.2986573,N,08737.4238369,W,14.906,90.0,041218,0.0,E,A*2A\r\"
1543950222036663543,"""$GPRMC,190342.00,A,4150.2986862,N,08737.4187294,W,12.615,92.2,041218,0.0,E,A*2B\r\"
1543950223035983806,"""$GPRMC,190343.00,A,4150.2983476,N,08737.4146082,W,9.920,112.6,041218,0.0,E,A*20\r\"
1543950224032895141,"""$GPRMC,190344.00,A,4150.2970147,N,08737.4118246,W,8.649,138.5,041218,0.0,E,A*27\r\"
1543950225036517181,"""$GPRMC,190345.00,A,4150.2949254,N,08737.4102497,W,8.805,163.1,041218,0.0,E,A*20\r\"
1543950226037173692,"""$GPRMC,190346.00,A,4150.2923984,N,08737.4096654,W,9.090,174.9,041218,0.0,E,A*23\r\"
1543950227023981941,"""$GPRMC,190347.00,A,4150.2898002,N,08737.4094823,W,10.017,178.2,041218,0.0,E,A*18\r\"
1543950228028804878,"""$GPRMC,190348.00,A,4150.2868746,N,08737.4093465,W,10.356,177.2,041218,0.0,E,A*1F\r\"
1543950229031851129,"""$GPRMC,190349.00,A,4150.2835910,N,08737.4093605,W,10.581,177.4,041218,0.0,E,A*15\r\"
1543950230030005455,"""$GPRMC,190350.00,A,4150.2809731,N,08737.4091165,W,10.966,178.3,041218,0.0,E,A*11\r\"
1543950231019891324,"""$GPRMC,190351.00,A,4150.2814107,N,08737.4077162,W,10.246,177.4,041218,0.0,E,A*11\r\"
1543950232007159227,"""$GPRMC,190352.00,A,4150.2745196,N,08737.4097469,W,10.434,176.3,041218,0.0,E,A*14\r\"
1543950233017176836,"""$GPRMC,190353.00,A,4150.2724887,N,08737.4084942,W,10.276,177.6,041218,0.0,E,A*19\r\"
1543950234020797566,"""$GPRMC,190354.00,A,4150.2695688,N,08737.4083486,W,10.342,177.7,041218,0.0,E,A*11\r\"
1543950235020233525,"""$GPRMC,190355.00,A,4150.2656825,N,08737.4087460,W,9.816,177.9,041218,0.0,E,A*26\r\"
1543950236013333357,"""$GPRMC,190356.00,V,4150.2632661,N,08737.4084913,W,,,041218,0.0,E,N*35\r\n"""
1543950237012862881,"""$GPRMC,190357.00,V,4150.2595375,N,08737.4090669,W,,,041218,0.0,E,N*3D\r\n"""
1543950238021865185,"""$GPRMC,190358.00,A,4150.2580557,N,08737.4085900,W,10.451,182.9,041218,0.0,E,A*1F\r\"
1543950239015705934,"""$GPRMC,190359.00,V,4150.2612067,N,08737.4058451,W,,,041218,0.0,E,N*32\r\n"""
1543950240011859753,"""$GPRMC,190400.00,A,4150.2552871,N,08737.4075639,W,8.230,178.8,041218,0.0,E,A*25\r\"
1543950241020816915,"""$GPRMC,190401.00,A,4150.2520562,N,08737.4079622,W,7.586,176.3,041218,0.0,E,A*28\r\"
1543950242011866310,"""$GPRMC,190402.00,V,4150.2472032,N,08737.4091697,W,,,041218,0.0,E,N*32\r\n"""
1543950243016729611,"""$GPRMC,190403.00,V,4150.2459083,N,08737.4086076,W,,,041218,0.0,E,N*3F\r\n"""
1543950244024654560,"""$GPRMC,190404.00,A,4150.2446666,N,08737.4080196,W,8.609,179.5,041218,0.0,E,A*27\r\"
1543950245029983603,"""$GPRMC,190405.00,A,4150.2418020,N,08737.4079808,W,8.298,178.3,041218,0.0,E,A*2A\r\"
1543950246024542523,"""$GPRMC,190406.00,A,4150.2404236,N,08737.4079197,W,8.581,180.1,041218,0.0,E,A*24\r\"
1543950247020002263,"""$GPRMC,190407.00,A,4150.2380179,N,08737.4077795,W,8.454,180.4,041218,0.0,E,A*20\r\"
1543950248020790922,"""$GPRMC,190408.00,A,4150.2358260,N,08737.4077470,W,8.578,180.1,041218,0.0,E,A*23\r\"
1543950249024915938,"""$GPRMC,190409.00,A,4150.2332393,N,08737.4077790,W,8.489,179.0,041218,0.0,E,A*26\r\"
1543950250028444368,"""$GPRMC,190410.00,A,4150.2308499,N,08737.4076700,W,8.646,178.6,041218,0.0,E,A*24\r\"
1543950251023616416,"""$GPRMC,190411.00,A,4150.2283530,N,08737.4072855,W,8.756,179.0,041218,0.0,E,A*29\r\"
1543950252024557288,"""$GPRMC,190412.00,A,4150.2258790,N,08737.4073213,W,8.650,179.3,041218,0.0,E,A*29\r\"
1543950253029868032,"""$GPRMC,190413.00,A,4150.2235806,N,08737.4072759,W,8.643,179.2,041218,0.0,E,A*2A\r\"
1543950254026648384,"""$GPRMC,190414.00,A,4150.2211920,N,08737.4074265,W,8.833,179.1,041218,0.0,E,A*28\r\"
1543950255027698775,"""$GPRMC,190415.00,A,4150.2186289,N,08737.4071491,W,8.671,178.6,041218,0.0,E,A*2A\r\"
1543950256019744508,"""$GPRMC,190416.00,V,4150.2104414,N,08737.4100338,W,,,041218,0.0,E,N*3A\r\n"""
1543950257035943585,"""$GPRMC,190417.00,A,4150.2138079,N,08737.4070598,W,8.927,177.8,041218,0.0,E,A*24\r\"
1543950258023861360,"""$GPRMC,190418.00,A,4150.2113310,N,08737.4070747,W,9.152,180.9,041218,0.0,E,A*2C\r\"
1543950259020874713,"""$GPRMC,190419.00,V,4150.2027426,N,08737.4099803,W,,,041218,0.0,E,N*36\r\n"""
1543950260019323870,"""$GPRMC,190420.00,V,4150.2002878,N,08737.4099249,W,,,041218,0.0,E,N*38\r\n"""
1543950261020178233,"""$GPRMC,190421.00,V,4150.1978574,N,08737.4098417,W,,,041218,0.0,E,N*33\r\n"""
1543950262028786468,"""$GPRMC,190422.00,A,4150.2010433,N,08737.4069465,W,9.458,180.9,041218,0.0,E,A*25\r\"
1543950263032465449,"""$GPRMC,190423.00,A,4150.1991848,N,08737.4064830,W,9.331,178.4,041218,0.0,E,A*24\r\"
1543950264035660471,"""$GPRMC,190424.00,A,4150.1958153,N,08737.4068118,W,9.500,178.3,041218,0.0,E,A*29\r\"
1543950265028008729,"""$GPRMC,190425.00,A,4150.1933055,N,08737.4065732,W,9.757,177.9,041218,0.0,E,A*24\r\"
1543950266024682221,"""$GPRMC,190426.00,A,4150.1909717,N,08737.4060374,W,9.954,177.8,041218,0.0,E,A*20\r\"
1543950267024848143,"""$GPRMC,190427.00,A,4150.1883256,N,08737.4058510,W,9.852,177.0,041218,0.0,E,A*22\r\"
1543950268020352417,"""$GPRMC,190428.00,A,4150.1854514,N,08737.4057531,W,9.901,177.2,041218,0.0,E,A*2F\r\"
1543950269033455032,"""$GPRMC,190429.00,A,4150.1824752,N,08737.4059373,W,10.067,177.2,041218,0.0,E,A*16\r\"
1543950270023303449,"""$GPRMC,190430.00,A,4150.1793255,N,08737.4061198,W,10.372,176.5,041218,0.0,E,A*12\r\"
1543950271027684448,"""$GPRMC,190431.00,A,4150.1764175,N,08737.4060890,W,10.356,177.9,041218,0.0,E,A*11\r\"
1543950272028439953,"""$GPRMC,190432.00,A,4150.1742573,N,08737.4052763,W,10.045,176.8,041218,0.0,E,A*17\r\"
1543950273031362175,"""$GPRMC,190433.00,A,4150.1723688,N,08737.4043695,W,12.027,183.8,041218,0.0,E,A*12\r\"
1543950274287646445,"""$GPRMC,190434.00,A,4150.1684436,N,08737.4053099,W,10.885,180.5,041218,0.0,E,A*19\r\"
1543950275028560995,"""$GPRMC,190435.00,A,4150.1664059,N,08737.4045363,W,12.042,182.9,041218,0.0,E,A*15\r\"
1543950276024367281,"""$GPRMC,190436.00,A,4150.1622595,N,08737.4056022,W,10.748,172.8,041218,0.0,E,A*14\r\"
1543950277028683553,"""$GPRMC,190437.00,A,4150.1593590,N,08737.4052324,W,10.573,176.2,041218,0.0,E,A*1C\r\"
1543950278028531732,"""$GPRMC,190438.00,A,4150.1564953,N,08737.4044944,W,10.976,180.3,041218,0.0,E,A*12\r\"
1543950279028722391,"""$GPRMC,190439.00,A,4150.1532138,N,08737.4052598,W,11.178,181.9,041218,0.0,E,A*13\r\"
1543950280021423687,"""$GPRMC,190440.00,A,4150.1504668,N,08737.4042940,W,11.167,177.7,041218,0.0,E,A*1B\r\"
1543950281020152208,"""$GPRMC,190441.00,A,4150.1473928,N,08737.4043558,W,11.439,184.0,041218,0.0,E,A*11\r\"
1543950282016318856,"""$GPRMC,190442.00,A,4150.1443192,N,08737.4042917,W,10.774,180.8,041218,0.0,E,A*19\r\"
1543950283011689013,"""$GPRMC,190443.00,A,4150.1413723,N,08737.4043906,W,11.122,178.0,041218,0.0,E,A*1B\r\"
1543950284025443273,"""$GPRMC,190444.00,A,4150.1383189,N,08737.4043982,W,10.554,178.7,041218,0.0,E,A*1B\r\"
1543950285008651320,"""$GPRMC,190445.00,V,4150.1384956,N,08737.4027801,W,,,041218,0.0,E,N*3B\r\n"""
1543950286012091898,"""$GPRMC,190446.00,A,4150.1322107,N,08737.4041838,W,11.225,181.4,041218,0.0,E,A*13\r\"
1543950287020619547,"""$GPRMC,190447.00,A,4150.1287334,N,08737.4041883,W,9.911,179.3,041218,0.0,E,A*2B\r\"
1543950288012083342,"""$GPRMC,190448.00,A,4150.1257309,N,08737.4052779,W,10.344,180.5,041218,0.0,E,A*1D\r\"
1543950289012474852,"""$GPRMC,190449.00,A,4150.1245476,N,08737.4035147,W,10.230,176.5,041218,0.0,E,A*11\r\"
1543950290019172787,"""$GPRMC,190450.00,A,4150.1205804,N,08737.4039010,W,10.501,180.8,041218,0.0,E,A*1A\r\"
1543950291012197375,"""$GPRMC,190451.00,A,4150.1172916,N,08737.4046050,W,10.046,173.2,041218,0.0,E,A*16\r\"
1543950292009138992,"""$GPRMC,190452.00,A,4150.1146084,N,08737.4048284,W,9.995,177.1,041218,0.0,E,A*2D\r\"
1543950293014880360,"""$GPRMC,190453.00,A,4150.1121095,N,08737.4039691,W,10.058,179.6,041218,0.0,E,A*12\r\"
1543950294013683512,"""$GPRMC,190454.00,A,4150.1083179,N,08737.4051504,W,10.343,177.7,041218,0.0,E,A*18\r\"
1543950295021568338,"""$GPRMC,190455.00,A,4150.1061784,N,08737.4037307,W,10.348,179.8,041218,0.0,E,A*1E\r\"
1543950296016081715,"""$GPRMC,190456.00,A,4150.1051592,N,08737.4030674,W,9.063,182.1,041218,0.0,E,A*22\r\"
1543950297015974665,"""$GPRMC,190457.00,A,4150.1007678,N,08737.4039620,W,7.951,175.1,041218,0.0,E,A*21\r\"
1543950298023888344,"""$GPRMC,190458.00,A,4150.0985285,N,08737.4038427,W,7.733,172.6,041218,0.0,E,A*24\r\"
1543950299027895452,"""$GPRMC,190459.00,A,4150.0965878,N,08737.4037841,W,7.591,183.5,041218,0.0,E,A*27\r\"
1543950300031371963,"""$GPRMC,190500.00,A,4150.0943570,N,08737.4038814,W,7.190,184.1,041218,0.0,E,A*22\r\"
1543950301028019586,"""$GPRMC,190501.00,A,4150.0925962,N,08737.4041431,W,5.751,176.3,041218,0.0,E,A*2F\r\"
1543950302023900216,"""$GPRMC,190502.00,A,4150.0908583,N,08737.4051053,W,4.162,183.6,041218,0.0,E,A*29\r\"
1543950303040267853,"""$GPRMC,190503.00,A,4150.0898589,N,08737.4046122,W,1.978,185.7,041218,0.0,E,A*2A\r\"
1543950304035876493,"""$GPRMC,190504.00,A,4150.0898064,N,08737.4044231,W,0.020,235.7,041218,0.0,E,A*25\r\"
1543950305036203309,"""$GPRMC,190505.00,A,4150.0895254,N,08737.4045480,W,0.018,161.6,041218,0.0,E,A*2D\r\"
1543950306035512641,"""$GPRMC,190506.00,A,4150.0894705,N,08737.4045033,W,0.024,353.3,041218,0.0,E,A*2B\r\"
1543950307037101030,"""$GPRMC,190507.00,A,4150.0893290,N,08737.4045035,W,0.414,190.2,041218,0.0,E,A*29\r\"
1543950308033994776,"""$GPRMC,190508.00,A,4150.0891262,N,08737.4044360,W,1.258,167.7,041218,0.0,E,A*29\r\"
1543950309029351467,"""$GPRMC,190509.00,A,4150.0887593,N,08737.4048544,W,2.660,192.1,041218,0.0,E,A*2A\r\"
1543950310036225672,"""$GPRMC,190510.00,A,4150.0876710,N,08737.4048385,W,4.501,196.6,041218,0.0,E,A*2F\r\"
1543950311036875140,"""$GPRMC,190511.00,A,4150.0863610,N,08737.4055948,W,5.839,207.6,041218,0.0,E,A*20\r\"
1543950312038018761,"""$GPRMC,190512.00,A,4150.0850779,N,08737.4070696,W,6.637,231.2,041218,0.0,E,A*24\r\"
1543950313027775204,"""$GPRMC,190513.00,A,4150.0841139,N,08737.4093896,W,7.993,246.9,041218,0.0,E,A*2F\r\"
1543950314037740411,"""$GPRMC,190514.00,A,4150.0834894,N,08737.4123921,W,9.009,259.7,041218,0.0,E,A*27\r\"
1543950315028260588,"""$GPRMC,190515.00,A,4150.0833231,N,08737.4157410,W,10.473,262.7,041218,0.0,E,A*11\r\"
1543950316027709022,"""$GPRMC,190516.00,A,4150.0837170,N,08737.4195536,W,10.997,264.7,041218,0.0,E,A*1A\r\"
1543950317019755130,"""$GPRMC,190517.00,A,4150.0836208,N,08737.4237269,W,11.501,271.7,041218,0.0,E,A*16\r\"
1543950318032825715,"""$GPRMC,190518.00,A,4150.0838374,N,08737.4279486,W,12.132,267.2,041218,0.0,E,A*15\r\"
1543950319028983318,"""$GPRMC,190519.00,A,4150.0835252,N,08737.4326729,W,11.108,273.0,041218,0.0,E,A*1C\r\"
1543950320028706554,"""$GPRMC,190520.00,A,4150.0832642,N,08737.4366373,W,9.738,278.0,041218,0.0,E,A*2C\r\"
1543950321031833205,"""$GPRMC,190521.00,A,4150.0840314,N,08737.4395977,W,7.900,282.9,041218,0.0,E,A*2B\r\"
1543950322008840505,"""$GPRMC,190522.00,A,4150.0858420,N,08737.4419225,W,6.957,267.0,041218,0.0,E,A*2F\r\"
1543950323012971022,"""$GPRMC,190523.00,A,4150.0850996,N,08737.4446555,W,5.285,268.2,041218,0.0,E,A*26\r\"
1543950324011862749,"""$GPRMC,190524.00,A,4150.0857916,N,08737.4460476,W,4.065,330.9,041218,0.0,E,A*20\r\"
1543950325024918196,"""$GPRMC,190525.00,A,4150.0848003,N,08737.4478547,W,3.779,273.2,041218,0.0,E,A*28\r\"
1543950326016796292,"""$GPRMC,190526.00,A,4150.0842428,N,08737.4492411,W,3.651,267.5,041218,0.0,E,A*23\r\"
1543950327030368152,"""$GPRMC,190527.00,A,4150.0848660,N,08737.4507928,W,4.804,271.6,041218,0.0,E,A*21\r\"
1543950328028743148,"""$GPRMC,190528.00,A,4150.0846681,N,08737.4529168,W,6.537,261.1,041218,0.0,E,A*26\r\"
1543950329018394882,"""$GPRMC,190529.00,A,4150.0853960,N,08737.4548759,W,7.700,260.1,041218,0.0,E,A*26\r\"
1543950330026649759,"""$GPRMC,190530.00,A,4150.0836642,N,08737.4590451,W,8.052,260.4,041218,0.0,E,A*26\r\"
1543950331037145824,"""$GPRMC,190531.00,A,4150.0833428,N,08737.4619400,W,8.645,264.5,041218,0.0,E,A*2F\r\"
1543950332032490326,"""$GPRMC,190532.00,A,4150.0835399,N,08737.4649851,W,10.066,268.9,041218,0.0,E,A*14\r\"
1543950333011550380,"""$GPRMC,190533.00,A,4150.0836168,N,08737.4683993,W,10.000,264.3,041218,0.0,E,A*15\r\"
1543950334012615007,"""$GPRMC,190534.00,A,4150.0834738,N,08737.4721430,W,9.994,267.6,041218,0.0,E,A*24\r\"
1543950335020832214,"""$GPRMC,190535.00,A,4150.0837161,N,08737.4757536,W,10.331,265.9,041218,0.0,E,A*1A\r\"
1543950336015589516,"""$GPRMC,190536.00,A,4150.0839283,N,08737.4793599,W,9.821,271.3,041218,0.0,E,A*28\r\"
1543950337023724437,"""$GPRMC,190537.00,A,4150.0834742,N,08737.4832000,W,9.773,268.5,041218,0.0,E,A*2B\r\"
1543950338015779404,"""$GPRMC,190538.00,A,4150.0831735,N,08737.4869997,W,10.084,270.1,041218,0.0,E,A*12\r\"
1543950339019728225,"""$GPRMC,190539.00,A,4150.0830848,N,08737.4907620,W,10.106,270.2,041218,0.0,E,A*15\r\"
1543950340016703619,"""$GPRMC,190540.00,A,4150.0831004,N,08737.4945286,W,10.338,269.5,041218,0.0,E,A*14\r\"
1543950341024127221,"""$GPRMC,190541.00,A,4150.0825217,N,08737.4987808,W,10.225,267.6,041218,0.0,E,A*12\r\"
1543950342027825856,"""$GPRMC,190542.00,A,4150.0821295,N,08737.5026223,W,10.513,269.6,041218,0.0,E,A*13\r\"
1543950343035598580,"""$GPRMC,190543.00,A,4150.0820994,N,08737.5064988,W,11.306,269.8,041218,0.0,E,A*18\r\"
1543950344023588872,"""$GPRMC,190544.00,A,4150.0826447,N,08737.5103619,W,11.201,268.1,041218,0.0,E,A*13\r\"
1543950345011407529,"""$GPRMC,190545.00,A,4150.0835979,N,08737.5142930,W,11.387,268.3,041218,0.0,E,A*1C\r\"
1543950346023475229,"""$GPRMC,190546.00,A,4150.0824098,N,08737.5195379,W,11.547,267.8,041218,0.0,E,A*1A\r\"
1543950347031471603,"""$GPRMC,190547.00,A,4150.0823733,N,08737.5237298,W,11.834,267.5,041218,0.0,E,A*1B\r\"
1543950348031597302,"""$GPRMC,190548.00,A,4150.0817341,N,08737.5280126,W,11.592,267.2,041218,0.0,E,A*1E\r\"
1543950349028418746,"""$GPRMC,190549.00,A,4150.0815683,N,08737.5324268,W,11.591,268.2,041218,0.0,E,A*1C\r\"
1543950350019368412,"""$GPRMC,190550.00,A,4150.0815790,N,08737.5367934,W,11.680,267.5,041218,0.0,E,A*19\r\"
1543950351019515072,"""$GPRMC,190551.00,A,4150.0814192,N,08737.5411232,W,11.777,267.2,041218,0.0,E,A*18\r\"
1543950352016501356,"""$GPRMC,190552.00,A,4150.0821598,N,08737.5448496,W,11.602,267.2,041218,0.0,E,A*14\r\"
1543950353025398884,"""$GPRMC,190553.00,A,4150.0813698,N,08737.5493260,W,11.185,270.1,041218,0.0,E,A*13\r\"
1543950354027829803,"""$GPRMC,190554.00,A,4150.0808288,N,08737.5540463,W,10.325,272.9,041218,0.0,E,A*12\r\"
1543950355001277114,"""$GPRMC,190555.00,V,,,,,,,041218,0.0,E,N*15\r\n"""
1543950356006282050,"""$GPRMC,190556.00,V,,,,,,,041218,0.0,E,N*16\r\n"""
1543950357001450520,"""$GPRMC,190557.00,V,,,,,,,041218,0.0,E,N*17\r\n"""
1543950358002372633,"""$GPRMC,190558.00,V,4150.0827641,N,08737.5691284,W,,,041218,0.0,E,N*31\r\n"""
1543950359017508608,"""$GPRMC,190559.00,A,4150.0825515,N,08737.5725407,W,8.204,275.8,041218,0.0,E,A*2D\r\"
1543950360027051503,"""$GPRMC,190600.00,A,4150.0822515,N,08737.5760207,W,7.393,270.9,041218,0.0,E,A*26\r\"
1543950361027403224,"""$GPRMC,190601.00,A,4150.0828368,N,08737.5783625,W,6.791,270.6,041218,0.0,E,A*20\r\"
1543950362037441812,"""$GPRMC,190602.00,A,4150.0825571,N,08737.5806970,W,5.889,271.8,041218,0.0,E,A*27\r\"
1543950363040630813,"""$GPRMC,190603.00,A,4150.0826031,N,08737.5826818,W,4.575,273.2,041218,0.0,E,A*2E\r\"
1543950364042436033,"""$GPRMC,190604.00,A,4150.0828948,N,08737.5843344,W,3.369,282.7,041218,0.0,E,A*26\r\"
