frame number,timestamp
0,1573862734.8857055
1,1573862734.9859784
2,1573862735.0871477
3,1573862735.1867757
4,1573862735.2861943
5,1573862735.3858087
6,1573862735.4853742
7,1573862735.5854197
8,1573862735.6865222
9,1573862735.7864382
10,1573862735.8863444
11,1573862735.9859512
12,1573862736.0863268
13,1573862736.185166
14,1573862736.2859497
15,1573862736.3872519
16,1573862736.4857461
17,1573862736.5853095
18,1573862736.6860676
19,1573862736.7852526
20,1573862736.8861997
21,1573862736.9861598
22,1573862737.086296
23,1573862737.186111
24,1573862737.285847
25,1573862737.3865707
26,1573862737.4861352
27,1573862737.5866113
28,1573862737.6867168
29,1573862737.7863715
30,1573862737.8864584
31,1573862737.9861295
32,1573862738.0862837
33,1573862738.1864522
34,1573862738.2861707
35,1573862738.385945
36,1573862738.4858341
37,1573862738.5856082
38,1573862738.6862142
39,1573862738.785508
40,1573862738.8857918
41,1573862738.9861872
42,1573862739.0854466
43,1573862739.185687
44,1573862739.28651
45,1573862739.3867893
46,1573862739.486626
47,1573862739.5861177
48,1573862739.686696
49,1573862739.786884
50,1573862739.8855705
51,1573862739.9857156
52,1573862740.093903
53,1573862740.187336
54,1573862740.28414
55,1573862740.3852882
56,1573862740.4851384
57,1573862740.5848897
58,1573862740.6850753
59,1573862740.7846642
60,1573862740.8845081
61,1573862740.9853222
62,1573862741.085029
63,1573862741.185036
64,1573862741.2856364
65,1573862741.3843699
66,1573862741.484154
67,1573862741.5840333
68,1573862741.684967
69,1573862741.7851012
70,1573862741.8850262
71,1573862741.9847007
72,1573862742.0846467
73,1573862742.1841087
74,1573862742.2884877
75,1573862742.3878672
76,1573862742.4856594
77,1573862742.5860522
78,1573862742.6861384
79,1573862742.7853284
80,1573862742.8855877
81,1573862742.9858923
82,1573862743.085256
83,1573862743.1853485
84,1573862743.28585
85,1573862743.385965
86,1573862743.4843242
87,1573862743.588404
88,1573862743.6874592
89,1573862743.7854106
90,1573862743.8887737
91,1573862743.9880524
92,1573862744.0843852
93,1573862744.1858015
94,1573862744.2856765
95,1573862744.3855283
96,1573862744.4860601
97,1573862744.5855706
98,1573862744.6859035
99,1573862744.7852478
100,1573862744.8848042
101,1573862744.984746
102,1573862745.0844984
103,1573862745.1845548
104,1573862745.2849023
